title,release_year,artists,genres,region
Please Mr. Doctor / I Should Have Loved Her More,1953.0,Jimmy Eager And His Trio,Blues,US
The Best Of B.B. King,,B.B. King,Blues,Brazil
Beyond The Blue Door,2019.0,Ronnie Earl And The Broadcasters,Blues,Russia
Just Off Halsted,,The Bob Riedy Chicago Blues Band,Blues,US
Snap! Your Fingers,2013.0,Finis Tasby; Kid Andersen,Blues,US
Bare Knuckle,2010.0,Guitar Shorty,Blues,US
That's What They Want,1997.0,Anson Funderburgh; Sam Myers,Blues,Europe
Lead Me On / Hold Me Tenderly,1960.0,Bobby Bland,Blues,Canada
Trouble In Mind,1964.0,Big Bill Broonzy,Blues,UK
Poison Oak,,J.J. Daniels (2),Blues,US
J.B. Lenoir,1970.0,J.B. Lenoir,Blues,New Zealand
Live At New Orleans Jazz Festival '89,1989.0,Drink Small,Blues,US
I Am The Man Downstairs / I'm Looking For My Baby,1965.0,Prez Kenneth,Blues,US
Can I Have Me Some You,,'Screamin' Jimmy Churchwell,Blues,US
Fine Brown Baby / My Baby's Boogie Woogie,1946.0,Walter Brown,Blues,US
Live At Seventy Five,2007.0,Big George Brock,Blues,US
King Of The Blues: 1989,1988.0,B.B. King,Blues,Europe
Who Stole The Hot Sauce?,1996.0,Chubby Carrier & The Bayou Swamp Band,Blues,US
B.L.UES,2022.0,Maja Kleszcz,Blues,Poland
Ain't No Rules,,The Delta Connection (2),Blues,US
Big Bill Broonzy Sings,1956.0,Big Bill Broonzy,Blues,US
Nahrávky Koncertů Z Let 1982 - 1984,2016.0,Bluesberry,Blues,Czech Republic
Temptation,1994.0,Duke Robillard,Blues,US
Genius Of The Blues (Complete Original Takes),1999.0,Robert Johnson,Blues,Andorra
Let's go out tonight/in the mood,,John Lee Hooker,Blues,US
Itty Bitty Girl / 5-10-15 Hours,1959.0,Ruth Brown,Blues,Canada
All-Round Men,2015.0,B.J. Hegen Blues Band,Blues,Netherlands
Wild ,,Dee Dee Sharp,Blues,Italy
La Storia Del Blues,1969.0,Various; Paul Oliver,Blues,Italy
Have Mercy Baby,,The Dominoes,Blues,France
That's Alright Mama (Cover),2020.0,Terry Blade,Blues,Worldwide
She Belongs To Me / Key To The Highway,,Jazz Gillum,Blues,US
Blues By The Bottle,2008.0,SS Radio,Blues,Australia
He Knew The Blues,1970.0,Slim Harpo,Blues,UK
Don't Call Home,1995.0,D. K. Stewart; The Stainless Steel Band,Blues,US
Lover's Mambo / Memories Of You,1955.0,The Ontarios; Frank Motley And His Motley Crew,Blues,US
Country Man,2009.0,Mac Arnold & Plate Full O' Blues,Blues,US
Good Luck Man,1997.0,Carey Bell,Blues,US
Music For Lovers,2000.0,Maria Muldaur,Blues,US
1947 - The R&B Hits,1997.0,Various,Blues,UK
The Piano Prince From New Orleans,1977.0,James Booker,Blues,Germany
In My Own Skin,2017.0,Janey Street,Blues,US
Mellow Down Easy﻿﻿,2017.0,Little Walter,Blues,France
TLT,2013.0,Tiny Legs Tim,Blues,Belgium
American Hero,1986.0,Mike Bloomfield,Blues,Greece
Blues Sessions,1998.0,Various,Blues,US
Where's The Sun Hangin' Out?,2011.0,The Zoomatics,Blues,Belgium
Love Me Tender,1982.0,B.B. King,Blues,Canada
Picture On The Wall,2003.0,Lightnin' Hopkins,Blues,Germany
Big Red Sunset / Can't you See - I Need A Friend,1961.0,Hank Ballard & The Midnighters,Blues,US
Memphis Slim,1990.0,Memphis Slim,Blues,Netherlands
The Blues Band Official Bootleg Album,1980.0,The Blues Band,Blues,Australia
Studio Blues,1966.0,Big Joe Williams,Blues,
Live '87,1987.0,The Blues Trio,Blues,Yugoslavia
Time Keeps Rollin',1996.0,Matt Woodburn And The Kat In The Hat Band,Blues,US
Black Snake Moan / Match Box Blues,1950.0,Blind Lemon Jefferson,Blues,US
Story Of The Blues - Blues Shouters - 1,1968.0,Various,Blues,France
Blues After Hours,2016.0,Elmore James & His Broomdusters,Blues,Europe
Live #1 – Christmas 2006,2007.0,Serfs,Blues,UK
The Blues - A Real Summit Meeting (Recorded Live At Newport In New York),1988.0,Various,Blues,Canada
Evil Woman Blues / Keep A Knockin' An You Can't Get In,1928.0,James Wiggins,Blues,US
Lovin' Machine,2002.0,Wynonie Harris,Blues,UK
Red Light Fever,2006.0,Bare Knuckle Blues,Blues,UK
I Belong To The Band: A Tribute To Rev. Gary Davis,2012.0,Rory Block,Blues,Canada
Baby Come Back To Me / Cruel Woman Blues,1935.0,Leroy Carr; Scrapper Blackwell,Blues,US
Crying Tears,1960.0,"Otis ""Smokey"" Smothers",Blues,US
Let Life Flow,2019.0,Philipp Fankhauser,Blues,Switzerland
Good Feeling / Movin' Me On,1990.0,Johnnie Bassett,Blues,US
Look On Yonder's Wall,1969.0,"Arthur ""Big Boy"" Crudup",Blues,UK
3 O'Clock Blues,2011.0,B.B. King,Blues,Europe
Live,1981.0,Muddy Waters,Blues,Canada
Mississippi Moan,2010.0,Bruce Katz Band,Blues,Japan
The Basement Tapes,,Zona Blues,Blues,Brazil
Once A Rebel,2018.0,Victor James Nesrallah,Blues,US
I Was Born In Georgia,2017.0,Blues Cousins,Blues,Russia
It Hurts Me So,1952.0,John Lee Hooker; Eddie Kirkland,Blues,US
Sky Dirt Speak Out Truth,2003.0,Wildsang,Blues,US
Son-In-Law / You Gave Me Misery,1961.0,Louise Brown,Blues,Canada
I Listen To The Night ,2006.0,Matt Walker (2); Ashley Davies (2),Blues,Australia
Memphis,2001.0,Jean-Jacques Milteau,Blues,Europe
Backwoods Blues,1964.0,"Alexander ""Mudcat"" Thomas",Blues,US
More Fake Blues!,2018.0,Blues Orphans,Blues,US
Just For You,,Wende Harston; Touch Of Blue (2),Blues,US
Roots Blues & More,2008.0,Hombres Amplificados,Blues,Belgium
Where The Sun Don't Shine,2011.0,The JD Hobson Band,Blues,US
Banana In Your Fruit Basket (Red Hot Blues 1931-36),1979.0,Bo Carter,Blues,US
Raisin' Hell,1977.0,Elvin Bishop,Blues,Netherlands
Live Volume 3,2009.0,Barbara Blue,Blues,US
Big Time Blues,2000.0,Raoul And The Big Time,Blues,Canada
Lazy Train,1958.0,"Joe ""Harmonica"" Harper",Blues,UK
1999,1999.0,The Ford Blues Band,Blues,Germany
Female Blues Singers Volume H (1923-1930),1991.0,Various,Blues,Austria
Don't Have To Worry,1974.0,Earl Hooker,Blues,Japan
"It's My Life, Baby",1985.0,Junior Wells,Blues,US
Two Arms Around You,,Verbon Kelley,Blues,US
The Complete Trix Recordings,1999.0,Robert Lockwood Jr.,Blues,US
British Blues Heroes,1995.0,Various,Blues,UK
Maux D'absence,2004.0,Benoit Blue Boy; Les Tortilleurs,Blues,France
Say Goodbye To Trouble,2015.0,Lancaster,Blues,Brazil
R & B From The Marquee,2022.0,Blues Incorporated,Blues,Italy
Wall Street Blues - Down And Out Blues...From The Gutter,2011.0,Various,Blues,Europe
Black Christmas,,Don Smith (19),Blues,US
Candy Man Blues,2007.0,Various,Blues,Europe
The Clovers Sing,,The Clovers,Blues,US
"Jelly, Jelly / Brooklyn Stomp",1945.0,Jesse Perry; The Happy Johnson Sextette,Blues,US
Mike Sponza & Central European Orchestra,2014.0,Mike Sponza & Central European Orchestra,Blues,Italy
Pebble Blues / Can't Sleep Blues,1926.0,The Pebbles (5),Blues,US
Steppin' Up In Class,1996.0,Phillip Walker,Blues,Germany
Get Your Head Happy,1966.0,Champion Jack Dupree; Tony McPhee,Blues,UK
Intemporel,2007.0,Lenny Lafargue,Blues,France
Live In Europe,1986.0,Otis Rush,Blues,France
Mama Says I'm Crazy,2002.0,Fred McDowell; Johnny Woods,Blues,Europe
Jail House Blues / Shreveport Blues,1924.0,Virginia Liston,Blues,US
Have I Got Blues For You,2001.0,Little Walter; Otis Rush,Blues,UK
Tiger Tapes,2015.0,Don Croissant,Blues,Belgium
Adrian Y Los Dados Negros ,1998.0,Adrian Y Los Dados Negros,Blues,Chile
Poor Moon,1969.0,Canned Heat,Blues,South Africa
Baby Child / Changing Weather Blues,1950.0,Lightnin' Hopkins,Blues,US
Harp Attack!,,James Cotton; Junior Wells; Carey Bell; Billy Branch,Blues,US
Gangster Of Love,1991.0,Johnny Winter,Blues,US
 Wear Your Black Dress / I Can't Understand It ,2022.0,Willie Egans And Orchestra,Blues,UK
Mud In Your Ear,1973.0,Muddy Waters,Blues,US
God Don't Like It Volume 1,,Rev. Anderson Johnson; Sister O. M. Terrell,Blues,UK
Blues - Chicago Style,1970.0,Various,Blues,UK
The Wildmans,2020.0,The Wildmans,Blues,US
I Love The Life I'm Living,1963.0,Slim Harpo,Blues,US
My Kinda Woman / Too Much Competition,1954.0,Allen Bunn,Blues,US
Kings,2021.0,Bernie Marsden,Blues,Europe
Told 'Ya,2011.0,Soulcream,Blues,Germany
Let The Words Of My Mouth,1964.0,Marion Williams,Blues,Netherlands
1928 Sessions,1979.0,Mississippi John Hurt,Blues,US
Saturday Nite / Cheatin Women,1949.0,Kansas City Jimmy,Blues,US
"The London Howlin' Wolf Sessions Featuring Eric Clapton, Steve Winwood, Bill Wyman, Charlie Watts",2023.0,Howlin' Wolf,Blues,Spain
Groovin' In The Blues,,Various,Blues,Italy
Cold As Stone,1997.0,Ben Beckendorf,Blues,US
Snooks Eaglin And His 12-String Guitar ,1961.0,Snooks Eaglin,Blues,Denmark
Black & Blues,1990.0,Various,Blues,France
Look Up!,1988.0,The Pilgrim Travelers,Blues,US
Humpty Dumpty,2012.0,Janiva Magness,Blues,US
Stingaree Blues / If That's What You Want Here It Is,1922.0,Esther Bigeou,Blues,US
More Blues On The South Side,1993.0,Billy Boy Arnold,Blues,US
Briefcase Full Of Blues,,The Blues Brothers,Blues,Europe
The Blues At Newport / 1964 / Part 1,1965.0,Various,Blues,US
Tango Intim / Från C Till C Blues,1953.0,Arvid Sundin,Blues,Sweden
Jazz & Blues Collection,1996.0,Charles Brown,Blues,France
Heavenly Father / My Wedding Day,,The Castelles,Blues,US
Ya Think I'd Know Better,1996.0,Coco Montoya,Blues,France
Live @ Skipper's Smokehouse,,Damon Fowler Group,Blues,US
You Ain't Heard Nothin' Yet,2015.0,Various,Blues,UK
Lost Lover Blues / Blue Ridge Blues,1929.0,Lulu Jackson,Blues,US
Guess Who,,B.B. King,Blues,US
Utdrag Fra «Felicias Svenske Suite»,1978.0,Cornelis Vreeswijk,Blues,Norway
Balkan Blues / Original Bootleg Tapes - Vol. 1 ,1991.0,The Blues Trio,Blues,Yugoslavia
Walkin',1969.0,Otis Spann; Fleetwood Mac,Blues,UK
Shoot Out At The OK Chinese Restaurant,1999.0,Ramsay Midwood,Blues,Germany
Hildegard / Red Hot Mama / By By Baby / So' Long,,Preston Warren; The Mile Tones,Blues,US
The Walter 'Furry' Lewis Collection 1927-61,2018.0,Furry Lewis,Blues,UK
Let It Loose,2005.0,"Kenny ""Blues Boss"" Wayne",Blues,Russia
Billy-Boy Comes Clean,,Billy Boy Miskimmin,Blues,UK
Standing On The Rock,1994.0,The Fairfield Four,Blues,US
Custard Pie Blues / Hot Headed Woman ,1947.0,Sonny Terry,Blues,US
I Want A Good Man / If You Really Love Your Baby,1929.0,Viola McCoy,Blues,US
Blues Jump The Rabbit / The Sun Is Shining,1953.0,Big Joe Turner,Blues,US
Anything That Happens Just Pleases Me / My Old Daddy's Got A Brand-New Way To Love,1927.0,May Crane,Blues,US
Victor Wainwright & The Train,2018.0,Victor Wainwright; The Train (4),Blues,
Ablaze,,Ablaze (2),Blues,Belgium
Loose Blues,1994.0,Loose Blues,Blues,France
Texas Blues,1978.0,Lightnin' Hopkins,Blues,France
Love Her With A Feeling,1978.0,Lowell Fulson,Blues,US
First Class Riff-Raff,2002.0,Fathead (7),Blues,USA & Canada
Cut You Loose / A Stand By Your Woman Man,1999.0,Angela Strehli,Blues,US
Early Recordings,1976.0,Lightnin' Hopkins,Blues,US
Full Moon On Broadway,1996.0,Steve Williams (101),Blues,UK
Train Ride to the Sky,2015.0,Rick Rushing & The Blues Strangers,Blues,US
Raining In My Heart,2014.0,Roosevelt Sykes,Blues,Japan
For Love / She Cried,1970.0,The Lettermen,Blues,Canada
Live! 2005,2005.0,Debbie Davies,Blues,US
For Real ,2013.0,Joe Beard; Duke Robillard; Friends Of Joe Beard,Blues,US
Living The Blues - Blues Legends,1997.0,Various,Blues,Germany
Walter Shakey Horton With Hot Cottage,1995.0,Walter Horton; Hot Cottage,Blues,Canada
16 Tons Trio,1987.0,Peter Thorup,Blues,Denmark
"Becky Deem, She Was A Gamblin' Gal / Pig Meat Papa",1949.0,Huddie Ledbetter,Blues,UK
Beginning In Blues,,Various,Blues,US
Blues Giants,,Various,Blues,Belgium
I Had A Girl,1984.0,Ivory Joe Hunter,Blues,Sweden
Easy Listening Blues,2019.0,B.B. King,Blues,Europe
Poor Stranger Blues / Leg Iron Blues,1933.0,Fred McMullen; Slim Gordon (2),Blues,US
Dancing Down The Stony Road,2000.0,Chris Rea,Blues,UK
Mark Ford & The Blue Line,1998.0,Mark Ford (5); The Blue Line; Robben Ford,Blues,Germany
Variety / Big Jimmy Little Jack And Nellie,1960.0,Bobby Flare,Blues,US
Waiting On The Sun ...,,Studebaker John,Blues,US
TÅGETGÅR,2024.0,Mönsterås Blues Band,Blues,Sweden
A New Beginning,1998.0,Michael John (6),Blues,Canada
Blues Southside Chicago,1983.0,Various,Blues,UK
Blues Rock,2006.0,Various,Blues,UK
Living The Blues - Blues Masters ,1995.0,Various,Blues,US
Lonesome In Your Bedroom Vol. 2 (Blues Backing Tracks For All!!!),,The Cinelli Brothers,Blues,
Land Of The Livin,2012.0,John Campbelljohn,Blues,Europe
Back Home Blues,2000.0,Sonny Terry & Brownie McGhee,Blues,UK
Hard Working Man,1992.0,Jimmy Rogers,Blues,Spain
Blues Gegen Nazis,2007.0,Various,Blues,Germany
Bip Bam,1984.0,Clyde McPhatter; The Drifters,Blues,UK
25 Years At The Moustache,2015.0,Joe Murphy And The Water Street Blues Band,Blues,Canada
Love You Like A Woman,1996.0,Koko Taylor,Blues,Brazil
Point Blank - Feel Like Goin' Home,1993.0,Various,Blues,
Suitcase Blues / Tender Foot Blues,1940.0,Roosevelt Scott,Blues,US
The Devil's Harmonica,1972.0,Shakey Jake,Blues,UK
Big Boss Men ,,Various,Blues,US
Crusade,1977.0,John Mayall & The Bluesbreakers,Blues,Italy
Blues With A Feeling (A Tribute To Little Walter),,George Smith (4); The Chicago Blues Band,Blues,Germany
Two Timin' Women / Rocky Road,1951.0,Lil' Son Jackson,Blues,US
The World Must Never Know!,2008.0,The Mississippi Marvel,Blues,US
You Can’t Be Told,2012.0,Valerie June,Blues,UK
Kansas City - Jumping The Blues From 6 To 6,2007.0,Various,Blues,Europe
King Bee,,Muddy Waters,Blues,Spain
Motorvating,1992.0,The De Luxe Blues Band,Blues,Italy
The Diary Of A Band Volume One / Volume Two (Selected Highspots From Sixty Hours Of Bluesbreakers Club Recordings 1967),1968.0,John Mayall & The Bluesbreakers,Blues,Belgium
Mama Keep Your Big Mouth Shut,1964.0,Bo Diddley,Blues,US
Careless Love,1958.0,Big Joe Turner,Blues,US
Memphis Slim Plays Classical American Music: The Blues,1973.0,Memphis Slim,Blues,Spain
Times Are Changing,1998.0,Bernard Allison,Blues,US
Run For Cover,1991.0,NiteCry,Blues,US
Desire,2017.0,Lauren Mitchell,Blues,US
My Whole Life's A Shuffle,2018.0,Jimmi Mayes,Blues,US
Stomo's Artist Collection. Blues & Boogie Vol. 5,2012.0,Various,Blues,Europe
River City Blues,2008.0,Tim Gaze (2); Rob Grosser (2),Blues,Australia
Let The Good Times Roll The Music Of Louis Jordan,1999.0,B.B. King,Blues,Australia
The Kings Of Swing Vol. 4,1988.0,Ella Fitzgerald; Teddy Wilson; Tommy Dorsey,Blues,Germany
A Compilation Of Roots Blues,2008.0,H.P. Lange,Blues,Denmark
Distant Drums,,Jim Reeves,Blues,UK
The Honeydripper,1997.0,Roosevelt Sykes,Blues,Denmark
Teasin' Tan / Meet Me At Grandma's Joint,1954.0,George Stevenson (2),Blues,US
Here I Am,2012.0,Oli Brown,Blues,Russia
Begging' Mama Blues / All Or Nothing,,Dinah Washington; Lucky Thompson's All Stars,Blues,US
Talk To Me,2003.0,Barbara Carr,Blues,US
Mama Let Me Lay It On You / Black And Tan,1936.0,Blind Boy Fuller,Blues,US
The Chess 50th Anniversary Sampler,1997.0,Various,Blues,Australia
Buddy Guy,1993.0,Buddy Guy,Blues,UK
Out Of The Blues,2007.0,The Midnight Flyers (2),Blues,US
Why Did You Leave Me Baby? / You've Been Fiddlin' Around,1950.0,Carl Campbell (3),Blues,US
In My Own Dream,2015.0,The Paul Butterfield Blues Band,Blues,
The Thrill Is Gone,1990.0,Classie Ballou,Blues,US
Butt Out,1995.0,Mick Hadley And The Shakers,Blues,Australia
Double Tuff,1993.0,Kal David,Blues,US
Don't Turn Me From Your Door - John Lee Hooker Sings His Blues,2014.0,John Lee Hooker,Blues,Europe
Story To Tell,2001.0,Big Joe Turner,Blues,Germany
Black Bottom,1995.0,Robert Ward,Blues,US
"Live At ""The Regal""",1976.0,B.B. King,Blues,Spain
"Bien, Mejor",2014.0,Los Del Tonos,Blues,Spain
The Complete Early Recordings Of Skip James - 1930,2001.0,Skip James,Blues,US
From The Heart And Soul,,Chick Willis,Blues,US
"Pretty Girl (Yea, Yea, Yea) / I'm Gonna Get You (Get You Some Day)",1957.0,Nappy Brown,Blues,US
Blues Obscurities Volume One Dark Muddy Bottom,1971.0,Various,Blues,UK
Travelin' Blues / It's The Talk Of The Town,1947.0,Johnny Moore's Three Blazers,Blues,US
Mr. Blues,,B.B. King,Blues,
Treasury Of Jazz 51,1965.0,Robert Petway,Blues,France
Time To Move,1999.0,Last Call (11),Blues,Netherlands
Sweet Hunk Of Junk,1958.0,Louis Jordan,Blues,US
Big Walter Horton With Carey Bell,1989.0,Walter Horton; Carey Bell,Blues,Canada
Dirty Woman / Just Like A Woman,1957.0,Champion Jack Dupree,Blues,US
Talking Baby Blues / Call's Jump,1949.0,Bob Call And His Orchestra,Blues,US
Shame The Devil,2011.0,Harrison Kennedy,Blues,Canada
Without Your Love / Goin' Back To Orleans,1958.0,Jesse & Buzzy,Blues,US
Southern Echoes,2015.0,Leadfoot Rivet,Blues,France
It's Rough Out Here,1998.0,Al King,Blues,US
1930-1931 The Original Howling Wolf,1992.0,"J. T. ""Funny Paper"" Smith",Blues,US
Tend To Your Business / Things I Used To Do,1972.0,"Johnny ""Big Moose"" Walker; Lefty Diaz And His Blues Hounds",Blues,US
Serves Me Right To Suffer,2024.0,Knock-Out Greg & The Scandinavian Blue Flames,Blues,Germany
Blue Memphis,1970.0,Memphis Slim,Blues,Australia
Milky White Way / Bread Of Heaven,1952.0,The Angelic Gospel Singers,Blues,US
The Last Of The Best: Live Recordings By The Paul DeLay Band,2007.0,The Paul deLay Band,Blues,US
The Piano Blues (1929-1933) Complete Recordings In Chronological Order,1988.0,Herve Duerson; Turner Parrish; Teddy Moss (2),Blues,Austria
"Hook, Line & Sinker / Mary's Blues",,Lynn Hope & Orchestra,Blues,US
Dark Spaces,2020.0,Bridget Kelly Band,Blues,US
Born In Georgia,2003.0,Luther Johnson,Blues,France
Take It 'Cause It's All Yours / Hot Lips,1922.0,Lizzie Miles,Blues,US
Chicago All Stars,1998.0,Chicago Blues All Stars; Willie Dixon,Blues,Austria
U.K. Blues,2001.0,Sonny Boy Williamson (2); Eric Clapton; The Yardbirds; Eric Burdon; The Animals,Blues,US
Fresh Blues - The Inak Blues-Connection,1993.0,Various,Blues,Europe
There's A Fungus Among Us,1999.0,Earl Hooker,Blues,US
Prime Cuts,2000.0,Matt Leddy (2); The Meat Cutters,Blues,US
Honeyed Dirges,2020.0,Daniel Eriksen (2); John Mooney,Blues,Norway
Red Hot And Rocking,1988.0,The Marauders (8),Blues,UK
Doctor Dunbar's Prescripton,,The Aynsley Dunbar Retaliation,Blues,France
Blues Duo,2001.0,Doug Adamz; Dan Hayes,Blues,US
Blues Giants Vol 1,2000.0,Various,Blues,UK
Big House Blues,2002.0,Bobby Beausoleil,Blues,UK
The Heartbroken Man,1995.0,"Roosevelt ""Booba"" Barnes & The Playboys",Blues,US
Things Ain't Right / Run Uncle John! Run,1956.0,Jerry McCain And His Upstarts,Blues,US
How Can You Do It?,1985.0,Henry Gray & His Bayou Buddies,Blues,US
When My Heart Beats Like A Hammer,1962.0,B.B. King,Blues,US
Blues For Everybody / In Love Again,,Lonnie Johnson (2),Blues,UK
The Jug And Washboard Bands - Vol. 2,1988.0,Various,Blues,Austria
Don't Answer The Door,1965.0,Jimmy Johnson (27),Blues,UK
Tear It All Apart,2019.0,Nick Harless Band,Blues,US
Southern Sanctified Singers,1970.0,Various,Blues,Austria
Double Date,1990.0,Tortilla Flat (2),Blues,Finland
Travellin' This Lonesome Road,1970.0,Various,Blues,France
What You Been Doin' To Me / Blue And Disgusted,1951.0,Ira Amos,Blues,US
Dizzy Little Girl / Wella Willa Willa,1958.0,Joe McCoy And His Real McCoys,Blues,US
Down To My Bones,2002.0,Zola Moon,Blues,
No One Monkey Gonna Run My Show,1953.0,Gip Roberts,Blues,US
Prayer Meeting In Hell / Going Through Jesus,1927.0,Pace Jubilee Singers; Rev. M.A. Cobb,Blues,US
Tipsy Roll / Trinket Woman Blues,,Chicago Blues Gang,Blues,Germany
Legendary Country Blues Artists,2006.0,Sleepy John Estes; Yank Rachell; Son Bonds; Charlie Pickett,Blues,UK
Free Form Patterns,,Lightnin' Hopkins,Blues,US
Bull Moose Jackson Sings His All-Time Hits,1988.0,Bull Moose Jackson,Blues,US
Opportunity Blues,1976.0,Floyd Dixon,Blues,Sweden
I'll Play The Blues For You,1996.0,Albert King; John Lee Hooker,Blues,UK
Mad Man Blues,1989.0,John Lee Hooker,Blues,France
What Could I Do / The End Of My Journey,1947.0,Marie Knight,Blues,US
Country Line Special,1969.0,Cyril Davies And His Rhythm And Blues All Stars,Blues,UK
Real Life,1983.0,Screamin' Jay Hawkins,Blues,France
The London Muddy Waters Sessions,,Muddy Waters,Blues,US
Generation X,2018.0,The Cyborgs,Blues,Italy
Blues Stories,2014.0,Diana Braithwaite; Chris Whiteley,Blues,Canada
The Sarah Vaughan Collection,1998.0,Sarah Vaughan,Blues,US
Just Waitin',2018.0,Steve Krase Band,Blues,US
Alphabet Blues,1992.0,Rod Piazza & The Mighty Flyers,Blues,US
Can’t Do Like You Used To / West Coast Blues,1948.0,Thunder 'N' Lightnin',Blues,US
The Devil Blues / What A Gal,1948.0,Jazz Gillum,Blues,US
The Best Of Muddy Waters,1994.0,Muddy Waters,Blues,Japan
Blackjack Blues / Brown's Boogie,1949.0,Brown's Blues Blowers,Blues,US
Live 2008,,The Ben Prevo Band,Blues,Ireland
The Day Fingers Pickers Took Over The World,2005.0,Chet Atkins; Tommy Emmanuel,Blues,Australia
Sensitive Guy,1992.0,Terry Robb,Blues,US
More Real Folk Blues,,Howlin' Wolf,Blues,France
One for The Road,2004.0,Sons Of The Delta,Blues,UK
Live And Blue,1999.0,Michael Murphy (27),Blues,US
Alabama Slide Guitar,1971.0,Johnie Lewis,Blues,US
