Source,Company Name,ICB Industry,Admission Date,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd),wiki_title,wiki_url,area_served,company_type,founded,founders,headquarters,industry,key_people,net_income,num_employees,operating_income,owner,parent,products,revenue,subsidiaries,total_assets,total_equity,traded_as,website
London,SAGE GROUP PLC,Technology,2013-6-10 0:00,United Kingdom,Europe,MAIN MARKET,No,6946.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,SDL PLC,Technology,1999-12-7 0:00,United Kingdom,Europe,MAIN MARKET,No,630.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,SIMIGON LTD.,Technology,2006-11-2 0:00,Israel,Middle East,AIM,Yes,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,STARCOM PLC,Technology,2013-2-27 0:00,Jersey,Europe,AIM,No,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,TATUNG CO. LTD,Technology,2009-10-5 0:00,Taiwan,Asia,ADMISSION TO TRADING ONLY,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,TRACSIS PLC,Technology,2008-8-5 0:00,United Kingdom,Europe,AIM,No,150.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,TT ELECTRONICS PLC,Technology,1948-12-9 0:00,United Kingdom,Europe,MAIN MARKET,No,341.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,UNISYS CORPORATION,Technology,1970-1-29 0:00,United States,North America,MAIN MARKET,Yes,414.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,VIANET GROUP PLC,Technology,2006-10-26 0:00,United Kingdom,Europe,AIM,No,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ZOO DIGITAL GROUP PLC,Technology,2001-5-14 0:00,United Kingdom,Europe,AIM,No,41.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Alco Holdings Limited,Technology,,,,,,,328.0,Current,CHU Hoi Kan,Independent Non Executive Director - A/F,,2022-09-09,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,AV Concept Holdings Limited,Technology,,,,,,,595.0,Current,AU YEUNG Kit Pang,Independent Non Executive Director,,2024-01-05,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Beijing Digital Telecom Co., Ltd.",Technology,,,,,,,6188.0,Current,CAI Chun Fai,Independent Non Executive Director - A/F,,2021-06-30,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Black Sesame International Holding Limited,Technology,,,,,,,2533.0,Current,LI Qing Yuan,Independent Non Executive Director - A/F,,2024-07-31,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,BYD Electronic (International) Company Limited,Technology,,,,,,,285.0,Current,CHUNG Kwok Mo John,Independent Non Executive Director,,2013-06-07,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Changhong Jiahua Holdings Limited,Technology,,,,,,,3991.0,Current,CHAN Ming Sun Jonathan,Independent Non Executive Director - A/F,,2007-02-12,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Display Optoelectronics Technology Holdings Limited,Technology,,,,,,,334.0,Current,HAI Hong,Executive Director,,2025-11-28,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Information Technology Development Limited,Technology,,,,,,,8178.0,Current,CHAN Do Do,Independent Non Executive Director,,2025-11-17,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China United Venture Investment Limited,Technology,,,,,,,8159.0,Current,FAN Xiao Ling,Executive Director,,2019-12-05,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Computer And Technologies Holdings Limited,Technology,,,,,,,46.0,Current,CHAN Yuen Shan Clara,Independent Non Executive Director,,2022-01-28,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Coolpad Group Limited,Technology,,,,,,,2369.0,Current,CHEN Jia Jun,Executive Director,"Chairman, CEO",2019-01-17,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Crypto Flow Technology Limited,Technology,,,,,,,8198.0,Current,CHU Ho Hwa Howard,Independent Non Executive Director,,2022-09-09,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Digital China Holdings Limited,Technology,,,,,,,861.0,Current,CAI Ying Hua,Executive Director,,2025-11-28,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Digital Hollywood Interactive Limited,Technology,,,,,,,2022.0,Current,CHAU Chi Wai,Independent Non Executive Director,,2021-06-02,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,FIH Mobile Limited,Technology,,,,,,,2038.0,Current,CHANG Chuan Wang,Non Executive Director,,2023-06-29,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Founder Holdings Limited,Technology,,,,,,,418.0,Current,CHAK Chi Shing,Independent Non Executive Director - A/F,,2023-06-12,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Gala Technology Holding Limited,Technology,,,,,,,2458.0,Current,CHAK Hoi Kee Clara,Independent Non Executive Director - A/F,,2022-12-20,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Horizon Robotics,Technology,,,,,,,9660.0,Current,CHEN Li Ming,Executive Director,,2024-03-18,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Hua Hong Semiconductor Limited,Technology,,,,,,,1347.0,Current,BAI Peng,Executive Director,Chairman,2025-01-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,IGG INC,Technology,,,,,,,799.0,Current,CAI Zong Jian,Executive Director,CEO,2007-10-31,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"InnoScience (Suzhou) Technology Holding Co., Ltd.",Technology,,,,,,,2577.0,Current,CHAN Ching Ho Philip,Independent Non Executive Director,,2024-05-21,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Kingdee International Software Group Company Limited,Technology,,,,,,,268.0,Current,BIDDLE Gary Clark,Non Executive Director,,2021-12-31,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Kingsoft Corporation Limited,Technology,,,,,,,3888.0,Current,CHEN Zuo Tao,Independent Non Executive Director,,2023-04-20,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Lenovo Group Limited,Technology,,,,,,,992.0,Current,MIDHA Amit,Non Executive Director,,2025-08-13,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"MemeStrategy, Inc.",Technology,,,,,,,2440.0,Current,CHAN Chin Ching Ray,Executive Director,"Chairman, CEO",2025-04-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Mobvoi Inc.,Technology,,,,,,,2438.0,Current,CHEN Yi Lyu,Independent Non Executive Director - A/F,,2024-04-24,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,NetDragon Websoft Holdings Limited,Technology,,,,,,,777.0,Current,CHEN Hong Zhan,Executive Director,,2008-06-24,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"NetEase, Inc.",Technology,,,,,,,9999.0,Current,CHAN Kok Chung Johnny,Independent Non Executive Director,,2025-08-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,PAX Global Technology Limited,Technology,,,,,,,327.0,Current,CHEUNG Shi Yeung,Executive Director,,2024-03-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,PINE Technology Holdings Limited,Technology,,,,,,,1079.0,Current,CHEN Lei Yu,Executive Director,,2025-11-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Pony AI Inc.,Technology,,,,,,,2026.0,Current,AHMED Asmau,Independent Non Executive Director,,2024-11-26,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Prime Intelligence Solutions Group Limited,Technology,,,,,,,8379.0,Current,HE Zhi Qi,Independent Non Executive Director,,2025-09-26,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Semiconductor Manufacturing International Corporation,Technology,,,,,,,981.0,Current,CHEN Shan Zhi,Non Executive Director,,2009-06-23,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,SenseTime Group Inc.,Technology,,,,,,,20.0,Current,CHIU Duncan,Independent Non Executive Director,,2025-05-30,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,SHENZHEN DOBOT CORP LTD,Technology,,,,,,,2432.0,Current,HOU Ling Ling,Independent Non Executive Director,,2022-12-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,SiS International Holdings Limited,Technology,,,,,,,529.0,Current,CHU Chung Yi,Independent Non Executive Director - A/F,,2024-10-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,SiS Mobile Holdings Limited,Technology,,,,,,,1362.0,Current,CHENG Tak Chung,Independent Non Executive Director,,2022-12-31,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Telecom Digital Holdings Limited,Technology,,,,,,,6033.0,Current,CHEUNG King Chuen Bobby,Executive Director,,2015-09-08,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Tencent Holdings Limited,Technology,,,,,,,700.0,Current,BEKKER Jacobus Petrus,Non Executive Director,,2012-11-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,TI Cloud Inc.,Technology,,,,,,,2167.0,Current,LI Peng Tao,Independent Non Executive Director,,2022-06-30,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Tuya Inc.,Technology,,,,,,,2391.0,Current,CHEN Liao Han,Executive Director,Chairman,2014-08-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,UBTECH ROBOTICS CORP LTD,Technology,,,,,,,9880.0,Current,DENG Feng,Executive Director,,2025-06-27,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,VTech Holdings Limited,Technology,,,,,,,303.0,Current,FUNG Kwok Lun William,Independent Non Executive Director,,2001-11-28,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Wuxi Life International Holdings Group Limited,Technology,,,,,,,8148.0,Current,CHOI Pun Lap,Executive Director,,2021-06-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Xiaomi Corporation,Technology,,,,,,,1810.0,Current,CAI Jin Qing,Independent Non Executive Director,,2024-01-08,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Zengame Technology Holding Limited,Technology,,,,,,,2660.0,Current,JIN Shuhui,Independent Non Executive Director - A/F,,2019-03-28,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,ZTE Corporation,Technology,,,,,,,763.0,Current,FANG Rong,Non Executive Director,Chairman,2018-06-29,,,,,,,,,,,,,,,,,,,,,,
London,BANGO PLC,Technology,2005-6-30 0:00,United Kingdom,Europe,AIM,No,113.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Technovator International Limited,Technology,,,,,,,1206.0,Current,CHIA Yew Boon,Independent Non Executive Director,,2011-09-08,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,EFT Solutions Holdings Limited,Technology,,,,,,,8062.0,Current,CHENG Wai Sin,Independent Non Executive Director - A/F,,2025-05-16,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Nanfang Communication Holdings Limited,Technology,,,,,,,1617.0,Current,CHAN Kai Wing,Independent Non Executive Director,,2016-11-24,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Qingci Games Inc.,Technology,,,,,,,6633.0,Current,FANG Wei Jin,Independent Non Executive Director,,2021-06-19,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Linklogis Inc.,Technology,,,,,,,9959.0,Current,CHAU Ka King,Executive Director,,2018-03-13,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,360 Ludashi Holdings Limited,Technology,,,,,,,3601.0,Current,HU Qin,Independent Non Executive Director - A/F,,2025-06-27,,,,,,,,,,,,,,,,,,,,,,
London,REDCENTRIC PLC,Technology,2013-12-6 0:00,United Kingdom,Europe,AIM,No,200.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Baiwang Co., Ltd.",Technology,,,,,,,6657.0,Current,CHEN Jie,Executive Director,"Chairman, CEO",2015-05-04,,,,,,,,,,,,,,,,,,,,,,
London,ESSENSYS PLC,Technology,2019-5-29 0:00,United Kingdom,Europe,AIM,No,69.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Dmall Inc.,Technology,,,,,,,2586.0,Current,CAI Lin,Independent Non Executive Director,,2024-12-06,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Minieye Technology Co., Ltd",Technology,,,,,,,2431.0,Current,BI Lei,Non Executive Director,,2024-05-13,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Edvance International Holdings Limited,Technology,,,,,,,1410.0,Current,CHAN Siu Ming Simon,Independent Non Executive Director,,2017-03-23,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Unisound AI Technology Co., Ltd.",Technology,,,,,,,9678.0,Current,CHEN Hua,Independent Non Executive Director,,2023-06-23,,,,,,,,,,,,,,,,,,,,,,
London,ARCONTECH GROUP PLC,Technology,2000-12-4 0:00,United Kingdom,Europe,AIM,No,24.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,PC Partner Group Limited,Technology,,,,,,,1263.0,Current,CHAN Yim,Independent Non Executive Director,,2023-01-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Rongta Technology (Xiamen) Group Co., Ltd.",Technology,,,,,,,9881.0,Current,HUANG Li Qin,Independent Non Executive Director,,2021-07-27,,,,,,,,,,,,,,,,,,,,,,
London,ABCAM PLC,Health Care,2005-11-3 0:00,United Kingdom,Europe,AIM,No,3337.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ADVANCED MEDICAL SOLUTIONS GROUP PLC,Health Care,2002-4-30 0:00,United Kingdom,Europe,AIM,No,452.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ALLIANCE PHARMA PLC,Health Care,2015-12-17 0:00,United Kingdom,Europe,AIM,No,391.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ASTRAZENECA PLC,Health Care,1993-6-1 0:00,United Kingdom,Europe,MAIN MARKET,No,101912.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,BEXIMCO PHARMACEUTICALS LIMITED,Health Care,2005-10-21 0:00,Bangladesh,Asia,AIM,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,DECHRA PHARMACEUTICALS PLC,Health Care,2000-9-21 0:00,United Kingdom,Europe,MAIN MARKET,No,3774.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,EKF DIAGNOSTICS HOLDINGS PLC,Health Care,2010-7-7 0:00,United Kingdom,Europe,AIM,No,341.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,E-THERAPEUTICS PLC,Health Care,2007-11-28 0:00,United Kingdom,Europe,AIM,No,57.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,FARON PHARMACEUTICALS OY,Health Care,2015-11-17 0:00,Finland,Europe,AIM,Yes,135.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,FUSION ANTIBODIES PLC,Health Care,2017-12-18 0:00,United Kingdom,Europe,AIM,No,35.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,GENUS PLC,Health Care,2007-11-12 0:00,United Kingdom,Europe,MAIN MARKET,No,2678.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,HIKMA PHARMACEUTICALS PLC,Health Care,2005-11-4 0:00,United Kingdom,Europe,MAIN MARKET,No,5785.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,HORIZON DISCOVERY GROUP PLC,Health Care,2014-3-27 0:00,United Kingdom,Europe,AIM,No,140.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,INTEGRATED DIAGNOSTICS HOLDINGS PLC,Health Care,2015-5-11 0:00,Jersey,Europe,MAIN MARKET,No,407.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,IXICO PLC,Health Care,2013-10-15 0:00,United Kingdom,Europe,AIM,No,47.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,MEDICLINIC INTERNATIONAL PLC,Health Care,2016-2-15 0:00,United Kingdom,Europe,MAIN MARKET,No,2083.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,OXFORD BIOMEDICA PLC,Health Care,2001-4-17 0:00,United Kingdom,Europe,MAIN MARKET,No,661.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,SHIELD THERAPEUTICS PLC,Health Care,2016-2-26 0:00,United Kingdom,Europe,AIM,No,147.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,SILENCE THERAPEUTICS PLC,Health Care,2010-1-5 0:00,United Kingdom,Europe,AIM,No,286.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,SMITH & NEPHEW PLC,Health Care,1951-8-13 0:00,United Kingdom,Europe,MAIN MARKET,No,11703.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,SURGICAL INNOVATIONS GROUP PLC,Health Care,1998-7-7 0:00,United Kingdom,Europe,AIM,No,14.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,SYNAIRGEN PLC,Health Care,2004-10-26 0:00,United Kingdom,Europe,AIM,No,277.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,VENTURE LIFE GROUP PLC,Health Care,2014-3-28 0:00,United Kingdom,Europe,AIM,No,81.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Akeso, Inc.",Health Care,,,,,,,9926.0,Current,LI Bai Yong,Executive Director,,2012-03-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,ALIBABA HEALTH INFORMATION TECHNOLOGY LIMITED,Health Care,,,,,,,241.0,Current,HUANG Jiao Jiao,Non Executive Director,,2023-05-15,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,AMCO United Holding Limited,Health Care,,,,,,,630.0,Current,AU YEUNG Ming Yin Gordon,Independent Non Executive Director - A/F,,2018-03-15,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Beijing Health (Holdings) Limited,Health Care,,,,,,,2389.0,Current,GU Shan Chao,Executive Director,,2014-09-26,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Beijing Tong Ren Tang Chinese Medicine Company Limited,Health Care,,,,,,,3613.0,Current,CHAN Ngai Chi,Independent Non Executive Director - A/F,,2013-04-15,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Clover Biopharmaceuticals, Ltd.",Health Care,,,,,,,2197.0,Current,AMBROSINO Donna Marie,Non Executive Director,,2022-06-17,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,CSPC Pharmaceutical Group Limited,Health Care,,,,,,,1093.0,Current,AU Chun Kwok Alan,Independent Non Executive Director,,2021-01-27,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Genor Biopharma Holdings Limited,Health Care,,,,,,,6998.0,Current,CHEN Wen,Independent Non Executive Director,,2020-06-16,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Genscript Biotech Corporation,Health Care,,,,,,,1548.0,Current,CHEUNG Yiu Leung Andy,Independent Non Executive Director - A/F,,2024-04-12,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Grand Brilliance Group Holdings Limited,Health Care,,,,,,,8372.0,Current,CHIU Fan Wa,Independent Non Executive Director - A/F,,2025-06-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Green International Holdings Limited,Health Care,,,,,,,2700.0,Current,CHEN Han Hong,Non Executive Director,,2020-07-16,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited,Health Care,,,,,,,874.0,Current,CHEN Jie Hui,Executive Director,,2025-09-26,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Hansoh Pharmaceutical Group Company Limited,Health Care,,,,,,,3692.0,Current,CHAN Sheung Wai Charles,Independent Non Executive Director - A/F,,2019-05-31,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,HBM Holdings Limited,Health Care,,,,,,,2142.0,Current,CHEN Wei Wei,Independent Non Executive Director,,2025-01-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Hospital Corporation of China Limited,Health Care,,,,,,,3869.0,Current,CHEN Shuai,Executive Director,,2020-11-20,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Hua Medicine,Health Care,,,,,,,2552.0,Current,CHEN Li,Executive Director,,2010-06-04,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Innovent Biologics, Inc.",Health Care,,,,,,,1801.0,Current,CHEN Shu Yun Nick,Independent Non Executive Director,,2024-05-03,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,JD Health International Inc.,Health Care,,,,,,,6618.0,Current,CAO Dong,Executive Director,CEO,2025-09-29,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,LifeTech Scientific Corporation,Health Care,,,,,,,1302.0,Current,CHEN Dong Xia,Independent Non Executive Director,,2025-11-21,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,MediNet Group Limited,Health Care,,,,,,,8161.0,Current,CHAN Chi Wai Nelson,Executive Director,Chairman,2015-08-20,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Mega Genomics Limited,Health Care,,,,,,,6667.0,Current,GUO Mei Ling,Non Executive Director,,2021-08-06,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,MicroPort Scientific Corporation,Health Care,,,,,,,853.0,Current,CHANG Zhao Hua,Executive Director,"Chairman, CEO",2006-07-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,New Ray Medicine International Holding Limited,Health Care,,,,,,,6108.0,Current,CHU Xue Ping,Executive Director,,2021-06-18,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,OrbusNeich Medical Group Holdings Limited,Health Care,,,,,,,6929.0,Current,CHAN Yip Keung,Independent Non Executive Director - A/F,,2021-09-29,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Ping An Healthcare and Technology Company Limited,Health Care,,,,,,,1833.0,Current,CAI Fang Fang,Non Executive Director,,2024-03-19,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Republic Healthcare Limited,Health Care,,,,,,,8357.0,Current,KANG Lee Ngo Florence,Independent Non Executive Director,,2024-09-30,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",Health Care,,,,,,,2196.0,Current,CHEN Peng Hui,Independent Non Executive Director,,2025-06-24,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Shanghai Pharmaceuticals Holding Co., Ltd.",Health Care,,,,,,,2607.0,Current,DONG Ming,Executive Director,,2023-06-29,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Shanghai Pioneer Holding Ltd,Health Care,,,,,,,1345.0,Current,HU Ming Fei,Non Executive Director,,2020-12-16,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Sihuan Pharmaceutical Holdings Group Ltd,Health Care,,,,,,,460.0,Current,CHE Feng Sheng,Executive Director,Chairman,2006-05-18,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Simcere Pharmaceutical Group Limited,Health Care,,,,,,,2096.0,Current,REN Jin Sheng,Executive Director,"Chairman, CEO",2015-11-30,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,The United Laboratories International Holdings Limited,Health Care,,,,,,,3933.0,Current,CHONG Peng Oon,Independent Non Executive Director - A/F,,2009-03-31,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Tong Ren Tang Technologies Co.Ltd.,Health Care,,,,,,,1666.0,Current,CHAN Ching Har Eliza,Independent Non Executive Director,,2018-06-12,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Tycoon Group Holdings Limited,Health Care,,,,,,,3390.0,Current,CAO Ran,Non Executive Director,,2025-07-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Vincent Medical Holdings Limited,Health Care,,,,,,,1612.0,Current,AU Yu Chiu Steven,Independent Non Executive Director - A/F,,2016-06-24,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Wanjia Group Holdings Limited,Health Care,,,,,,,401.0,Current,CHAN Wing Shan,Independent Non Executive Director,,2024-09-13,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Water Oasis Group Limited,Health Care,,,,,,,1161.0,Current,CHAN Chi Kau Johnnie Casire,Independent Non Executive Director,,2022-09-05,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"WuXi AppTec Co., Ltd.",Health Care,,,,,,,2359.0,Current,CHEN Min Zhang,Executive Director,CEO,2022-05-06,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,WuXi Biologics (Cayman) Inc.,Health Care,,,,,,,2269.0,Current,CAO Yan Ling,Non Executive Director,,2016-05-11,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,YSB Inc.,Health Care,,,,,,,9885.0,Current,CHEN Fei,Executive Director,,2022-04-15,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Yunnan Energy International Co. Limited,Health Care,,,,,,,1298.0,Current,JING Pi Lin,Independent Non Executive Director,,2018-11-30,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,New Horizon Health Limited,Health Care,,,,,,,6606.0,Delisted,CHEN Yi You,Executive Director,,2018-06-07,2025-10-27,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Modern Chinese Medicine Group Co., Ltd.",Health Care,,,,,,,1643.0,Current,JIA Yan Ru,Executive Director,,2023-11-03,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Beijing Biostar Pharmaceuticals Co., Ltd.",Health Care,,,,,,,2563.0,Current,DAI Xue Fen,Non Executive Director,,2025-05-23,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,PuraPharm Corporation Limited,Health Care,,,,,,,1498.0,Current,CHAN Yu Ling Abraham,Executive Director,"Chairman, CEO",2011-12-02,,,,,,,,,,,,,,,,,,,,,,
London,BENCHMARK HOLDINGS PLC,Health Care,2015-12-30 0:00,United Kingdom,Europe,AIM,No,347.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Aidigong Maternal & Child Health Limited,Health Care,,,,,,,286.0,Current,CHU Pui Ki Dickson,Independent Non Executive Director - A/F,,2025-04-14,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Mabpharm Limited,Health Care,,,,,,,2181.0,Current,CEN Jia Lin,Non Executive Director,,2024-07-10,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Shenzhen Neptunus Interlong Bio-Technique Company Limited,Health Care,,,,,,,8329.0,Current,HUANG Jian Bo,Executive Director,,2020-06-25,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"Jiangsu Recbio Technology Co., Ltd.",Health Care,,,,,,,2179.0,Current,GAO Feng,Independent Non Executive Director,,2021-05-09,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"JOINN Laboratories (China) Co., Ltd.",Health Care,,,,,,,6127.0,Current,FENG Yu Xia,Executive Director,Chairman,2007-06-01,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Ascletis Pharma Inc.,Health Care,,,,,,,1672.0,Current,GU Jiong,Independent Non Executive Director - A/F,,2018-04-27,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,"HighTide Therapeutics, Inc.",Health Care,,,,,,,2511.0,Current,HUNG Tak Wai,Independent Non Executive Director,,2023-12-22,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Rici Healthcare Holdings Limited,Health Care,,,,,,,1526.0,Current,FANG Hao Ze,Executive Director,,2019-06-24,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,Yunkang Group Limited,Health Care,,,,,,,2325.0,Current,DONG Min,Independent Non Executive Director,,2025-04-10,,,,,,,,,,,,,,,,,,,,,,
Hong Kong,China Shineway Pharmaceutical Group Limited,Health Care,,,,,,,2877.0,Current,LI Hui Min,Executive Director,,2004-11-10,,,,,,,,,,,,,,,,,,,,,,
