Source,Company Name,ICB Industry,Admission Date,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd),wiki_title,wiki_url,area_served,company_type,founded,founders,headquarters,industry,key_people,net_income,num_employees,operating_income,owner,parent,products,revenue,subsidiaries,total_assets,total_equity,traded_as,website
London,ZENITH BANK PLC,Financials,2013-3-21 0:00,Nigeria,Africa,MAIN MARKET,Yes,,,,,,,,,Zenith Bank,https://en.wikipedia.org/wiki/Zenith_Bank,"Ghana, Nigeria, Sierra Leone, South Africa, UK, UAE",Public limited company,1990; 35 years ago (1990),Jim Ovia,"Zenith Heights, Plot 83, Ajose Adeogun street, Victoria Island, Lagos, Nigeria",Finance,Adaora Umeoji (CEO),,,,,Zenith Bank,,$854m (2019),,"$21,667bn (2021)",,NGX: ZENITHBANK LSE: ZENB,www.zenithbank.com
London,OTP BANK PLC,Financials,2004-9-27 0:00,Hungary,Europe,ADMISSION TO TRADING ONLY,Yes,,,,,,,,,BMO Bank,https://en.wikipedia.org/wiki/BMO_Bank,,Subsidiary,1882; 143 years ago (1882),Norman Wait Harris,"Chicago, Illinois, U.S.",BankingInvestment bankingFinancial services,Darryl White (CEO—BMO Financial Group) Darrel Hackett (US CEO),,"55,767 (FTE, 2023)",,"Harris Bankcorp, Inc. (1972–1984) Bank of Montreal (through BMO Financial Group; 1984–present)",Bankmont Financial Corporation (1984–2004) Harris Financial Corporation (2004–2011) BMO Financial Corporation (2011–present),"Consumer banking, corporate banking, private banking, financial analysis, insurance, investment banking, mortgage loans, private equity, wealth management, credit cards",,,,,,www.bmo.com
London,TRIAN INVESTORS 1 LIMITED,Financials,2018-9-27 0:00,Guernsey,Europe,MAIN MARKET,No,281.22,,,,,,,,Trian Partners,https://en.wikipedia.org/wiki/Trian_Partners,,Private,2005; 20 years ago (2005),Nelson PeltzPeter W. MayEd Garden,"New York City, United States",Investment management,Nelson Peltz (CEO)Peter W. May (President),,50 (2023),,,,,,,,,,trianpartners.com
London,ECCLESIASTICAL INSURANCE OFFICE PLC,Financials,1995-9-21 0:00,United Kingdom,Europe,MAIN MARKET,No,167.66,,,,,,,,Ecclesiastical Insurance,https://en.wikipedia.org/wiki/Ecclesiastical_Insurance,,,1887,Dean Herbert Gregory and John Duncan,"Benefact House, Pioneer Avenue, Gloucester, UK",Financial Services,Mark Hews (CEO),,"6 (2018, 2019)",,Benefact Trust (previously known as Allchurches Trust),Benefact Group,Church InsuranceCharity InsuranceHeritage InsuranceEducation Insurance,"32,610,000 pound sterling (2017)",,,,,ecclesiastical.com
London,CALEDONIA INVESTMENTS PLC,Financials,1960-6-1 0:00,United Kingdom,Europe,MAIN MARKET,No,1508.93,,,,,,,,Genus plc,https://en.wikipedia.org/wiki/Genus_plc,,Public,1933,,"Basingstoke, Hampshire, UK",Biotechnology,"Iain Ferguson, Chairman Jorgen Kokke, CEO",£2.4 million (2024),,£6.4 million (2024),,,,£668.8 million (2024),,,,LSE: GNSFTSE 250 component,www.genusplc.com
London,PRUDENTIAL PLC,Financials,1978-12-29 0:00,United Kingdom,Europe,MAIN MARKET,No,24597.09,,,,,,,,Allianz Technology Trust,https://en.wikipedia.org/wiki/Allianz_Technology_Trust,Worldwide,Public company,18 October 1995; 30 years ago (1995-10-18),,,Investment Management,,,,,,,,,,,,LSE: ATTFTSE 250 component,allianztechnologytrust.com
London,BMO PRIVATE EQUITY TRUST PLC,Financials,1999-3-22 0:00,United Kingdom,Europe,MAIN MARKET,No,217.39,,,,,,,,NB Private Equity Partners,https://en.wikipedia.org/wiki/NB_Private_Equity_Partners,,Public,2009; 16 years ago (2009),,"Saint Peter Port, Guernsey",,William Maltby (chair),,,,,,,,,,,LSE: NBPEFTSE 250 component,www.nbprivateequitypartners.com
Hong Kong,True Partner Capital Holding Limited,Financials,,,,,,,8657.0,Current,CHAN Heng Fai Ambrose,Non Executive Director,,2025-06-30,,SenseTime,https://en.wikipedia.org/wiki/SenseTime,"Computer vision, deep learning, face recognition, object detection, autonomous driving, smart cities, mobile apps, fintech, education",Public; partly state-owned,October 2014; 11 years ago (October 2014),Tang Xiao'ou Xu Li,"Science Park, Hong Kong",Artificial intelligence,,,"3,000 (2019)",,,China Internet Investment Fund,,,,,,SEHK: 20,www.sensetime.com
Hong Kong,Public Financial Holdings Limited,Financials,,,,,,,626.0,Current,CHANG Kat Kiam,Non Executive Director,,2004-03-26,,Longfor Properties,https://en.wikipedia.org/wiki/Longfor_Properties,,,,,,,,,,,,,,,,,,,
London,BEAZLEY PLC,Financials,2002-11-12 0:00,United Kingdom,Europe,MAIN MARKET,No,1790.06,,,,,,,,Lamprell,https://en.wikipedia.org/wiki/Lamprell,,Private,1976,,"Hamriyah, United Arab Emirates",Energy,"Ian Prescott, CEO Neil Millar, COO",US$(53.4) million (2020),"5,000 (2021)",US$(32.0) million (2020),,,Oil & GasRenewables,US$338.6 million (2020),,,,,www.lamprell.com
Hong Kong,"China Bohai Bank Co., Ltd.",Financials,,,,,,,9668.0,Current,AU Siu Luen,Non Executive Director,,2023-09-26,,China Minsheng Bank,https://en.wikipedia.org/wiki/China_Minsheng_Bank,Mainland ChinaHong Kong,Publicly traded company,12 January 1996; 29 years ago (1996-01-12),,"No. 2 Fuxingmennei Avenue, Xicheng District, Beijing",Bank,,,,CNY¥137.4 billion (US$21.3 billion) (2023),Mainly private sector corporations in China,,,,,CNY¥7.64 trillion (US$1.18 trillion) (2023),,SSE: 600016SEHK: 1988SSE 50 Component,www.cmbc.com.cn
Hong Kong,Imperium Financial Group Limited,Financials,,,,,,,8029.0,Current,CHAN Tin Lup Trevor,Independent Non Executive Director,,2011-03-14,,ADM Capital,https://en.wikipedia.org/wiki/ADM_Capital,,Private,1998; 27 years ago (1998),Chris BotsfordDenys FirthRobert Appleby,Hong Kong,Investment management,Neil Harvey (Chairman),,,,,,Private creditDistressed debtPrivate equity,,ADM Capital FoundationCibus,,,,admcapital.com
Hong Kong,"Ping An Insurance (Group) Company of China, Ltd.",Financials,,,,,,,2318.0,Current,CAI Fang Fang,Executive Director,,2014-07-02,,China Pacific Insurance Company,https://en.wikipedia.org/wiki/China_Pacific_Insurance_Company,China,Public,1991; 34 years ago (1991),,"Shanghai, China",Financial services,Kong Qingwei(chairman & executive director)Huo Lianhong(executive director)Zhang Yuhua(deputy president),CN¥17.8 billion (2015),,CN¥24.3 billion (2015),Central Government of China(23.05%)Shanghai Government(21.33%)China Securities Finance(2.36%),,,CN¥247.0 billion (2015),,CN¥923.8 billion (2015),CN¥133.3 billion (2015),SSE: 601601 (A share)SEHK: 2601 (H share)LSE: CPIC,cpic.com.cn
London,TCS GROUP HOLDING PLC,Financials,2013-10-25 0:00,Cyprus,Europe,MAIN MARKET,Yes,,,,,,,,,Sunac,https://en.wikipedia.org/wiki/Sunac,China,public,2003,Sun Hongbin,,Real estate,Sun Hongbin (Chairman),,"24,105",,,,,,,,,SEHK: 1918,sunac.com.cn
London,NATIONWIDE BUILDING SOCIETY,Financials,1986-7-11 0:00,United Kingdom,Europe,MAIN MARKET,No,17.27,,,,,,,,Nationwide Building Society,https://en.wikipedia.org/wiki/Nationwide_Building_Society,,"Building society, (mutual)",1884; 141 years ago (1884),,"Swindon, England, UK",Banking and financial services,Kevin Parry (Chairman)Debbie Crosbie (CEO),£2.11 billion (2025),"17,680 (2024)",£3.30 billion (2025),,,Retail banking savings mortgages investments insurance current accounts loans credit cards,£7.48 billion (2025),"Virgin Money UK, The Mortgage Works",£367.9 billion (2025),£19.7 billion (2025),,nationwide.co.uk
London,CITY OF LONDON INVESTMENT TRUST PLC,Financials,1955-5-4 0:00,United Kingdom,Europe,MAIN MARKET,No,1307.04,,,,,,,,University of Leeds,https://en.wikipedia.org/wiki/University_of_Leeds,,Public,,,,,,,,,,,,,,,,,leeds.ac.uk
London,COMMERCIAL INTERNATIONAL BANK (EGYPT) S.A.E.,Financials,1996-7-31 0:00,Egypt,Middle East,MAIN MARKET,Yes,,,,,,,,,Rio Tinto (corporation),https://en.wikipedia.org/wiki/Rio_Tinto_(corporation),Worldwide,Dual-listed company,29 March 1873; 152 years ago (1873-03-29),,"London, EnglandMelbourne, Australia",Metals and mining,Dominic Barton(chairman)Simon Trott(chief executive),US$11.574 billion (2024),"60,000 (2024)",US$16.491 billion (2024),,,"Iron ore, bauxite, alumina, aluminium, copper, molybdenum, gold, diamonds, uranium, titanium dioxide, borates, salt, talc",US$53.658 billion (2024),,US$102.786 billion (2024),US$57.965 billion (2024),ASX: RIOLSE: RIONYSE: RIOFTSE 100 Index componentS&P/ASX 200 component,www.riotinto.com
London,ARBUTHNOT BANKING GROUP PLC,Financials,2005-6-27 0:00,United Kingdom,Europe,AIM,No,93.8,,,,,,,,Tullow Oil,https://en.wikipedia.org/wiki/Tullow_Oil,,Public limited company,"1985 in Tullow, Ireland",,"London, United Kingdom",Oil and gas exploration,"Rahul Dhir, (CEO) (from July 2020) Dorothy Thompson (Chairman)",$(109.6) million (2023),,$295.9 million (2023),,,Oil and gas,"$1,634.1 million (2023)",,,,LSE: TLW,www.tullowoil.com
London,CHALLENGER ACQUISITIONS LIMITED,Financials,2015-12-18 0:00,Guernsey,Europe,MAIN MARKET,No,0.54,,,,,,,,Hansard Global,https://en.wikipedia.org/wiki/Hansard_Global,,Public,1970; 55 years ago (1970),,"Douglas, Isle of Man",Financial services,"Dr Leonard Polonsky, Group President",£14.9 million (2015),circa 215 (2021),£14.9 million (2015),,,,£105.6m (2015),,,,LSE: HSD,www.hansard.com
London,HENDERSON INTERNATIONAL INCOME TRUST PLC,Financials,2011-4-28 0:00,United Kingdom,Europe,MAIN MARKET,No,269.47,,,,,,,,NewRiver,https://en.wikipedia.org/wiki/NewRiver,,REIT,2009,,"London, England, UK",Property,Margaret Ford (Chairman)Allan Lockhart (CEO),£3.0 million (2024),,£26.8 million (2024),,,,£65.0 million (2024),,,,LSE: NRR,www.nrr.co.uk
London,AJ BELL PLC,Financials,2018-12-7 0:00,United Kingdom,Europe,MAIN MARKET,No,1722.71,,,,,,,,AJ Bell,https://en.wikipedia.org/wiki/AJ_Bell,,Public limited company,"1995 (1995) in Manchester, United Kingdom",Andrew James BellNicholas Littlefair,"Salford, United Kingdom, M5 3EE",Financial services,Fiona Clutterbuck (Chairman)Michael Summersgill (Chief Executive),£84.3 million (2024),"1,421 (2024)",£107.3 million (2024),,,SIPPISASSAS,£269.4 million (2024),,£288.9 million (2024),£204.0 million (2024),LSE: AJBFTSE 250 component,ajbell.co.uk
London,JPMORGAN CHINA GROWTH & INCOME PLC,Financials,1993-10-19 0:00,United Kingdom,Europe,MAIN MARKET,No,449.31,,,,,,,,JPMorgan Global Growth & Income,https://en.wikipedia.org/wiki/JPMorgan_Global_Growth_%26_Income,,Public company,1887; 138 years ago (1887),,"25 Bank Street, Canary Wharf, London, England",Investment trust,James Macpherson (Chairman),,,,,,,,,,,LSE: JGGIFTSE 250 Index component,
Hong Kong,Standard Chartered Plc,Financials,,,,,,,2888.0,Current,APTE Shirish Moreshwar,Independent Non Executive Director - A/F,,2022-05-04,,Standard Chartered,https://en.wikipedia.org/wiki/Standard_Chartered,Worldwide,Public,"As Chartered Bank of India, Australia, and China on 29 December 1853; 171 years ago (1853-12-29)As Standard Chartered on 18 November 1969; 56 years ago (1969-11-18)",James Wilson with a royal charter (for the Chartered Bank line),"1 Basinghall Avenue, London, England, UK",Financial services,Maria Ramos (group chair)Bill Winters (group chief executive)Diego De Giorgi (group chief financial officer),US$4.042 billion (2024),"83,000 (2025)",US$6.014 billion (2024),Temasek Holdings (17%),,Asset managementBankingCommoditiesCredit cardsEquities tradingInsuranceInvestment managementMortgage loansMutual fundsExchange-traded fundsIndex fundsPrivate equityRisk managementWealth management,US$19.543 billion (2024),,US$849.688 billion (2024),US$51.284 billion (2024),LSE: STAN SEHK: 2888 FTSE 100 component (STAN),sc.com
Hong Kong,"Harbin Bank Co., Ltd.",Financials,,,,,,,6138.0,Current,CHEN Ming,Independent Non Executive Director,,2024-12-12,,Harbin Bank,https://en.wikipedia.org/wiki/Harbin_Bank,,public,1997,,"Harbin, China",Financial services,,,,,,,,,,,,unlisted (A share)SEHK: 6138 (H share),www.hrbb.com.cn
Hong Kong,Global International Credit Group Limited,Financials,,,,,,,1669.0,Current,JIN Xiao Qin,Executive Director,,2014-04-09,,Standard Bank,https://en.wikipedia.org/wiki/Standard_Bank,AfricaAsiaEuropeNorth AmericaSouth America,Public,15 October 1862; 163 years ago (1862-10-15),,"5 Simmonds Street, Johannesburg, South Africa",Banking,Nonkululeko Nyembezi-Heita (Chairperson)Sim Tshabalala (CEO),R181 billion (2024),"54,115 (2024)",,,,Commercial bankingForeign currency exchangeInsuranceInvestment bankingInvestment managementPrivate bankingConsumer bankingWealth management,,,R 3.26 trillion (2024),R292 billion(2024),JSE: SBKLSE: SBK,www.standardbank.com
London,CVC CREDIT PARTNERS EUROPEAN OPPORTUNITIES LIMITED,Financials,2013-6-25 0:00,Jersey,Europe,MAIN MARKET,No,292.39,,,,,,,,Meliá Hotels International,https://en.wikipedia.org/wiki/Meli%C3%A1_Hotels_International,,Public (Sociedad Anónima),1956,José Meliá Sinisterra,"Palma de Mallorca, Spain","Travel, tourism",Gabriel Escarrer Juliá (chairman)Gabriel Escarrer Jaume (CEO),€50.1 million (2010),"40000 (average, 2010)",€141.8 million (2010),,,Hotels and resorts,€1.251 billion (2010),,€3.390 billion (end 2010),€1.116 billion (end 2010),BMAD: MELWBAG: MELOTC Pink Limited: SMIZFFWB: MELIBEX 35 component,www.melia.com
London,SCHRODER ASIAPACIFIC FUND PLC,Financials,1995-11-20 0:00,United Kingdom,Europe,MAIN MARKET,No,894.16,,,,,,,,Macfarlane Group,https://en.wikipedia.org/wiki/Macfarlane_Group,,,1949,Lord Macfarlane of Bearsden,"Glasgow, Scotland",Packaging,"Aleen Gulvanessian (Chair)Peter Atkinson, (CEO)",£15.5 million (2024),"1,000 (2024)",£23.6 million (2024),,,,£270.4 million (2024),,,,LSE: MACF,www.macfarlanegroup.com
London,SANNE GROUP PLC,Financials,2015-4-1 0:00,Jersey,Europe,MAIN MARKET,No,888.72,,,,,,,,Mitie,https://en.wikipedia.org/wiki/Mitie,,Public,1987,,"London, United Kingdom",Facilities Management,"Derek Mapp, Chairman Phil Bentley, CEO",£130.9 million (2024),"72,000 (2025)",£210.2 million (2024),,,,£4.5107 billion (2024),,,,LSE: MTOFTSE 250 component,www.mitie.com/
Hong Kong,Asia Financial Holdings Limited,Financials,,,,,,,662.0,Current,AU YANG Chi Chun Evan,Independent Non Executive Director,,2021-05-21,,Guangdong Investment,https://en.wikipedia.org/wiki/Guangdong_Investment,"mainland China, Hong Kong",public,5 January 1973 (1973-01-05) (predecessor)12 July 1988 (1988-07-12) (as Guangdong Investment),,"Guangdong Investment Tower, Hong Kong Island, Hong Kong","water supply, infrastructure, real estate, department store, hotel",Huang Xiaofeng (chairman),,,,Guangdong Holdings (54.68%),Guangdong Holdings,,,,,,SEHK: 270,gdi.com.hk
London,BRISTOL & WEST PLC,Financials,1997-7-28 0:00,United Kingdom,Europe,MAIN MARKET,No,,,,,,,,,Bristol & West,https://en.wikipedia.org/wiki/Bristol_%26_West,United Kingdom,"originally:mutual building society until July 1997,then:public limited bank,now:banking division of Bank of Ireland","1850; 175 years ago (1850) in Bristol, England",,"One Temple Back East, Temple Quay, Bristol, England, BS1 6DX, United Kingdom",Finance and investments,John Burke (CEO)David McGowan (director),£2.6m (2010)£81.8m (2009),,£0.7m (2010)£0.7m (2009),Bank of Ireland,Bank of Ireland UK Holdings plc,"Mortgages, savings",,,£129.7m (2010),£82.2m (2010),LSE: BWSA,BankofIrelandUK.com/bristol-west-plc
London,FUNDSMITH EMERGING EQUITIES TRUST PLC,Financials,2014-6-25 0:00,United Kingdom,Europe,MAIN MARKET,No,315.68,,,,,,,,JPMorgan Global Growth & Income,https://en.wikipedia.org/wiki/JPMorgan_Global_Growth_%26_Income,,Public company,1887; 138 years ago (1887),,"25 Bank Street, Canary Wharf, London, England",Investment trust,James Macpherson (Chairman),,,,,,,,,,,LSE: JGGIFTSE 250 Index component,
London,TP ICAP PLC,Financials,2006-12-19 0:00,United Kingdom,Europe,MAIN MARKET,No,1074.85,,,,,,,,TP ICAP,https://en.wikipedia.org/wiki/TP_ICAP,,Public,1971,Derek Tullett,"London, England, UK",Banking,Richard Berliand (Chairman)Nicolas Breteau (CEO),£170 million (2024),,£236 million (2024),,,,"£2,253 million (2024)",,,,LSE: TCAPFTSE 250 component,tpicap.com/tpicap/
London,FIDELITY JAPAN TRUST PLC,Financials,1994-3-15 0:00,United Kingdom,Europe,MAIN MARKET,No,265.08,,,,,,,,Fidelity International,https://en.wikipedia.org/wiki/Fidelity_International,,Private,1969,"Edward Johnson, III","Pembroke, Bermuda",Financial services,Abigail Johnson (Chairman)Anne Richards (Vice Chairman)Keith Metters (President),,"8,400+ (2020)",,,,"Investment management, mutual funds, ISAs, Pensions, Fund platforms",,Eight Roads Ventures,,,,www.fidelityinternational.com
Hong Kong,AIA Group Limited,Financials,,,,,,,1299.0,Current,CHOW Chung Kong,Independent Non Executive Director,,2010-09-28,,Sunac,https://en.wikipedia.org/wiki/Sunac,China,public,2003,Sun Hongbin,,Real estate,Sun Hongbin (Chairman),,"24,105",,,,,,,,,SEHK: 1918,sunac.com.cn
London,JSC VTB BANK,Financials,2007-5-17 0:00,Russian Federation,Europe,MAIN MARKET,Yes,,,,,,,,,BMO Bank,https://en.wikipedia.org/wiki/BMO_Bank,,Subsidiary,1882; 143 years ago (1882),Norman Wait Harris,"Chicago, Illinois, U.S.",BankingInvestment bankingFinancial services,Darryl White (CEO—BMO Financial Group) Darrel Hackett (US CEO),,"55,767 (FTE, 2023)",,"Harris Bankcorp, Inc. (1972–1984) Bank of Montreal (through BMO Financial Group; 1984–present)",Bankmont Financial Corporation (1984–2004) Harris Financial Corporation (2004–2011) BMO Financial Corporation (2011–present),"Consumer banking, corporate banking, private banking, financial analysis, insurance, investment banking, mortgage loans, private equity, wealth management, credit cards",,,,,,www.bmo.com
London,ARDEN PARTNERS PLC,Financials,2006-7-19 0:00,United Kingdom,Europe,AIM,No,3.63,,,,,,,,Thorn Lighting,https://en.wikipedia.org/wiki/Thorn_Lighting,Worldwide,Private,29 March 1928,Sir Jules Thorn,"London, England",Lighting,,,"more than 1,000 (2015)",,,Zumtobel Group,Professional luminaires and controls,€109 million (2020),,,,,www.thornlighting.com
London,ATHELNEY TRUST PLC,Financials,2008-9-24 0:00,United Kingdom,Europe,MAIN MARKET,No,3.99,,,,,,,,Lamprell,https://en.wikipedia.org/wiki/Lamprell,,Private,1976,,"Hamriyah, United Arab Emirates",Energy,"Ian Prescott, CEO Neil Millar, COO",US$(53.4) million (2020),"5,000 (2021)",US$(32.0) million (2020),,,Oil & GasRenewables,US$338.6 million (2020),,,,,www.lamprell.com
Hong Kong,"China Minsheng Banking Corp., Ltd.",Financials,,,,,,,1988.0,Current,CHENG Feng Chao,Independent Non Executive Director - A/F,,2024-02-22,,China Minsheng Bank,https://en.wikipedia.org/wiki/China_Minsheng_Bank,Mainland ChinaHong Kong,Publicly traded company,12 January 1996; 29 years ago (1996-01-12),,"No. 2 Fuxingmennei Avenue, Xicheng District, Beijing",Bank,,,,CNY¥137.4 billion (US$21.3 billion) (2023),Mainly private sector corporations in China,,,,,CNY¥7.64 trillion (US$1.18 trillion) (2023),,SSE: 600016SEHK: 1988SSE 50 Component,www.cmbc.com.cn
London,JPMORGAN INDIAN INVESTMENT TRUST PLC,Financials,1994-5-26 0:00,United Kingdom,Europe,MAIN MARKET,No,461.57,,,,,,,,Babcock International,https://en.wikipedia.org/wiki/Babcock_International,Worldwide,Public limited company,1891; 134 years ago (1891),George Herman Babcock,"London, England, United Kingdom",Aerospace and defence,Ruth Cairnie (Chairwoman)David Lockwood (CEO),£168.2 million (2024),"25,163 (2024)",£241.6 million (2024),,,,"£4,390.1 million (2024)",Cavendish NuclearBabcock Mission Critical Services OnshoreBabcock Integrated Technology LtdBabcock Canada Babcock Mission Critical Services (Australia)Bristow NorwayBabcock MarineConbras Serviços Técnicos de Suporte LTDABabcock Education,,,LSE: BABFTSE 100 component,babcockinternational.com
Hong Kong,"China CITIC Financial Asset Management Co., Ltd.",Financials,,,,,,,2799.0,Current,CHEN Yuan Ling,Independent Non Executive Director,,2020-10-29,,China CITIC Financial Asset Management,https://en.wikipedia.org/wiki/China_CITIC_Financial_Asset_Management,China (Mainland and Hong Kong),Public,11 November 1999; 26 years ago (1999-11-11),,"Beijing, China",Financial services,Liu Zhengjun (Chairman) Li Zimin (President),CN¥212.07 million (2023),"5,800 (2023)",,CITIC Group (26.46%)Ministry of Finance (24.76%),CITIC Group,,CN¥75.8 billion (2023),,CN¥968.10 billion (2023),CN¥48.04 billion (2023),SEHK: 2799,www.chamc.com.cn
Hong Kong,New China Life Insurance Company Ltd.,Financials,,,,,,,1336.0,Current,GONG Xing Feng,Executive Director,,2024-12-13,,China Pacific Insurance Company,https://en.wikipedia.org/wiki/China_Pacific_Insurance_Company,China,Public,1991; 34 years ago (1991),,"Shanghai, China",Financial services,Kong Qingwei(chairman & executive director)Huo Lianhong(executive director)Zhang Yuhua(deputy president),CN¥17.8 billion (2015),,CN¥24.3 billion (2015),Central Government of China(23.05%)Shanghai Government(21.33%)China Securities Finance(2.36%),,,CN¥247.0 billion (2015),,CN¥923.8 billion (2015),CN¥133.3 billion (2015),SSE: 601601 (A share)SEHK: 2601 (H share)LSE: CPIC,cpic.com.cn
