ID,VIOLATION LAST MODIFIED DATE,VIOLATION DATE,VIOLATION STATUS,VIOLATION STATUS DATE,VIOLATION DESCRIPTION,VIOLATION LOCATION,VIOLATION INSPECTOR COMMENTS,INSPECTOR ID,INSPECTION NUMBER,INSPECTION STATUS,INSPECTION WAIVED,INSPECTION CATEGORY,ADDRESS,STREET NUMBER,STREET DIRECTION,STREET NAME,STREET TYPE,PROPERTY GROUP,SSA,LATITUDE,LONGITUDE,LOCATION
7184685,07/02/2024,07/02/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,"OTHER   :    :.,",INTERIOR OF BUILDING - NO RESPONSE. UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO INSPECT INTERIOR STAIRWAY SYSTEMS. UNABLE TO CONFIRM INTERIOR COMPLAINT OF RODENT INFESTATION.,478934,12683210,FAILED,N,PERIODIC,1448 N MAPLEWOOD AVE,1448,N,MAPLEWOOD,AVE,5000,,41.90807846,-87.69099704,"(41.90807845941174, -87.69099703758718)"
7252754,11/25/2024,11/08/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,,REFUSE ENTRY FOR REINSPECTION 14A-1-104.7,207401,14458946,FAILED,N,COMPLAINT,11517 S PERRY AVE,11517,S,PERRY,AVE,530108,,41.68473013,-87.62517671,"(41.68473013032009, -87.62517671260544)"
6955976,05/13/2023,05/13/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,INTERIOR:002 :,"INTERIOR OF BUILDING ,NO ENTRY  NO RESPONSE . UNABLE TO VERIFY SMOKE OR CARBON MONOXIDE ALARMS.UNABLE TO VERIFY PREVIOUS MICE COMPLAINTS ALSO.",BL00904,14095117,FAILED,N,COMPLAINT,1966 S TRUMBULL AVE,1966,S,TRUMBULL,AVE,25581,,41.85371165,-87.71135521,"(41.85371164970872, -87.71135521338833)"
7052811,02/23/2024,10/02/2023,COMPLIED,02/23/2024,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,INTERIOR OF BUILDING - NO RESPONSE. UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO INSPECT INTERIOR STAIRWAY SYSTEMS. UNABLE TO CONFIRM INTERIOR COMPLAINT OF ROACH INFESTATION.,451988,14017601,FAILED,N,PERIODIC,1810 W FARWELL AVE,1810,W,FARWELL,AVE,13762,,42.00662542,-87.676216,"(42.006625418798194, -87.6762160039813)"
5939881,11/06/2023,02/27/2018,COMPLIED,11/06/2023,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,INTERIOR OF BUILDING /NO RESPONSE. UNABLE TO VERIFY DETECTORS AND CONDITIONS. UNABLE TO INSPECT INTERIOR STAIR SYSTEMS.,451988,12565554,FAILED,N,PERIODIC,5362 W LAWRENCE AVE,5362,W,LAWRENCE,AVE,12009,,41.96774211,-87.76200848,"(41.96774210998859, -87.76200848310816)"
7070758,11/05/2024,11/03/2023,COMPLIED,11/05/2024,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,"INTERIOR OF 1ST FLOOR APT. AND FRONT OF BASEMENT - NO RESPONSE, UNVERIFIED DETECTORS, CONDITIONS AND OCCUPANCY.",87296,14443091,PASSED,N,COMPLAINT,11820 S STATE ST,11820,S,STATE,ST,530269,,41.67921329,-87.6228446,"(41.6792132888606, -87.62284460233455)"
7083160,12/06/2023,12/06/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,INTERIOR:002 :,ARRAGE FOR REINSPECTION - UNABLE TO VERIFY COMPLAINT. NO ACCESS TO INTERIOR OF BUILDING DURING INSPECTION.,464422,12318618,FAILED,N,PERIODIC,2257 N LINCOLN AVE,2257,N,LINCOLN,AVE,6293,35.0,41.92323642,-87.64546116,"(41.923236421741215, -87.64546116059478)"
7217451,09/09/2024,09/09/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,INTERIOR OF BUILDING - NO RESPONSE. UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO INSPECT INTERIOR STAIRWAY SYSTEMS. UNABLE TO CONFIRM INTERIOR COMPLAINT OF RODENT INFESTATION AND CONSTRUCTION BEING DONE WITHOUT PERMIT ON FILE.,451988,13553516,FAILED,N,PERIODIC,7381 N DAMEN AVE,7381,N,DAMEN,AVE,13996,,42.01632702,-87.68032542,"(42.0163270164064, -87.6803254160563)"
5336195,07/17/2024,03/02/2016,COMPLIED,07/17/2024,ARRANGE FOR REINSPECTION REGAR,INTERIOR:001 :,"INTERIOR OF BUILDING - NO RESPONSE, UNVERIFIED DETECTORS OCCUPANCY AND CONDITIONS.UNABLE TO INSPECT PORCH(S) FROM ALLEY SCREEN, - SECURITY GATE.UNABLE TO GAIN ENTRY, FRONT AND REAR IRON GATE, UNABLE TO PERFORM 2016 ANNUAL INSPECTION.",478934,11840835,FAILED,N,PERIODIC,536 W ARLINGTON PL,536,W,ARLINGTON,PL,7180,23.0,41.92685646,-87.64270527,"(41.92685646039529, -87.64270526538459)"
7173945,05/31/2024,05/31/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,"OTHER   :    :1ST FLOOR CEILING ACCESS,",1ST FLOOR REMOVE CEILING TILES FOR FULL CEILING INSPECTION.  14A-1-104.7,BL00748,14385487,FAILED,N,COMPLAINT,5050 W MADISON ST,5050,W,MADISON,ST,33318,,41.8805193,-87.75219543,"(41.88051930215209, -87.75219542624971)"
7086520,12/12/2023,12/12/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,FRONT BUILDING - NO ENTRY TO VERFY DETECTORS AND BASEMENT OCCUPANCY.,BL00831,14174735,FAILED,N,COMPLAINT,713 W 48TH ST,713,W,48TH,ST,320219,,41.8069649,-87.64364856,"(41.806964904119695, -87.64364855929958)"
7055421,10/07/2023,10/07/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,INTERIOR:001 :,"INTERIOR OF BUILDING , NO ENTRY NO RESPONSE . UNABLE TO VERIFY SMOKE OR CARBON MONOXIDE ALARMS.",BL00904,11925156,FAILED,N,PERIODIC,3420 W DICKENS AVE,3420,W,DICKENS,AVE,6856,,41.91926459,-87.71283184,"(41.919264591944774, -87.71283183534646)"
4538730,03/11/2024,08/21/2013,COMPLIED,03/09/2024,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :,NO ENTRY TO INTERIOR.,BL00340,10995915,PASSED,N,COMPLAINT,2102 N DAMEN AVE,2102,N,DAMEN,AVE,86861,33.0,41.9196652,-87.67783716,"(41.919665198828135, -87.67783715725307)"
6977361,06/15/2023,06/15/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,INTERIOR:001 :,"INTERIOR OF BUILDING ,NO ENTRY  NO RESPONSE . UNABLE TO VERIFY SMOKE OR CARBON MONOXIDE ALARMS.",BL00904,12313804,FAILED,N,PERIODIC,1424 E HYDE PARK BLVD,1424,E,HYDE PARK,BLVD,18473,,41.80254496,-87.59074908,"(41.802544958745216, -87.59074908274467)"
5754985,10/08/2024,06/21/2017,COMPLIED,10/08/2024,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,NO ENTRY INTERIOR.  UANBLE TO VERIFY DETECTORS AND INTERIOR CONDITIONS.,451988,12277749,FAILED,N,PERIODIC,4100 W IRVING PARK RD,4100,W,IRVING PARK,RD,10589,,41.95374332,-87.72925407,"(41.95374332129826, -87.7292540671475)"
5869540,05/19/2023,11/09/2017,OPEN,,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,"DENIED ENTRY AT TIME OF INSPECTION.UNABLE TO GAIN ENTRY TO VERIFY OCCUPANCY,DETECTORS AND OVERALL CONDITION FOR 2017 ANNUAL INSPECTION.",BL00708,13845351,FAILED,N,PERIODIC,3927 N SOUTHPORT AVE,3927,N,SOUTHPORT,AVE,9872,,41.9533616,-87.66404373,"(41.95336159522701, -87.6640437283909)"
6611288,07/02/2024,05/05/2021,COMPLIED,07/01/2024,ARRANGE FOR REINSPECTION REGAR,"OTHER   :    :BUILDING,",INTERIOR OF BUILDING - NO REPONSE,BL00903,12634492,FAILED,N,PERIODIC,1446 N WELLS ST,1446,N,WELLS,ST,4357,48.0,41.90892604,-87.63478764,"(41.908926038374304, -87.63478763458998)"
7187836,07/09/2024,07/09/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,INTERIOR:001 :,"INTERIOR OF BUILDING - NO RESPONSE. UNVERIFIED DETECTORS, CONDITIONS, OCCUPANCY. ARRANGE FOR REINSPECTION.",478976,12579508,FAILED,N,PERIODIC,4801 N FAIRFIELD AVE,4801,N,FAIRFIELD,AVE,11747,21.0,41.968599,-87.69732171,"(41.9685990035428, -87.69732171286527)"
7069511,10/31/2023,10/31/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,"OTHER   :    :.,",INTERIOR OF BUILDING - NO RESPONSE. UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO INSPECT INTERIOR STAIRWAY SYSTEMS. UNABLE TO CONFIRM INTERIOR COMPLAINTS OF HOLES IN CEILING WITHIN UNIT 2W.,451988,12565554,FAILED,N,PERIODIC,5362 W LAWRENCE AVE,5362,W,LAWRENCE,AVE,12009,,41.96774211,-87.76200848,"(41.96774210998859, -87.76200848310816)"
7140125,05/30/2024,03/27/2024,COMPLIED,05/30/2024,ARRANGE FOR REINSPECTION REGAR,INTERIOR:001 :,"INTERIOR OF BUILDING , NO ENTRY NO RESPONSE . UNABLE TO VERIFY SMOKE OR CARBON MONOXIDE ALARMS.",BL00904,13573261,FAILED,N,PERIODIC,1430 N MAPLEWOOD AVE,1430,N,MAPLEWOOD,AVE,4999,,41.90756859,-87.69098359,"(41.90756859053265, -87.69098359385144)"
6759529,06/26/2023,03/14/2022,NO ENTRY,,ARRANGE FOR REINSPECTION REGAR,INTERIOR:001 :,"INTERIOR OF BUILDING , NO RESPONSE . UNABLE TO VERIFY SMOKE OR CARBON MONOXIDE ALARMS.",BL00904,13744330,FAILED,N,PERIODIC,3534 W 13TH PL,3534,W,13TH,PL,15755,,41.86420278,-87.71432674,"(41.86420277962606, -87.71432674038708)"
7222877,09/18/2024,09/18/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,"OTHER   :    :BUILDING,","UNABLE TO INSPECT INTERIOR, STAIRWELLS, APARTMENTS, BASEMENT, AND PREVIOUS VIOLATIONS FROM INSPECTION #12584203.  UNVERIFIED DETECTORS AND CONDITIONS.",BL01000,12980812,FAILED,N,PERIODIC,8236 S MARYLAND AVE,8236,S,MARYLAND,AVE,21024,51.0,41.74469839,-87.60392956,"(41.74469839213757, -87.60392955566243)"
7204470,07/30/2024,07/30/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,INTERIOR:001 :,NO ENTRY. NO RESPONSE. UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO INSPECT ALL APARTMENTS AND BASEMENT.,478976,14088435,FAILED,N,PERIODIC,6042 S VERNON AVE,6042,S,VERNON,AVE,19369,,41.78444334,-87.61457926,"(41.784443342694225, -87.61457926146402)"
6612139,05/16/2023,05/15/2021,COMPLIED,05/16/2023,ARRANGE FOR REINSPECTION REGAR,"OTHER   :    :.,",INTERIOR OF BUILDING /ENTRY REFUSED BY FRONT ATTENDENT. UNVERIFIED DETECTORS AND CONDITIONS. ATTENDENT STATED PROPERTY MANAGER NOT THERE ON WEEKENDS. UNVERIFIED COMPLAINT OF UNIT 403 RATS.,447020,13555428,FAILED,N,PERIODIC,5042 N WINTHROP AVE,5042,N,WINTHROP,AVE,11502,34.0,41.97453,-87.65791555,"(41.97453000370947, -87.65791554834995)"
7219861,09/11/2024,09/11/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,INTERIOR OF BUILDING - NO RESPONSE. UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO INSPECT INTERIOR STAIRWAY SYSTEMS. UNABLE TO CONFIRM INTERIOR COMPLAINT OF BASEMENT OCCUPANCY AND MISSING SMOKE DETECTORS.,451988,14439506,FAILED,N,COMPLAINT,4712 W DEMING PL,4712,W,DEMING,PL,105663,,41.92735414,-87.74455651,"(41.92735413604488, -87.74455650918073)"
7213734,09/03/2024,09/03/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,INTERIOR:002 :,"INTERIOR OF BUILDING , NO ENTRY NO RESPONSE . UNABLE TO VERIFY SMOKE OR CARBON MONOXIDE ALARMS",BL00904,11979844,FAILED,N,PERIODIC,806 N LOCKWOOD AVE,806,N,LOCKWOOD,AVE,3866,,41.89516995,-87.75820452,"(41.895169952415145, -87.75820452324656)"
7169276,05/21/2024,05/21/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,INTERIOR OF BUILDING - NO RESPONSE. UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO INSPECT INTERIOR STAIRWAY SYSTEMS.,451988,13548429,FAILED,N,PERIODIC,3350 W EVERGREEN AVE,3350,W,EVERGREEN,AVE,5087,,41.90562859,-87.71134176,"(41.90562859039969, -87.71134176033203)"
4538726,03/11/2024,08/21/2013,COMPLIED,03/11/2024,ARRANGE FOR REINSPECTION REGAR,BL00340  869,NO ENTRY TO INTERIOR.,BL00444,10995914,FAILED,N,COMPLAINT,2102 N DAMEN AVE,2102,N,DAMEN,AVE,86861,33.0,41.9196652,-87.67783716,"(41.919665198828135, -87.67783715725307)"
7241523,10/29/2024,10/29/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,54-60 STAIRWELLS / INTERIOR OF BUILDING - NO RESPONSE. UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO INSPECT INTERIOR STAIRWAY SYSTEMS.,478934,14157921,FAILED,N,PERIODIC,54 E 70TH ST,54,E,70TH,ST,19822,,41.76748496,-87.62286922,"(41.767484962118246, -87.62286921728874)"
7026961,07/28/2023,07/28/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,INTERIOR OF BUILDING /MOST APARTMENTS AND COMMON AREAS - NO ENTRY. UNVERIFIED DETECTORS AND CONDITIONS. UNVERIFIED COMPLAINT OF ROACHES.,455370,12594750,FAILED,N,PERIODIC,4934 S DR MARTIN L KING JR DR,4934,S,DR MARTIN L KING JR,DR,18311,,41.80468903,-87.61661687,"(41.804689027249296, -87.61661687038234)"
6948741,04/26/2023,04/26/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,"INTERIOR OF BUILDING-NO RESPONSE,UNVERIFIED DETECTORS AND CONDITIONS. UNVERIFIED INSPECTION OF STAIRWAYS,LAUNDRY ROOM,AND PARKING GARAGE FOR 2023 ANNUAL INSPECTION.",BL00708,13865689,FAILED,N,PERIODIC,6110 N KENMORE AVE,6110,N,KENMORE,AVE,12728,26.0,41.99271449,-87.65704128,"(41.99271448932364, -87.65704127737227)"
6990379,06/24/2023,06/24/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,INTERIOR:001 :,"INTERIOR OF BUILDING ,NO ENTRY  NO RESPONSE . UNABLE TO VERIFY SMOKE OR CARBON MONOXIDE ALARMS.",BL00904,10629207,FAILED,N,PERIODIC,801 S CALIFORNIA AVE,801,S,CALIFORNIA,AVE,15171,,41.87101878,-87.69587741,"(41.87101878235394, -87.6958774098397)"
6320303,01/06/2023,08/08/2019,COMPLIED,01/06/2023,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,"INTERIOR OF APTS. - NO RESPONSE, UNVERIIFED DETECTORS AND CONDITIONS.  UNABLE TO VERIFY CONDITION OF 3 STORY WOOD PORCHES.",371335,12574580,FAILED,N,PERIODIC,7517 S COLES AVE,7517,S,COLES,AVE,20726,49.0,41.75952953,-87.55811392,"(41.75952953113658, -87.55811392301543)"
7009014,07/21/2023,07/21/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,"OTHER   :    :BUILDING,","UNABLE TO INSPECT INTERIOR, STAIRWELLS, APARTMENTS, BASEMENT, ALL REAR PREMISES, AND REAR PORCHES (NORTH).  UNVERIFIED DETECTORS AND CONDITIONS.",BL01000,12678219,FAILED,N,PERIODIC,7625 S EAST END AVE,7625,S,EAST END,AVE,20571,,41.75620641,-87.58327817,"(41.7562064123443, -87.58327817345842)"
6106112,08/29/2024,11/29/2017,OPEN,,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,"INTERIOR OF BUILDING - NO RESPONSE, UNVERIFIED DETECTORS, BUILDING AND STAIR DATA",478934,12685540,FAILED,N,PERIODIC,7527 S COLFAX AVE,7527,S,COLFAX,AVE,20607,49.0,41.75823615,-87.56136034,"(41.758236152701734, -87.56136033687181)"
7178227,06/18/2024,06/18/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,EXTERIOR:W   :,"INTERIOR FO BUILDING - NO ENTRY, NO REPSONSE. UNABLE TO VERIFY SMOKE AND CARBON MONOXIDE ALARMS AND CONDITIONS.",478976,14388729,FAILED,N,COMPLAINT,5465 N PARKSIDE AVE,5465,N,PARKSIDE,AVE,203813,,41.98048668,-87.7694642,"(41.98048668357294, -87.76946420032333)"
6712032,02/23/2024,06/20/2019,COMPLIED,02/23/2024,ARRANGE FOR REINSPECTION REGAR,"OTHER   :    :BUILDING,","INTERIOR OF MOST APTS. - NO RESPONSE, UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO VERIFY CONDITION OF BASEMENTS.",BL01000,13627291,FAILED,N,PERIODIC,7725 S LOWE AVE,7725,S,LOWE,AVE,20764,,41.75355674,-87.64030741,"(41.75355674430277, -87.64030741167673)"
6999717,07/06/2023,07/06/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,INTERIOR OF BUILDING - NO RESPONSE. UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO INSPECT INTERIOR STAIRWAY SYSTEMS. UNABLE TO CONFIRM INTERIOR COMPLAINT OF OBSTRUCTIONS AT FRONT ENTRY DOOR.,451988,12692394,FAILED,N,PERIODIC,6509 N OAKLEY AVE,6509,N,OAKLEY,AVE,13468,,41.99988692,-87.68735708,"(41.999886917118104, -87.6873570782689)"
7046468,09/20/2023,09/20/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,"OTHER   :    :BUILDING,","NO RESPONSE; NO ENTRY. UNABLE TO INSPECT INTERIOR, STAIRWELLS, APARTMENTS, BASEMENT, REAR PREMISES, AND REAR PORCHES.  UNVERIFIED DETECTORS AND CONDITIONS.",BL01000,13851635,FAILED,N,PERIODIC,7700 S PHILLIPS AVE,7700,S,PHILLIPS,AVE,20675,,41.75528274,-87.56523504,"(41.75528274110496, -87.56523503887202)"
7017677,08/03/2023,08/03/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,"OTHER   :    :BUILDING,","NO RESPONSE; NO ENTRY.  UNABLE TO INSPECT INTERIOR, STAIRWELLS, APARTMENTS, BASEMENT, ALL REAR PREMISES AND REAR PORCHES.  UNVERIFIED DETECTORS AND CONDITONS.",BL01000,13596675,FAILED,N,PERIODIC,8016 S EVANS AVE,8016,S,EVANS,AVE,20914,,41.74888941,-87.60653119,"(41.748889405928104, -87.60653118993027)"
6848439,09/20/2023,09/09/2022,OPEN,,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,"INTERIOR OF BUILDING - NO RESPONSE, UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO VERIFY CONDITIONS OF INTERIOR STAIRWAYS AND BASEMENTS. UNABLE TO VERIFY COMPLAINT AT 6201 APT 3N FOR MICE.",371335,13866414,FAILED,N,PERIODIC,639 E 62ND ST,639,E,62ND,ST,19306,,41.78206312,-87.6093092,"(41.782063117966516, -87.60930919897925)"
7207818,08/21/2024,08/21/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,INTERIOR:002 :,"INTERIOR OF BUILDING , NO ENTRY NO RESPONSE . UNABLE TO VERIFY SMOKE OR CARBON MONOXIDE ALARMS, COMPLAINTS OF BUILDING ROACH INFESTATION OR BASEMENT FLOODING.",BL00904,14431364,FAILED,N,COMPLAINT,14 N MAYFIELD AVE,14,N,MAYFIELD,AVE,1661,,41.88058285,-87.77195036,"(41.88058285215317, -87.77195035493547)"
5033398,12/03/2024,04/17/2015,COMPLIED,12/03/2024,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :,"NO ENTRY TO INTERIOR, POSSIBLE ALTER STORE FRONT INTO APARTMENT.",BL00444,11577921,FAILED,N,COMPLAINT,10758 S INDIANA AVE,10758,S,INDIANA,AVE,509923,,41.69818383,-87.61854682,"(41.69818383224347, -87.61854682399726)"
7051267,09/26/2023,09/26/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,INTERIOR OF BUILDING - NO RESPONSE. UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO INSPECT INTERIOR STAIRWAY SYSTEMS.,451988,11575464,FAILED,N,PERIODIC,3142 N LARAMIE AVE,3142,N,LARAMIE,AVE,8725,,41.93818437,-87.75682082,"(41.93818436624998, -87.75682081696436)"
7088329,12/18/2023,12/18/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,INTERIOR:002 :,"INTERIOR OF BUILDING , NO ENTRY NO RESPONSE . UNABLE TO VERIFY SMOKE OR CARBON MONOXIDE ALARMS.",BL00904,13001867,FAILED,N,PERIODIC,301 S CENTRAL AVE,301,S,CENTRAL,AVE,14710,,41.8764963,-87.76457647,"(41.876496295825454, -87.76457647277704)"
7221543,09/18/2024,09/18/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,INTERIOR OF BUILDING - NO RESPONSE. UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO INSPECT INTERIOR STAIRWAY SYSTEMS.,451988,11082317,FAILED,N,PERIODIC,3136 N BROADWAY,3136,N,BROADWAY,,8162,8.0,41.93877853,-87.64450312,"(41.93877852533577, -87.64450311758098)"
6012100,04/12/2023,06/01/2018,COMPLIED,04/12/2023,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,INTERIOR OF BUILDING /NO RESPONSE. UNABLE TO VERIFY DETECTORS AND CONDITIONS. UNABLE TO INSPECT INTERIOR STAIRWAY SYSTEMS.,451988,12620132,FAILED,N,PERIODIC,4922 N KEDZIE AVE,4922,N,KEDZIE,AVE,11855,,41.97098232,-87.70869313,"(41.97098232039577, -87.7086931333292)"
7066404,10/30/2023,10/30/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,INTERIOR:002 :,"INTERIOR OF BUILDING AND PORCHES, NO ENTRY NO RESPONSE . UNABLE TO VERIFY SMOKE OR CARBON MONOXIDE ALARMS.",BL00904,13561843,FAILED,N,PERIODIC,1 S PARKSIDE AVE,1,S,PARKSIDE,AVE,14750,,41.88017082,-87.76634593,"(41.8801708230404, -87.76634592652181)"
7141981,03/29/2024,03/29/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,INTERIOR OF BUILDING - NO RESPONSE. UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO INSPECT INTERIOR STAIRWAY SYSTEMS. UNABLE TO CONFIRM INTERIOR COMPLAINT OF BASEMENT OCCUPANCY AND ROACH INFESTATION.,451988,12009006,FAILED,N,PERIODIC,3055 N MILWAUKEE AVE,3055,N,MILWAUKEE,AVE,8664,,41.93678038,-87.71981734,"(41.936780375027034, -87.71981734084218)"
7031382,08/26/2023,08/26/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,"OTHER   :    :.,",INTERIOR OF BUILDING /MOST APARTMENTS AND COMMON SPACES - NO ENTRY. UNVERIFIED DETECTORS AND CONDITIONS.,455370,12948509,FAILED,N,PERIODIC,916 W FULLERTON AVE,916,W,FULLERTON,AVE,7393,35.0,41.92551413,-87.65191108,"(41.92551413291245, -87.65191108000175)"
7083314,11/27/2023,11/27/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,OTHER   :    :OTHER,INTERIOR OF BUILDING /MOST APARTMENTS AND COMMON SPACES - NO ENTRY. UNVERIFIED DETECTORS AND CONDITIONS. UNVERIFIED COMPLAINT OF MOLD-LIKE SUBSTANCE IN UNIT 6.,455370,12976226,FAILED,N,PERIODIC,3301 W 63RD ST,3301,W,63RD,ST,19790,3.0,41.7788227,-87.70567679,"(41.778822697431195, -87.70567679028619)"
7205099,08/15/2024,08/15/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,"OTHER   :    :BUILDING,","NO RESPONSE; NO ENTRY. UNABLE TO INSPECT INTERIOR, STAIRWELLS, APARTMENTS, BASEMENT, REAR PREMISES, AND REAR PORCHES.  UNVERIFIED DETECTORS AN CONDITIONS.",BL01000,13245893,FAILED,N,PERIODIC,8057 S MARSHFIELD AVE,8057,S,MARSHFIELD,AVE,21199,69.0,41.74684728,-87.66441558,"(41.746847277375686, -87.664415584487)"
7162838,05/14/2024,05/14/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,INTERIOR:001 :,"INTERIOR OF BUILDING , NO ENTRY NO RESPONSE . UNABLE TO VERIFY SMOKE OR CARBON MONOXIDE ALARMS",BL00904,10743216,FAILED,N,PERIODIC,1546 N HOMAN AVE,1546,N,HOMAN,AVE,5135,,41.90965531,-87.71204232,"(41.90965531038527, -87.71204232204185)"
7224830,09/25/2024,09/25/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,INTERIOR:001 :,"INTERIOR OF BUILDING , NO ENTRY NO RESPONSE . UNABLE TO VERIFY SMOKE OR CARBON MONOXIDE ALARMS.",BL00904,11987909,FAILED,N,PERIODIC,949 N HOYNE AVE,949,N,HOYNE,AVE,3487,,41.89915187,-87.6794437,"(41.89915187262313, -87.67944369574477)"
6778822,08/06/2024,04/14/2022,OPEN,,ARRANGE FOR REINSPECTION REGAR,"OTHER   :    :GENERAL,","NO ENTRY INTO THE FRONT INTERIOR STAIRWAYS, APARTMENTS OR BASEMENT TO VERIFY EGRESS, EXIT SIGNS, CARBON MONOXIDE DETECTORS, SMOKE DETECTORS, INTERIOR STRUCTURAL, COSMETIC OR ENVIRONMENTAL CONDITIONS",478976,13810571,FAILED,N,PERIODIC,6952 S PAXTON AVE,6952,S,PAXTON,AVE,20060,,41.76828773,-87.57161008,"(41.76828773068701, -87.57161008274215)"
7050495,09/27/2023,09/27/2023,OPEN,,ARRANGE FOR REINSPECTION REGAR,"OTHER   :    :BUILDING,","NO RESPONSE; NO ENTRY.  UNABLE TO INSPECT INTERIOR, STAIRWELLS, APARTMENTS, BASEMENT, REAR PREMISES, AND REAR PORCH.  UNVERIFIED DETECTORS  AND CONDITIONS.",BL01000,12942816,FAILED,N,PERIODIC,7135 S YALE AVE,7135,S,YALE,AVE,20456,,41.76436358,-87.63083056,"(41.76436357725423, -87.63083055537263)"
7243054,10/31/2024,10/31/2024,OPEN,,ARRANGE FOR REINSPECTION REGAR,"OTHER   :    :.,","ARRANGE FOR REINSPECTION. INTERIOR OF BUILDING - NO ENTRY. UNVERIFIED DETECTORS AND CONDITIONS. UNABLE TO INSPECT FRONT YARD, INTERIOR OF BUILDING INCLUDING ALL UNITS, SIDE ENCLOSED PORCHES. NOT ABLE TO VERIFY COMPLAINT OF ROOF LEAK, WATER DAMAGE, NO HEAT.",478976,13587611,FAILED,N,PERIODIC,6701 N GREENVIEW AVE,6701,N,GREENVIEW,AVE,13336,,42.00368096,-87.667966,"(42.00368095586932, -87.6679659987917)"
