title,release_year,artists,genres,region,track_id,album_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
Chicago: The Red Hot Peppers Volume 2 ,1991.0,Jelly Roll Morton,Blues,US,,,,,,,,,,,,,,,,,,
South / Coo Cha,1957.0,Piano Red,Blues,Australia,,,,,,,,,,,,,,,,,,
Heart Ease Blues,1996.0,Blind Boy Fuller,Blues,Netherlands,,,,,,,,,,,,,,,,,,
Have You Heard,2012.0,Hungry John,Blues,Norway,,,,,,,,,,,,,,,,,,
Cookin' With Gas,2011.0,Texas Slim (5),Blues,US,,,,,,,,,,,,,,,,,,
Don't Drink / Lavender Coffin,1949.0,Fat Man Robinson Quintet,Blues,US,,,,,,,,,,,,,,,,,,
Mirrors,2016.0,John Paul Hammond,Blues,Japan,,,,,,,,,,,,,,,,,,
It's The Blues! (Volume 1),1982.0,Cub Koda & The Houserockers,Blues,US,,,,,,,,,,,,,,,,,,
Here We Go Again,,Bobby Bland,Blues,US,,,,,,,,,,,,,,,,,,
I'm Growing Older Every Day,1982.0,Champion Jack Dupree,Blues,US,,,,,,,,,,,,,,,,,,
R&B Super Stars,1972.0,Various,Blues,US,,,,,,,,,,,,,,,,,,
Aristocrat Of The Blues 1941-1950,2024.0,Muddy Waters,Blues,Europe,,,,,,,,,,,,,,,,,,
N-N Nervous!,1965.0,Ian Whitcomb,Blues,UK,,,,,,,,,,,,,,,,,,
There'll Be A Hot Time In The Old Town Tonight / Alexander's Ragtime Band,,Bessie Smith And Her Blue Boys,Blues,UK,,,,,,,,,,,,,,,,,,
 ... Good Feelin' ... ,1970.0,T-Bone Walker,Blues,Germany,,,,,,,,,,,,,,,,,,
In London,2012.0,B.B. King,Blues,Japan,,,,,,,,,,,,,,,,,,
Born With The Blues 2,1996.0,Various,Blues,UK,,,,,,,,,,,,,,,,,,
Crazy Blues / It's Right Here For You (If You Don't Get It-'Taint No Fault O'Mine),1920.0,Mamie Smith And Her Jazz Hounds,Blues,US,,,,,,,,,,,,,,,,,,
Smokin' Blues,,Various,Blues,US,,,,,,,,,,,,,,,,,,
Anthology Of The Dylan's Black Roots,2004.0,Various,Blues,Japan,,,,,,,,,,,,,,,,,,
20th Anniversary Tour,1993.0,Various,Blues,USA & Canada,,,,,,,,,,,,,,,,,,
A Can Of Blues,2004.0,Marcel Worms,Blues,Netherlands,,,,,,,,,,,,,,,,,,
Army Mule In No Man's Land / Travelling Man,1927.0,Coley Jones,Blues,US,,,,,,,,,,,,,,,,,,
"B.B. King ""Now Appearing"" At Ole Miss",,B.B. King,Blues,UK,,,,,,,,,,,,,,,,,,
Wade In The Water,2014.0,Loveless-Poulsen-Snider,Blues,Denmark,,,,,,,,,,,,,,,,,,
Sometimes The Blues Got Me,2018.0,Breezy Rodio,Blues,US,,,,,,,,,,,,,,,,,,
Same Thing The Cats Fight About / Times Is Tight Like That,1931.0,Bo Carter; Walter Jacobs (2),Blues,US,,,,,,,,,,,,,,,,,,
When The Roots Hit The Fan,2010.0,Ken Swartz And The Palace Of Sin,Blues,US,,,,,,,,,,,,,,,,,,
1994 Le Blues A Vif,1994.0,Various,Blues,France,,,,,,,,,,,,,,,,,,
Tra-La-La / Two Timin' Woman,1951.0,Calvert Jones,Blues,US,,,,,,,,,,,,,,,,,,
Sic 'Em Dogs On Me,1972.0,Various,Blues,US,,,,,,,,,,,,,,,,,,
Dwaallicht,2011.0,Pasmans,Blues,Belgium,,,,,,,,,,,,,,,,,,
Confessin' The Blues,1974.0,Little Walter,Blues,France & Benelux,,,,,,,,,,,,,,,,,,
Midnight Rambler,,Louisiana Red,Blues,Germany,,,,,,,,,,,,,,,,,,
The Story Of The Blues,1997.0,Various,Blues,,,,,,,,,,,,,,,,,,,
When You Feel The Feeling You Was Feeling,1972.0,Champion Jack Dupree,Blues,Australia,,,,,,,,,,,,,,,,,,
Slim's Shout,1961.0,Sunnyland Slim,Blues,US,,,,,,,,,,,,,,,,,,
"I'm Afraid Of You / Get Wise, Baby",1950.0,The Ravens (2),Blues,US,,,,,,,,,,,,,,,,,,
Big Time Blues Man,1983.0,Isaac Scott,Blues,UK,,,,,,,,,,,,,,,,,,
Studio Demo Disk,1999.0,Twist Turner,Blues,US,,,,,,,,,,,,,,,,,,
Clark Street Ramblers Blue Chicago,1997.0,Various,Blues,US,,,,,,,,,,,,,,,,,,
Harmonica Blues: Great Harmonica Performances Of The 1920s And '30s,,Various,Blues,US,,,,,,,,,,,,,,,,,,
Mo Betta' - St. Louis R&B 1956–1966,1997.0,Various,Blues,UK,,,,,,,,,,,,,,,,,,
Blues Is My Business,2001.0,Jimmy Reed,Blues,US,,,,,,,,,,,,,,,,,,
Palms Of Victory / Keep Your Hand On The Throttle,1951.0,Brother Rodney,Blues,US,,,,,,,,,,,,,,,,,,
Keep The Blues Alive,2019.0,The Memphis Expedition,Blues,Croatia,,,,,,,,,,,,,,,,,,
"Ed Sullivan's TV Show! National Award!, Presidential Appearance Washington, D.C.!",,The Mansfield Training School Band,Blues,US,,,,,,,,,,,,,,,,,,
My Own Way Out,2020.0,Stein Stokke & The Engine,Blues,Norway,,,,,,,,,,,,,,,,,,
Reunion Volume One,2009.0,The Gaither Vocal Band,Blues,USA & Canada,,,,,,,,,,,,,,,,,,
Red Light,,The Stroziers,Blues,US,,,,,,,,,,,,,,,,,,
Pieces & Bits,2001.0,Johnny Winter,Blues,Canada,,,,,,,,,,,,,,,,,,
La Vern Baker Sings Bessie Smith,2013.0,LaVern Baker,Blues,Europe,,,,,,,,,,,,,,,,,,
The Complete Swing Time & Atlantic Recordings 1948-1959,2012.0,Ray Charles,Blues,UK & Europe,,,,,,,,,,,,,,,,,,
Grits Ain't Groceries 16 Greatest Hits,1989.0,Little Milton,Blues,Netherlands,,,,,,,,,,,,,,,,,,
Takin' A Bite Outta The Blues,1990.0,Luther Johnson (3),Blues,US,,,,,,,,,,,,,,,,,,
My Boy Lollypop / Say You Understand,2010.0,Barbie Gaye,Blues,UK,,,,,,,,,,,,,,,,,,
Love Juice,1997.0,Candy Yams; Bluesville Express,Blues,US,,,,,,,,,,,,,,,,,,
LIVE Blues From The Road,2004.0,Darrell Mansfield,Blues,US,,,,,,,,,,,,,,,,,,
Glenn's Glide/ Foot Loose,1955.0,Lloyd Glenn And Band,Blues,US,,,,,,,,,,,,,,,,,,
Natural Man,1991.0,J.B. Lenoir,Blues,France,,,,,,,,,,,,,,,,,,
Beneath The Neon Glow (The Official Bootleg Edition),2024.0,Elles Bailey,Blues,UK,,,,,,,,,,,,,,,,,,
Texas Bluesman,2001.0,Lightnin' Hopkins,Blues,Japan,,,,,,,,,,,,,,,,,,
Double Header,1991.0,Downchild Blues Band,Blues,South Korea,,,,,,,,,,,,,,,,,,
Blue Shoes,1984.0,Out Of Reach (8),Blues,Germany,,,,,,,,,,,,,,,,,,
100 Minutes Of The Blues,1983.0,Various,Blues,UK,,,,,,,,,,,,,,,,,,
Faster,2021.0,Samantha Fish,Blues,US,,,,,,,,,,,,,,,,,,
Little Red Rooster,,Willie Dixon,Blues,France,,,,,,,,,,,,,,,,,,
Nikdy Předtím,2021.0,Petr Vašina,Blues,Czech Republic,,,,,,,,,,,,,,,,,,
The Back Door Wolf,1973.0,Howlin' Wolf,Blues,Germany,,,,,,,,,,,,,,,,,,
The Blues,2014.0,John Lee Hooker,Blues,Europe,,,,,,,,,,,,,,,,,,
Brand New Ride,2012.0,Jessy Martens And Band,Blues,Germany,,,,,,,,,,,,,,,,,,
Greyhound Blues / Lonesome Old Jail,1953.0,D.A. Hunt,Blues,US,,,,,,,,,,,,,,,,,,
Johnny Otis And Friends - The Story Of The Blues - Chapter 19,2004.0,Johnny Otis,Blues,Germany,,,,,,,,,,,,,,,,,,
Father Of Folk Blues,2001.0,Son House,Blues,US,,,,,,,,,,,,,,,,,,
Parlez-Vous Français ?,2001.0,Benoit Blue Boy; Les Tortilleurs,Blues,France,,,,,,,,,,,,,,,,,,
A History Of Every One,2013.0,Bill Orcutt,Blues,Austria,,,,,,,,,,,,,,,,,,
Black Gypsy Blues / Alley Bound Blues,1938.0,Curtis Jones,Blues,US,,,,,,,,,,,,,,,,,,
"""Sonny Boy"" Williamson Vol.2",,Sonny Boy Williamson,Blues,France,,,,,,,,,,,,,,,,,,
Classic Blues Volume Eight,2000.0,Various,Blues,Europe,,,,,,,,,,,,,,,,,,
"Banana In Your Fruit Basket : Red Hot Blues, 1931-1936",2002.0,Bo Carter,Blues,US,,,,,,,,,,,,,,,,,,
The Josh White Stories Vol: II,1965.0,Josh White,Blues,South Africa,,,,,,,,,,,,,,,,,,
Red Hot,1977.0,Boogie Woogie Red,Blues,US,,,,,,,,,,,,,,,,,,
Blowing The Fuse 1946 - 27 R&B Classics That Rocked The Jukebox In 1946,2011.0,Various,Blues,Europe,,,,,,,,,,,,,,,,,,
So What ?,1987.0,Blues Company,Blues,Germany,,,,,,,,,,,,,,,,,,
Official Bootleg #1,2003.0,Richard Johnston,Blues,US,,,,,,,,,,,,,,,,,,
I'll Play The Blues For You,,Albert King,Blues,France,,,,,,,,,,,,,,,,,,
Bring Me Your Children,2002.0,Uncle Carl,Blues,US,,,,,,,,,,,,,,,,,,
Deep South Funk (The Best Of Bobby Rush On Waldoxy),1998.0,Bobby Rush,Blues,Japan,,,,,,,,,,,,,,,,,,
The Sabbatical Suite,2021.0,Adrienne Marie Brown; J-Mythos,Blues,,,,,,,,,,,,,,,,,,,
Streets Of Glass,2000.0,Mike Brosnan,Blues,Germany,,,,,,,,,,,,,,,,,,
Everybody Boogie!,2014.0,Wynonie Harris; Illinois Jacquet; Jack McVea; Oscar Pettiford,Blues,Japan,,,,,,,,,,,,,,,,,,
The Memphis Blues / The St. Louis Blues,1922.0,Esther Bigeou,Blues,US,,,,,,,,,,,,,,,,,,
Mr. Jackson From Jacksonville / Now What Do You Think,1945.0,Lil Green,Blues,US,,,,,,,,,,,,,,,,,,
The Blues Purity Of Louisiana Red (Sweetblood Call),1975.0,Louisiana Red,Blues,US,,,,,,,,,,,,,,,,,,
Red Velvet,2011.0,H Black,Blues,US,,,,,,,,,,,,,,,,,,
Cotton Picker / Drummer Man,1963.0,Reggie Boyd; The Fan-Taz-Sticks,Blues,US,,,,,,,,,,,,,,,,,,
"Don't You Remember, Baby? / Someday",1953.0,Roy Milton & His Orchestra,Blues,US,,,,,,,,,,,,,,,,,,
Shadow Of A Love,2011.0,Paul D. Polly,Blues,US,,,,,,,,,,,,,,,,,,
In Concerto,2012.0,Pino Daniele,Blues,Italy,,,,,,,,,,,,,,,,,,
Strollin' With Nolen / After Hours,1956.0,Jimmy Nolen,Blues,US,,,,,,,,,,,,,,,,,,
Chicago Blues Bash,1992.0,Various,Blues,US,,,,,,,,,,,,,,,,,,
Bad Luck Blues (A Blues Anthology),1959.0,Various,Blues,Germany,,,,,,,,,,,,,,,,,,
.45,2015.0,Louis Berry,Blues,UK,,,,,,,,,,,,,,,,,,
"Jumpin' Gee / Cooler, Please",1957.0,Jackie Kelso Orchestra,Blues,US,,,,,,,,,,,,,,,,,,
The Big Blues,2018.0,Albert King,Blues,,,,,,,,,,,,,,,,,,,
Ladies Man,2006.0,Bitter Blue (2),Blues,Sweden,,,,,,,,,,,,,,,,,,
Blues & Yellow ,1993.0,Stan Marshal$ Law,Blues,UK,,,,,,,,,,,,,,,,,,
Armchair Cabaret,1979.0,The Big Sky Mudflaps,Blues,US,,,,,,,,,,,,,,,,,,
Inception,2009.0,Josh Smith (5),Blues,,,,,,,,,,,,,,,,,,,
The Crawl,1999.0,Guitar Jr.,Blues,Poland,,,,,,,,,,,,,,,,,,
Bloosers,2001.0,The Bloosers,Blues,France,,,,,,,,,,,,,,,,,,
Shake Hands With Shorty,2000.0,North Mississippi Allstars,Blues,Canada,,,,,,,,,,,,,,,,,,
What A Wonderful World / I Got You (I Feel Good),,Louis Armstrong; James Brown,Blues,US,,,,,,,,,,,,,,,,,,
Yours and Mine,2008.0,Lily Rose Love,Blues,US,,,,,,,,,,,,,,,,,,
Southern Experience,2009.0,Little G Weevil,Blues,US,,,,,,,,,,,,,,,,,,
Blues Blasters Boogie / The Panics On,1954.0,Jimmy McCracklin And His Blues Blasters,Blues,US,,,,,,,,,,,,,,,,,,
All Night Long,1956.0,Rusty Bryant And The Carolyn Club Band,Blues,Belgium,,,,,,,,,,,,,,,,,,
Slow And Easy,1977.0,B.B. King,Blues,US,,,,,,,,,,,,,,,,,,
I'm In The Mood,1989.0,John Lee Hooker; Bonnie Raitt,Blues,US,,,,,,,,,,,,,,,,,,
The Pleaser,2014.0,Guy Forsyth Band,Blues,Europe,,,,,,,,,,,,,,,,,,
Rider Rider Blues / Trucking Little Woman No.2,1938.0,Big Bill And The Memphis Five; Big Bill Broonzy,Blues,US,,,,,,,,,,,,,,,,,,
19 Lucky Strikes ,1989.0,The Kingsnakes (2),Blues,US,,,,,,,,,,,,,,,,,,
Pony Blues / Banty Rooster Blues,1929.0,Charley Patton,Blues,US,,,,,,,,,,,,,,,,,,
Maestros Del Blues,1995.0,Various,Blues,Spain,,,,,,,,,,,,,,,,,,
My Pledge And My Promise / Keep Me With You,1959.0,Jimmy Williams (3),Blues,US,,,,,,,,,,,,,,,,,,
Blues Master Collection,2015.0,Koko Taylor,Blues,Europe,,,,,,,,,,,,,,,,,,
Dealin' With The Devil - Best Of James Cotton,1997.0,James Cotton,Blues,Australia,,,,,,,,,,,,,,,,,,
High As A Georgia Pine / Sometimes Blues,,Bo Rhambo,Blues,US,,,,,,,,,,,,,,,,,,
Tears Like Rain,2002.0,Delta Wires,Blues,US,,,,,,,,,,,,,,,,,,
Searchin',2002.0,Carl Gustave,Blues,US,,,,,,,,,,,,,,,,,,
R.I.P. Siegel/Schwall,1988.0,The Siegel-Schwall Band,Blues,Germany,,,,,,,,,,,,,,,,,,
1927-1935,,Blind Willie McTell,Blues,US,,,,,,,,,,,,,,,,,,
Hummingbird  /  Ask Me No Questions,1970.0,B.B. King,Blues,US,,,,,,,,,,,,,,,,,,
Back Home Again / I Wanna Know,1956.0,Willie Headen; The Five Birds,Blues,US,,,,,,,,,,,,,,,,,,
Living The Blues - 1945-1953 Blues Jumpin' & Jivin',1999.0,Various,Blues,Germany,,,,,,,,,,,,,,,,,,
Goin' Down In Galilee / Something's Hot,1938.0,Kokomo Arnold,Blues,US,,,,,,,,,,,,,,,,,,
Hug Me Baby / Western Rider Blues,1952.0,Soldier Boy Houston,Blues,US,,,,,,,,,,,,,,,,,,
Blues Been Good to Me,2017.0,James Armstrong,Blues,Russia,,,,,,,,,,,,,,,,,,
Please Mr. Doctor / I Should Have Loved Her More,1953.0,Jimmy Eager And His Trio,Blues,US,,,,,,,,,,,,,,,,,,
The Best Of B.B. King,,B.B. King,Blues,Brazil,,,,,,,,,,,,,,,,,,
Beyond The Blue Door,2019.0,Ronnie Earl And The Broadcasters,Blues,Russia,,,,,,,,,,,,,,,,,,
Just Off Halsted,,The Bob Riedy Chicago Blues Band,Blues,US,,,,,,,,,,,,,,,,,,
Snap! Your Fingers,2013.0,Finis Tasby; Kid Andersen,Blues,US,,,,,,,,,,,,,,,,,,
Bare Knuckle,2010.0,Guitar Shorty,Blues,US,,,,,,,,,,,,,,,,,,
That's What They Want,1997.0,Anson Funderburgh; Sam Myers,Blues,Europe,,,,,,,,,,,,,,,,,,
Lead Me On / Hold Me Tenderly,1960.0,Bobby Bland,Blues,Canada,,,,,,,,,,,,,,,,,,
Trouble In Mind,1964.0,Big Bill Broonzy,Blues,UK,,,,,,,,,,,,,,,,,,
Poison Oak,,J.J. Daniels (2),Blues,US,,,,,,,,,,,,,,,,,,
J.B. Lenoir,1970.0,J.B. Lenoir,Blues,New Zealand,,,,,,,,,,,,,,,,,,
Live At New Orleans Jazz Festival '89,1989.0,Drink Small,Blues,US,,,,,,,,,,,,,,,,,,
I Am The Man Downstairs / I'm Looking For My Baby,1965.0,Prez Kenneth,Blues,US,,,,,,,,,,,,,,,,,,
Can I Have Me Some You,,'Screamin' Jimmy Churchwell,Blues,US,,,,,,,,,,,,,,,,,,
Fine Brown Baby / My Baby's Boogie Woogie,1946.0,Walter Brown,Blues,US,,,,,,,,,,,,,,,,,,
Live At Seventy Five,2007.0,Big George Brock,Blues,US,,,,,,,,,,,,,,,,,,
King Of The Blues: 1989,1988.0,B.B. King,Blues,Europe,,,,,,,,,,,,,,,,,,
Who Stole The Hot Sauce?,1996.0,Chubby Carrier & The Bayou Swamp Band,Blues,US,,,,,,,,,,,,,,,,,,
B.L.UES,2022.0,Maja Kleszcz,Blues,Poland,,,,,,,,,,,,,,,,,,
Ain't No Rules,,The Delta Connection (2),Blues,US,,,,,,,,,,,,,,,,,,
Big Bill Broonzy Sings,1956.0,Big Bill Broonzy,Blues,US,,,,,,,,,,,,,,,,,,
Nahrávky Koncertů Z Let 1982 - 1984,2016.0,Bluesberry,Blues,Czech Republic,,,,,,,,,,,,,,,,,,
Temptation,1994.0,Duke Robillard,Blues,US,,,,,,,,,,,,,,,,,,
Genius Of The Blues (Complete Original Takes),1999.0,Robert Johnson,Blues,Andorra,,,,,,,,,,,,,,,,,,
Let's go out tonight/in the mood,,John Lee Hooker,Blues,US,,,,,,,,,,,,,,,,,,
Itty Bitty Girl / 5-10-15 Hours,1959.0,Ruth Brown,Blues,Canada,,,,,,,,,,,,,,,,,,
All-Round Men,2015.0,B.J. Hegen Blues Band,Blues,Netherlands,,,,,,,,,,,,,,,,,,
Wild ,,Dee Dee Sharp,Blues,Italy,,,,,,,,,,,,,,,,,,
La Storia Del Blues,1969.0,Various; Paul Oliver,Blues,Italy,,,,,,,,,,,,,,,,,,
Have Mercy Baby,,The Dominoes,Blues,France,,,,,,,,,,,,,,,,,,
That's Alright Mama (Cover),2020.0,Terry Blade,Blues,Worldwide,,,,,,,,,,,,,,,,,,
She Belongs To Me / Key To The Highway,,Jazz Gillum,Blues,US,,,,,,,,,,,,,,,,,,
Blues By The Bottle,2008.0,SS Radio,Blues,Australia,,,,,,,,,,,,,,,,,,
He Knew The Blues,1970.0,Slim Harpo,Blues,UK,,,,,,,,,,,,,,,,,,
Don't Call Home,1995.0,D. K. Stewart; The Stainless Steel Band,Blues,US,,,,,,,,,,,,,,,,,,
Lover's Mambo / Memories Of You,1955.0,The Ontarios; Frank Motley And His Motley Crew,Blues,US,,,,,,,,,,,,,,,,,,
Country Man,2009.0,Mac Arnold & Plate Full O' Blues,Blues,US,,,,,,,,,,,,,,,,,,
Good Luck Man,1997.0,Carey Bell,Blues,US,,,,,,,,,,,,,,,,,,
Music For Lovers,2000.0,Maria Muldaur,Blues,US,,,,,,,,,,,,,,,,,,
1947 - The R&B Hits,1997.0,Various,Blues,UK,,,,,,,,,,,,,,,,,,
The Piano Prince From New Orleans,1977.0,James Booker,Blues,Germany,,,,,,,,,,,,,,,,,,
In My Own Skin,2017.0,Janey Street,Blues,US,,,,,,,,,,,,,,,,,,
Mellow Down Easy﻿﻿,2017.0,Little Walter,Blues,France,,,,,,,,,,,,,,,,,,
TLT,2013.0,Tiny Legs Tim,Blues,Belgium,,,,,,,,,,,,,,,,,,
American Hero,1986.0,Mike Bloomfield,Blues,Greece,,,,,,,,,,,,,,,,,,
Blues Sessions,1998.0,Various,Blues,US,,,,,,,,,,,,,,,,,,
Where's The Sun Hangin' Out?,2011.0,The Zoomatics,Blues,Belgium,,,,,,,,,,,,,,,,,,
Love Me Tender,1982.0,B.B. King,Blues,Canada,,,,,,,,,,,,,,,,,,
Picture On The Wall,2003.0,Lightnin' Hopkins,Blues,Germany,,,,,,,,,,,,,,,,,,
Big Red Sunset / Can't you See - I Need A Friend,1961.0,Hank Ballard & The Midnighters,Blues,US,,,,,,,,,,,,,,,,,,
Memphis Slim,1990.0,Memphis Slim,Blues,Netherlands,,,,,,,,,,,,,,,,,,
The Blues Band Official Bootleg Album,1980.0,The Blues Band,Blues,Australia,,,,,,,,,,,,,,,,,,
Studio Blues,1966.0,Big Joe Williams,Blues,,,,,,,,,,,,,,,,,,,
Live '87,1987.0,The Blues Trio,Blues,Yugoslavia,,,,,,,,,,,,,,,,,,
Time Keeps Rollin',1996.0,Matt Woodburn And The Kat In The Hat Band,Blues,US,,,,,,,,,,,,,,,,,,
Black Snake Moan / Match Box Blues,1950.0,Blind Lemon Jefferson,Blues,US,,,,,,,,,,,,,,,,,,
Story Of The Blues - Blues Shouters - 1,1968.0,Various,Blues,France,,,,,,,,,,,,,,,,,,
Blues After Hours,2016.0,Elmore James & His Broomdusters,Blues,Europe,,,,,,,,,,,,,,,,,,
Live #1 – Christmas 2006,2007.0,Serfs,Blues,UK,,,,,,,,,,,,,,,,,,
The Blues - A Real Summit Meeting (Recorded Live At Newport In New York),1988.0,Various,Blues,Canada,,,,,,,,,,,,,,,,,,
Evil Woman Blues / Keep A Knockin' An You Can't Get In,1928.0,James Wiggins,Blues,US,,,,,,,,,,,,,,,,,,
Lovin' Machine,2002.0,Wynonie Harris,Blues,UK,,,,,,,,,,,,,,,,,,
Red Light Fever,2006.0,Bare Knuckle Blues,Blues,UK,,,,,,,,,,,,,,,,,,
I Belong To The Band: A Tribute To Rev. Gary Davis,2012.0,Rory Block,Blues,Canada,,,,,,,,,,,,,,,,,,
Baby Come Back To Me / Cruel Woman Blues,1935.0,Leroy Carr; Scrapper Blackwell,Blues,US,,,,,,,,,,,,,,,,,,
Crying Tears,1960.0,"Otis ""Smokey"" Smothers",Blues,US,,,,,,,,,,,,,,,,,,
Let Life Flow,2019.0,Philipp Fankhauser,Blues,Switzerland,,,,,,,,,,,,,,,,,,
Good Feeling / Movin' Me On,1990.0,Johnnie Bassett,Blues,US,,,,,,,,,,,,,,,,,,
Look On Yonder's Wall,1969.0,"Arthur ""Big Boy"" Crudup",Blues,UK,,,,,,,,,,,,,,,,,,
3 O'Clock Blues,2011.0,B.B. King,Blues,Europe,,,,,,,,,,,,,,,,,,
Live,1981.0,Muddy Waters,Blues,Canada,,,,,,,,,,,,,,,,,,
Mississippi Moan,2010.0,Bruce Katz Band,Blues,Japan,,,,,,,,,,,,,,,,,,
The Basement Tapes,,Zona Blues,Blues,Brazil,,,,,,,,,,,,,,,,,,
Once A Rebel,2018.0,Victor James Nesrallah,Blues,US,,,,,,,,,,,,,,,,,,
I Was Born In Georgia,2017.0,Blues Cousins,Blues,Russia,,,,,,,,,,,,,,,,,,
It Hurts Me So,1952.0,John Lee Hooker; Eddie Kirkland,Blues,US,,,,,,,,,,,,,,,,,,
Sky Dirt Speak Out Truth,2003.0,Wildsang,Blues,US,,,,,,,,,,,,,,,,,,
Son-In-Law / You Gave Me Misery,1961.0,Louise Brown,Blues,Canada,,,,,,,,,,,,,,,,,,
I Listen To The Night ,2006.0,Matt Walker (2); Ashley Davies (2),Blues,Australia,,,,,,,,,,,,,,,,,,
Memphis,2001.0,Jean-Jacques Milteau,Blues,Europe,,,,,,,,,,,,,,,,,,
Backwoods Blues,1964.0,"Alexander ""Mudcat"" Thomas",Blues,US,,,,,,,,,,,,,,,,,,
More Fake Blues!,2018.0,Blues Orphans,Blues,US,,,,,,,,,,,,,,,,,,
Just For You,,Wende Harston; Touch Of Blue (2),Blues,US,,,,,,,,,,,,,,,,,,
Roots Blues & More,2008.0,Hombres Amplificados,Blues,Belgium,,,,,,,,,,,,,,,,,,
Where The Sun Don't Shine,2011.0,The JD Hobson Band,Blues,US,,,,,,,,,,,,,,,,,,
Banana In Your Fruit Basket (Red Hot Blues 1931-36),1979.0,Bo Carter,Blues,US,,,,,,,,,,,,,,,,,,
Raisin' Hell,1977.0,Elvin Bishop,Blues,Netherlands,,,,,,,,,,,,,,,,,,
Live Volume 3,2009.0,Barbara Blue,Blues,US,,,,,,,,,,,,,,,,,,
Big Time Blues,2000.0,Raoul And The Big Time,Blues,Canada,,,,,,,,,,,,,,,,,,
Lazy Train,1958.0,"Joe ""Harmonica"" Harper",Blues,UK,,,,,,,,,,,,,,,,,,
1999,1999.0,The Ford Blues Band,Blues,Germany,,,,,,,,,,,,,,,,,,
Female Blues Singers Volume H (1923-1930),1991.0,Various,Blues,Austria,,,,,,,,,,,,,,,,,,
Don't Have To Worry,1974.0,Earl Hooker,Blues,Japan,,,,,,,,,,,,,,,,,,
"It's My Life, Baby",1985.0,Junior Wells,Blues,US,,,,,,,,,,,,,,,,,,
Two Arms Around You,,Verbon Kelley,Blues,US,,,,,,,,,,,,,,,,,,
The Complete Trix Recordings,1999.0,Robert Lockwood Jr.,Blues,US,,,,,,,,,,,,,,,,,,
British Blues Heroes,1995.0,Various,Blues,UK,,,,,,,,,,,,,,,,,,
Maux D'absence,2004.0,Benoit Blue Boy; Les Tortilleurs,Blues,France,,,,,,,,,,,,,,,,,,
Say Goodbye To Trouble,2015.0,Lancaster,Blues,Brazil,,,,,,,,,,,,,,,,,,
R & B From The Marquee,2022.0,Blues Incorporated,Blues,Italy,,,,,,,,,,,,,,,,,,
Wall Street Blues - Down And Out Blues...From The Gutter,2011.0,Various,Blues,Europe,,,,,,,,,,,,,,,,,,
Black Christmas,,Don Smith (19),Blues,US,,,,,,,,,,,,,,,,,,
Candy Man Blues,2007.0,Various,Blues,Europe,,,,,,,,,,,,,,,,,,
The Clovers Sing,,The Clovers,Blues,US,,,,,,,,,,,,,,,,,,
"Jelly, Jelly / Brooklyn Stomp",1945.0,Jesse Perry; The Happy Johnson Sextette,Blues,US,,,,,,,,,,,,,,,,,,
Mike Sponza & Central European Orchestra,2014.0,Mike Sponza & Central European Orchestra,Blues,Italy,,,,,,,,,,,,,,,,,,
Pebble Blues / Can't Sleep Blues,1926.0,The Pebbles (5),Blues,US,,,,,,,,,,,,,,,,,,
Steppin' Up In Class,1996.0,Phillip Walker,Blues,Germany,,,,,,,,,,,,,,,,,,
Get Your Head Happy,1966.0,Champion Jack Dupree; Tony McPhee,Blues,UK,,,,,,,,,,,,,,,,,,
Intemporel,2007.0,Lenny Lafargue,Blues,France,,,,,,,,,,,,,,,,,,
Live In Europe,1986.0,Otis Rush,Blues,France,,,,,,,,,,,,,,,,,,
Mama Says I'm Crazy,2002.0,Fred McDowell; Johnny Woods,Blues,Europe,,,,,,,,,,,,,,,,,,
Jail House Blues / Shreveport Blues,1924.0,Virginia Liston,Blues,US,,,,,,,,,,,,,,,,,,
Have I Got Blues For You,2001.0,Little Walter; Otis Rush,Blues,UK,,,,,,,,,,,,,,,,,,
Tiger Tapes,2015.0,Don Croissant,Blues,Belgium,,,,,,,,,,,,,,,,,,
Adrian Y Los Dados Negros ,1998.0,Adrian Y Los Dados Negros,Blues,Chile,,,,,,,,,,,,,,,,,,
Poor Moon,1969.0,Canned Heat,Blues,South Africa,,,,,,,,,,,,,,,,,,
Baby Child / Changing Weather Blues,1950.0,Lightnin' Hopkins,Blues,US,,,,,,,,,,,,,,,,,,
Harp Attack!,,James Cotton; Junior Wells; Carey Bell; Billy Branch,Blues,US,,,,,,,,,,,,,,,,,,
Gangster Of Love,1991.0,Johnny Winter,Blues,US,,,,,,,,,,,,,,,,,,
 Wear Your Black Dress / I Can't Understand It ,2022.0,Willie Egans And Orchestra,Blues,UK,,,,,,,,,,,,,,,,,,
Mud In Your Ear,1973.0,Muddy Waters,Blues,US,,,,,,,,,,,,,,,,,,
God Don't Like It Volume 1,,Rev. Anderson Johnson; Sister O. M. Terrell,Blues,UK,,,,,,,,,,,,,,,,,,
Blues - Chicago Style,1970.0,Various,Blues,UK,,,,,,,,,,,,,,,,,,
The Wildmans,2020.0,The Wildmans,Blues,US,,,,,,,,,,,,,,,,,,
I Love The Life I'm Living,1963.0,Slim Harpo,Blues,US,,,,,,,,,,,,,,,,,,
