Report Number,Local Case Number,Agency Name,ACRS Report Type,Crash Date/Time,Hit/Run,Route Type,Lane Direction,Lane Type,Number of Lanes,Direction,Distance,Distance Unit,Road Grade,Road Name,Cross-Street Name,Off-Road Description,Municipality,Related Non-Motorist,At Fault,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,First Harmful Event,Second Harmful Event,Junction,Intersection Type,Road Alignment,Road Condition,Road Division,Latitude,Longitude,Location
DD5606004Q,180002812,Rockville Police Departme,Injury Crash,01/18/2018 06:54:00 AM,No,Municipality,North,,2.0,North,800.0,FEET,HILL UPHILL,BLANDFORD ST,ARGYLE ST,,ROCKVILLE,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAWN,NO CONTROLS,ALCOHOL PRESENT,,PARKED VEHICLE,PARKED VEHICLE,,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.07604301,-77.15140343,"(39.07604301, -77.15140343)"
MCP2278003T,210053164,Montgomery County Police,Property Damage Crash,12/30/2021 09:40:00 AM,No,Other Public Roadway,East,,2.0,East,100.0,FEET,LEVEL,MONTROSE PKWY,MONTROSE RD,,,,DRIVER,SAME DIR REAR END,CLOUDY,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,OTHER,,CURVE LEFT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.05164293,-77.1347739,"(39.05164293, -77.1347739)"
MCP913000GB,230049372,Montgomery County Police,Property Damage Crash,08/14/2023 11:18:00 AM,No,Maryland (State),West,,3.0,East,35.0,FEET,LEVEL,UNIVERSITY BLVD E,RAMP 1 FR MD 193 NB TO IS 495 WB,,,,DRIVER,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERCHANGE RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.01513333,-77.004755,"(39.01513333, -77.004755)"
MCP28930032,170515872,Montgomery County Police,Injury Crash,06/26/2017 06:06:00 PM,No,Maryland (State),North,,4.0,South,100.0,FEET,LEVEL,FREDERICK RD,SHAKESPEARE BLVD,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.19746667,-77.24479833,"(39.19746667, -77.24479833)"
MCP31970014,190060725,Montgomery County Police,Property Damage Crash,12/17/2019 07:00:00 AM,No,County,North,,1.0,North,100.0,FEET,LEVEL,ASPEN HILL RD,PARKLAND DR,,,,DRIVER,SAME DIR REAR END,CLEAR,WET,DAWN,NO CONTROLS,NONE DETECTED,,PARKED VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.07941117,-77.08466783,"(39.07941117, -77.08466783)"
MCP0539003N,180000364,Montgomery County Police,Injury Crash,01/03/2018 07:56:00 AM,No,County,East,,1.0,West,100.0,FEET,GRADE DOWNHILL,BONIFANT RD,PEBBLESTONE DR,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.09339,-77.01848833,"(39.09339, -77.01848833)"
MCP2877005W,180042343,Montgomery County Police,Property Damage Crash,08/25/2018 09:45:00 AM,No,County,West,,1.0,West,250.0,FEET,HILL UPHILL,FOREST GLEN RD,SLIGO CREEK PKWY,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.01614333,-77.03356167,"(39.01614333, -77.03356167)"
MCP12210040,170536407,Montgomery County Police,Injury Crash,10/13/2017 08:56:00 AM,No,Municipality,East,,4.0,East,0.1,MILE,LEVEL,E DIAMOND AVE,GIRARD ST,,GAITHERSBURG,,DRIVER,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.13998415,-77.18295693,"(39.13998415, -77.18295693)"
MCP3010001W,17011937,Montgomery County Police,Injury Crash,03/07/2017 06:36:00 AM,No,Maryland (State),South,,3.0,South,50.0,FEET,LEVEL,WISCONSIN AVE,BATTERY LA,,,,UNKNOWN,SAME DIR REAR END,RAINING,WET,DAWN,TRAFFIC SIGNAL,,,OTHER VEHICLE,,,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.99283167,-77.09576,"(38.99283167, -77.09576)"
MCP28990033,190040035,Montgomery County Police,Property Damage Crash,08/21/2019 05:30:00 PM,No,County,South,,3.0,South,100.0,FEET,LEVEL,RIDGE RD,OBSERVATION DR,,,,DRIVER,SAME DIR REAR END,CLOUDY,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.20240167,-77.25245667,"(39.20240167, -77.25245667)"
MCP27200061,210031034,Montgomery County Police,Property Damage Crash,07/15/2021 09:16:00 PM,Yes,Maryland (State),North,UNKNOWN,3.0,North,0.0,FEET,LEVEL,GEORGIA AVE,ASPEN HILL RD,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,UNKNOWN,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.0837151,-77.07760219,"(39.0837151, -77.07760219)"
MCP9134000Z,180005983,Montgomery County Police,Injury Crash,02/04/2018 03:02:00 AM,No,US (State),West,,3.0,South,50.0,FEET,HILL UPHILL,GEORGIA AVE,SPUR TO MD 410,,,,DRIVER,SAME DIR REAR END,CLOUDY,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.9879099,-77.02672362,"(38.9879099, -77.02672362)"
DD5611005G,180059914,Rockville Police Departme,Property Damage Crash,12/05/2018 11:02:00 AM,No,Municipality,West,,2.0,East,0.0,FEET,LEVEL,W GUDE DR,GAITHER RD,,ROCKVILLE,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.10792,-77.173955,"(39.10792, -77.173955)"
DM8493000C,200047563,Takoma Park Police Depart,Property Damage Crash,12/02/2020 07:29:00 PM,Yes,Maryland (State),South,UNKNOWN,3.0,North,0.0,FEET,LEVEL,NEW HAMPSHIRE AVE,ETHAN ALLEN AVE,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,"N/A, UNKNOWN",,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.97545411,-76.99420221,"(38.97545411, -76.99420221)"
MCP3089000R,170542114,Montgomery County Police,Injury Crash,11/10/2017 07:17:00 PM,No,Maryland (State),East,,3.0,East,0.0,FEET,,UNIVERSITY BLVD E,E WAYNE AVE,,,,DRIVER,SAME DIR REAR END,,,DARK LIGHTS ON,TRAFFIC SIGNAL,,,OTHER VEHICLE,,,,STRAIGHT,,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.006395,-76.997685,"(39.006395, -76.997685)"
MCP1002000S,190010857,Montgomery County Police,Injury Crash,03/08/2019 05:15:00 PM,No,Maryland (State),West,,4.0,North,10.0,FEET,LEVEL,GREAT SENECA HWY,MUDDY BRANCH RD,,,,DRIVER,SAME DIR REAR END,WINTRY MIX,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.11066,-77.21789167,"(39.11066, -77.21789167)"
MCP0942001G,170549492,Montgomery County Police,Injury Crash,12/19/2017 12:35:00 PM,No,Maryland (State),North,,3.0,South,150.0,FEET,LEVEL,WISCONSIN AVE,LELAND ST,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.97970669,-77.09188253,"(38.97970669, -77.09188253)"
MCP2852001W,190032790,Montgomery County Police,Property Damage Crash,07/10/2019 04:41:00 PM,No,County,West,,2.0,East,50.0,FEET,LEVEL,BRINK RD,SENECA CROSSING DR,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,OTHER,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.20987167,-77.23564667,"(39.20987167, -77.23564667)"
MCP2658001P,17013781,Montgomery County Police,Property Damage Crash,03/17/2017 07:44:00 PM,No,US (State),South,,3.0,South,0.5,MILE,HILL UPHILL,COLUMBIA PIKE,STEWART LA,,,,DRIVER,SAME DIR REAR END,RAINING,WET,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.04982333,-76.98203,"(39.04982333, -76.98203)"
EJ7858001Q,180009357,Gaithersburg Police Depar,Injury Crash,02/23/2018 07:33:00 AM,No,Maryland (State),East,,3.0,East,0.0,FEET,LEVEL,W DIAMOND AVE,BUREAU DR,,GAITHERSBURG,,DRIVER,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.14182667,-77.218045,"(39.14182667, -77.218045)"
EJ78700054,220001081,Gaithersburg Police Depar,Property Damage Crash,01/10/2022 10:18:00 AM,No,Ramp,South,ON RAMP,3.0,North,0.0,FEET,LEVEL,RAMP 1 FR IS 270 NB TO MD 117 WB,W DIAMOND AVE,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERCHANGE RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.14065116,-77.21074309,"(39.14065116, -77.21074309)"
MCP2846005Q,190053306,Montgomery County Police,Property Damage Crash,11/05/2019 03:45:00 PM,No,Maryland (State),East,,3.0,West,100.0,FEET,LEVEL,UNIVERSITY BLVD W,REEDIE DR,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.03994665,-77.04297494,"(39.03994665, -77.04297494)"
MCP28750067,220034610,Montgomery County Police,Property Damage Crash,08/11/2022 08:05:00 PM,Yes,Maryland (State),South,RIGHT TURN LANE,3.0,North,50.0,FEET,LEVEL,FREDERICK RD,MIDDLEBROOK RD,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DUSK,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,,,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.1825118,-77.2385627,"(39.1825118, -77.2385627)"
MCP26740022,200048407,Montgomery County Police,Injury Crash,12/08/2020 05:45:00 PM,No,Maryland (State),West,,3.0,South,100.0,FEET,LEVEL,GERMANTOWN RD,GOLDENROD LA,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,OTHER,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.187691,-77.25246433,"(39.187691, -77.25246433)"
MCP2446003D,170540041,Montgomery County Police,Property Damage Crash,10/31/2017 05:15:00 PM,No,Maryland (State),North,,1.0,North,100.0,FEET,LEVEL,RIDGE RD,MORNING STAR DR,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DUSK,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.22017808,-77.23842099,"(39.22017808, -77.23842099)"
MCP31180043,230048174,Montgomery County Police,Injury Crash,08/07/2023 09:45:00 AM,No,Maryland (State),North,LEFT TURN LANE,1.0,East,5.0,FEET,LEVEL,NORBECK RD,WINTERGATE DR,,,,DRIVER,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.11238573,-77.05913779,"(39.11238573, -77.05913779)"
MCP3223000S,200048753,Montgomery County Police,Property Damage Crash,12/11/2020 12:11:00 AM,No,Maryland (State),South,,3.0,North,0.0,FEET,HILL CREST,16TH ST,SPRING ST,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.99674567,-77.03666683,"(38.99674567, -77.03666683)"
MCP3027000K,17506312,Montgomery County Police,Property Damage Crash,05/06/2017 04:58:00 PM,Yes,Maryland (State),South,,3.0,North,0.0,FEET,DIP SAG,GEORGIA AVE,RAMP 3 FR IS 495 EB TO MD 97 NB,,,,DRIVER,SAME DIR REAR END,RAINING,WET,DAYLIGHT,UNKNOWN,"N/A, NONE DETECTED",,OTHER VEHICLE,OTHER VEHICLE,,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.01354234,-77.04205111,"(39.01354234, -77.04205111)"
MCP3165002F,200038917,Montgomery County Police,Property Damage Crash,10/03/2020 10:45:00 AM,No,US (State),South,,3.0,North,0.0,FEET,LEVEL,COLUMBIA PIKE,FAIRLAND RD,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.069095,-76.96059667,"(39.069095, -76.96059667)"
EJ7851006W,210037354,Gaithersburg Police Depar,Property Damage Crash,09/21/2021 07:45:00 PM,No,Maryland (State),North,,1.0,South,50.0,FEET,LEVEL,GREAT SENECA HWY,SPUR TO SAM EIG HWY,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,CURVE RIGHT,NO DEFECTS,ONE-WAY TRAFFICWAY,39.1076573,-77.20964127,"(39.1076573, -77.20964127)"
MCP2689008G,220018353,Montgomery County Police,Property Damage Crash,04/30/2022 09:49:00 AM,No,Municipality,North,,2.0,South,150.0,FEET,LEVEL,SEVEN LOCKS RD,FORTUNE TERR,,ROCKVILLE,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.06198667,-77.16077,"(39.06198667, -77.16077)"
MCP3053005P,220051728,Montgomery County Police,Property Damage Crash,11/22/2022 07:23:00 PM,No,,,,,,,,,,,PARKING LOT OF 4100 RANDOLPH RD,,,DRIVER,SAME DIR REAR END,CLEAR,,DARK LIGHTS ON,NO CONTROLS,,,PARKED VEHICLE,,,,,,,39.05704233,-77.08097695,"(39.05704233, -77.08097695)"
MCP3139000S,180046846,Montgomery County Police,Property Damage Crash,09/19/2018 04:00:00 PM,No,County,South,,1.0,South,10.0,FEET,LEVEL,FLOWER AVE,ARLISS ST,,,,DRIVER,SAME DIR REAR END,,,DAYLIGHT,NO CONTROLS,,,OTHER VEHICLE,OTHER VEHICLE,,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",38.99910283,-77.0038103,"(38.99910283, -77.0038103)"
MCP3164004P,210030068,Montgomery County Police,Property Damage Crash,08/03/2021 09:25:00 AM,No,Maryland (State),East,,2.0,East,0.0,FEET,LEVEL,VEIRS MILL RD,ENT TO WHEATON PLAZA,,,,DRIVER,SAME DIR REAR END,,DRY,,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.03713167,-77.05148167,"(39.03713167, -77.05148167)"
MCP3319001F,220039456,Montgomery County Police,Property Damage Crash,09/11/2022 08:50:00 AM,No,County,East,,2.0,East,200.0,FEET,HILL UPHILL,SPRING ST,CAMERON ST,,,,DRIVER,SAME DIR REAR END,RAINING,WET,DAYLIGHT,,,,PARKED VEHICLE,PARKED VEHICLE,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.00002667,-77.02862167,"(39.00002667, -77.02862167)"
MCP3301000L,210039188,Montgomery County Police,Property Damage Crash,10/02/2021 08:19:00 PM,No,Maryland (State),North,,3.0,North,0.0,FEET,HILL UPHILL,PINEY BRANCH RD,UNIVERSITY BLVD E,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,"ALCOHOL PRESENT, NONE DETECTED",,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",38.99926308,-76.99655261,"(38.99926308, -76.99655261)"
MCP3074002N,180059428,Montgomery County Police,Injury Crash,11/28/2018 09:26:00 AM,No,Maryland (State),West,,3.0,West,0.0,FEET,LEVEL,UNIVERSITY BLVD W,DIRECTIONAL CROSSOVER,,,,UNKNOWN,SAME DIR REAR END,SEVERE WINDS,ICE,DAYLIGHT,OTHER,,,OTHER VEHICLE,,INTERSECTION RELATED,OTHER,STRAIGHT,OTHER,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.02457333,-77.01798667,"(39.02457333, -77.01798667)"
MCP3026009V,230021984,Montgomery County Police,Injury Crash,05/08/2023 01:08:00 PM,No,Interstate (State),East,,4.0,East,1.0,MILE,LEVEL,CAPITAL BELTWAY,OLD GEORGETOWN RD,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,,OTHER,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.01333417,-77.1320785,"(39.01333417, -77.1320785)"
EJ7801000T,190000359,Gaithersburg Police Depar,Property Damage Crash,01/03/2019 08:15:00 AM,No,Maryland (State),North,,3.0,North,100.0,FEET,LEVEL,GREAT SENECA HWY,MUDDY BRANCH RD,,,,UNKNOWN,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION RELATED,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.14042005,-77.22069819,"(39.14042005, -77.22069819)"
MCP3113001Y,190055328,Montgomery County Police,Injury Crash,11/16/2019 03:30:00 PM,No,US (State),South,,4.0,North,0.0,FEET,LEVEL,COLUMBIA PIKE,FAIRLAND RD,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.07268,-76.95650667,"(39.07268, -76.95650667)"
MCP31050018,180038131,Montgomery County Police,Injury Crash,08/01/2018 01:43:00 PM,No,County,West,,3.0,East,40.0,FEET,LEVEL,MIDDLEBROOK RD,OBSERVATION DR,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.1786795,-77.24136933,"(39.1786795, -77.24136933)"
EJ78330055,190013925,Gaithersburg Police Depar,Property Damage Crash,03/26/2019 12:30:00 PM,No,Maryland (State),South,,3.0,North,150.0,FEET,LEVEL,FREDERICK RD,CHRISTOPHER AVE,,GAITHERSBURG,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,INTERSECTION RELATED,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.15508333,-77.21529833,"(39.15508333, -77.21529833)"
MCP3073004N,200007955,Montgomery County Police,Property Damage Crash,02/17/2020 02:49:00 PM,No,Maryland (State),East,,4.0,East,0.0,FEET,LEVEL,VEIRS MILL RD,ASPEN HILL RD,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,,INTERSECTION,T-INTERSECTION,STRAIGHT,,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.06908167,-77.10507,"(39.06908167, -77.10507)"
MCP2656001R,170509262,Montgomery County Police,Property Damage Crash,05/22/2017 04:10:00 PM,No,Maryland (State),East,,2.0,East,999.0,FEET,LEVEL,SPENCERVILLE RD,OURSLER RD,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,OTHER VEHICLE,,,,STRAIGHT,NO DEFECTS,,39.113505,-76.95773333,"(39.113505, -76.95773333)"
MCP1436000F,180062934,Montgomery County Police,Injury Crash,12/17/2018 12:27:00 PM,No,County,South,,2.0,South,25.0,FEET,LEVEL,PARKLAWN DR,RANDOLPH RD,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,OTHER VEHICLE,,,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.05394,-77.106845,"(39.05394, -77.106845)"
MCP2228000C,180047012,Montgomery County Police,Injury Crash,09/20/2018 02:39:00 PM,No,County,South,,1.0,North,100.0,FEET,HILL CREST,OLD COLUMBIA PIKE,OLD BRIGGS CHANEY RD,,,,DRIVER,SAME DIR REAR END,,,DAYLIGHT,PERSON,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,,T-INTERSECTION,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.08689667,-76.94856333,"(39.08689667, -76.94856333)"
MCP3228004C,220053707,Montgomery County Police,Injury Crash,12/05/2022 03:04:00 PM,No,Maryland (State),North,,3.0,North,0.0,FEET,LEVEL,GEORGIA AVE,CORWIN DR,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,OTHER VEHICLE,OTHER VEHICLE,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, NOT DIVIDED",39.00767894,-77.03978612,"(39.00767894, -77.03978612)"
MCP3211003P,230011540,Montgomery County Police,Property Damage Crash,03/09/2023 09:40:00 AM,Yes,County,South,LEFT TURN LANE,3.0,West,5.0,FEET,LEVEL,DEMOCRACY BLVD,RAMP 2 FR DEMOCRACY BLVD TO IS 270Y NB,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",39.02150538,-77.14103218,"(39.02150538, -77.14103218)"
MCP28010025,170545273,Montgomery County Police,Property Damage Crash,11/27/2017 10:28:00 AM,No,US (State),South,,3.0,North,0.0,FEET,LEVEL,COLESVILLE RD,SPRING ST,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,"ALCOHOL PRESENT, N/A",,OTHER VEHICLE,,INTERSECTION,FOUR-WAY INTERSECTION,STRAIGHT,HOLES RUTS ETC,"TWO-WAY, DIVIDED, UNPROTECTED PAINTED MIN 4 FEET",38.99895861,-77.02620864,"(38.99895861, -77.02620864)"
MCP2813004C,180006739,Montgomery County Police,Property Damage Crash,02/08/2018 06:40:00 PM,No,Maryland (State),East,,2.0,East,10.0,FEET,GRADE DOWNHILL,NORBECK RD,BEGIN BRIDGE,,,,DRIVER,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,,,,OTHER VEHICLE,OTHER VEHICLE,,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",39.093925,-77.118305,"(39.093925, -77.118305)"
MCP3289002C,230020084,Montgomery County Police,Property Damage Crash,04/27/2023 07:26:00 AM,Yes,Maryland (State),South,,3.0,South,100.0,FEET,LEVEL,GEORGIA AVE,COLESVILLE RD,,,,DRIVER,SAME DIR REAR END,CLEAR,,DUSK,NO CONTROLS,"NONE DETECTED, UNKNOWN",,OTHER VEHICLE,,NON INTERSECTION,,STRAIGHT,NO DEFECTS,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",38.99606899,-77.02809085,"(38.99606899, -77.02809085)"
