Brand,Year,Model,Car/Suv,Title,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Fiat,2013,500,Convertible,2013 Fiat 500 Sport,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,6.3 L / 100 km,75164,Black / Black,"Carrum Downs, VIC",4 cyl,Convertible, 2 Doors, 4 Seats,10000-20000 AUD
Nissan,2014,Navara,Ute / Tray,2014 Nissan Navara ST-R (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.2 L / 100 km,191000,White / Grey,"Archerfield, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,10000-20000 AUD
Volkswagen,2014,Amarok,Ute / Tray,2014 Volkswagen Amarok TDI420 (4X4),USED,Automatic,"4 cyl, 2 L",4WD,Diesel,8.3 L / 100 km,272740,Brown / -,"Cardiff, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,10000-20000 AUD
Ford,2009,Falcon,Sedan,2009 Ford Falcon XR6,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,10.5 L / 100 km,190093,Blue / Black,"Blacktown, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Holden,2015,Captiva,Australian Car Sales Group - Car City Minchinbury,2015 Holden Captiva LTZ AWD,USED,Automatic,-,Other,Diesel,-,218445,Grey / Black,"Minchinbury, NSW",-,Wagon,,,10000-20000 AUD
Kia,2021,Picanto,Hatchback,2021 Kia Picanto S (PE),USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.8 L / 100 km,17586,Orange / -,"Alexandria, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Mitsubishi,2012,Triton,Ute / Tray,2012 Mitsubishi Triton GLX-R (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.9 L / 100 km,211658,Grey / -,"Bentleigh East, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,10000-20000 AUD
Kia,2014,Sportage,SUV,2014 Kia Sportage SI Premium (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.8 L / 100 km,104878,Grey / -,"Morningside, QLD",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Hyundai,2014,I20,Hatchback,2014 Hyundai I20 Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.9 L / 100 km,45900,- / -,"Wollongong, NSW",4 cyl,Hatchback, 3 Doors, 5 Seats,10000-20000 AUD
Suzuki,2020,Alto,USED Dealer ad,2020 Suzuki Alto X,USED,Automatic,-,Other,Unleaded,-,63665,White / Grey,"Braeside, VIC",-,,,,10000-20000 AUD
Holden,2013,Commodore,Sedan,2013 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,229933,White / Black,"Granville, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Volkswagen,2013,Golf,Hatchback,2013 Volkswagen Golf 90 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.4 L / 100 km,169766,Grey / Grey,"Dandenong, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Jeep,2019,Renegade,SUV,2019 Jeep Renegade Sport,USED,Manual,"4 cyl, 1.6 L",Front,Premium,6 L / 100 km,66014,Green / Black,"Homebush, NSW",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Mercedes-Benz,2006,Vito,Commercial,2006 Mercedes-Benz Vito 115CDI Compact Crew CAB,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,8.7 L / 100 km,128100,Black / Black,"Strathpine, QLD",4 cyl,Commercial, 4 Doors, 5 Seats,10000-20000 AUD
Hyundai,2012,I45,Sedan,2012 Hyundai I45 Premium,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9 L / 100 km,106059,Grey / -,"Osborne Park, WA",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Ford,2011,Ranger,Ute / Tray,2011 Ford Ranger XL 3.2 (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,306461,White / Black,"Minchinbury, NSW",5 cyl,Ute / Tray, 4 Doors, 4 Seats,10000-20000 AUD
Mercedes-Benz,2006,CLS500,Sedan,2006 Mercedes-Benz CLS500,USED,Automatic,"8 cyl, 5 L",Rear,Premium,17.8 L / 100 km,265584,Black / Black,"Bellevue, WA",8 cyl,Sedan, 4 Doors, 4 Seats,10000-20000 AUD
Volkswagen,2015,Polo,Hatchback,2015 Volkswagen Polo 81 TSI Comfortline,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,4.8 L / 100 km,39578,White / Grey,"Leichhardt, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Jeep,2014,Grand,SUV,2014 Jeep Grand Cherokee Blackhawk,USED,Automatic,"6 cyl, 3.6 L",4WD,Premium,10.4 L / 100 km,290932,Grey / -,"Slacks Creek, QLD",6 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Nissan,2011,Navara,Ute / Tray,2011 Nissan Navara ST (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,10.5 L / 100 km,260857,Silver / -,"Bentley, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,10000-20000 AUD
Nissan,2000,Patrol,SUV,2000 Nissan Patrol ST (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,0 L / 100 km,370553,Gold / -,"Victoria Park, WA",4 cyl,SUV, 4 Doors, 7 Seats,10000-20000 AUD
Nissan,2016,Pulsar,Sedan,2016 Nissan Pulsar ST,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.7 L / 100 km,128083,Grey / Black,"Brown Hill, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Ford,2010,Ranger,Ute / Tray,2010 Ford Ranger XL (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,9.3 L / 100 km,243558,White / Grey,"Moss Vale, NSW",4 cyl,Ute / Tray, 2 Doors, 2 Seats,10000-20000 AUD
Peugeot,2012,RCZ,Coupe,2012 Peugeot RCZ 1.6T,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,7.3 L / 100 km,146904,Silver / -,"Five Dock, NSW",4 cyl,Coupe, 2 Doors, 4 Seats,10000-20000 AUD
Nissan,2011,Navara,Ute / Tray,2011 Nissan Navara ST (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,10.5 L / 100 km,215843,Grey / Grey,"Minchinbury, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,10000-20000 AUD
Subaru,2014,Impreza,Hatchback,2014 Subaru Impreza 2.0I-S (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.8 L / 100 km,130641,Silver / Black,"Hamilton North, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Holden,2014,Commodore,Sedan,2014 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,207234,Black / -,"Minchinbury, NSW",6 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Nissan,2006,Patrol,The Cheap Car Co Pty Ltd,2006 Nissan Patrol ST,USED,Automatic,-,Other,Diesel,-,257031,Silver / -,"Rocklea, QLD",-,Wagon,,,10000-20000 AUD
Holden,2011,Commodore,Ute / Tray,2011 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,10.1 L / 100 km,201231,Green / -,"Traralgon, VIC",6 cyl,Ute / Tray, 2 Doors, 2 Seats,10000-20000 AUD
Nissan,2010,Patrol,SUV,2010 Nissan Patrol ST (4X4),USED,Manual,"4 cyl, 3 L",4WD,Diesel,10.9 L / 100 km,397206,Gold / -,"Beresfield, NSW",4 cyl,SUV, 4 Doors, 7 Seats,10000-20000 AUD
Mazda,2015,2,Hatchback,2015 Mazda 2 Genki,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,4.9 L / 100 km,94423,Black / Beige,"Gateshead, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Holden,2013,Cruze,Sedan,2013 Holden Cruze CD Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,124292,White / Black,"West Footscray, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Ford,2015,Focus,Hatchback,2015 Ford Focus Sport,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.2 L / 100 km,150787,Red / Black,"Broadmeadow, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Ford,2011,Territory,SUV,2011 Ford Territory TX (rwd),USED,Automatic,"6 cyl, 2.7 L",Rear,Diesel,8.2 L / 100 km,173093,White / -,"Forbes, NSW",6 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Audi,2016,Q3,SUV,2016 Audi Q3 1.4 Tfsi (110KW),USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.9 L / 100 km,115482,Red / -,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Holden,2017,Astra,Hatchback,2017 Holden Astra RS,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,6.3 L / 100 km,128928,Red / Grey,"Granville, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Holden,2009,Colorado,Ute / Tray,2009 Holden Colorado LX (4X2),USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,12.8 L / 100 km,218941,White / Cloth,"Nundah, QLD",6 cyl,Ute / Tray, 4 Doors, 5 Seats,10000-20000 AUD
Toyota,2010,Hilux,Ute / Tray,2010 Toyota Hilux SR,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,12.3 L / 100 km,290000,White / Grey Cloth,"Castle Hill, NSW",6 cyl,Ute / Tray, 2 Doors, 3 Seats,10000-20000 AUD
Holden,2016,Trax,SUV,2016 Holden Trax LS,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.6 L / 100 km,25273,White / -,"Maddington, WA",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Audi,2016,A3,Hatchback,2016 Audi A3 Sportback 1.4 Tfsi Attraction,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,4.9 L / 100 km,94803,White / -,"Five Dock, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Mazda,2011,2,Hatchback,2011 Mazda 2 NEO,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.8 L / 100 km,116649,Black / Black  Cloth,"West Footscray, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Holden,2015,Barina,Hatchback,2015 Holden Barina CD,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.6 L / 100 km,125581,Black / Black,"Armidale, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Mitsubishi,2011,Triton,Ute / Tray,2011 Mitsubishi Triton GLX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.1 L / 100 km,225536,White / -,"Camden, NSW",4 cyl,Ute / Tray, 2 Doors, 3 Seats,10000-20000 AUD
Holden,2015,Spark,Western City Autos - Car City Minchinbury,2015 Holden Spark LS,USED,Automatic,-,Front,Unleaded,-,97489,Blue / -,"Minchinbury, NSW",-,Hatchback,,,10000-20000 AUD
Toyota,2010,Yaris,Hatchback,2010 Toyota Yaris YR,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.5 L / 100 km,147626,White / -,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Mitsubishi,2011,Express,Commercial,2011 Mitsubishi Express SWB,USED,Manual,"4 cyl, 2.4 L",Rear,Unleaded,12 L / 100 km,135954,White / Grey,"Tuggerah, NSW",4 cyl,Commercial, 2 Doors, 2 Seats,10000-20000 AUD
Holden,2001,Commodore,Sedan,2001 Holden Commodore SS,USED,Automatic,"8 cyl, 5.7 L",Rear,Unleaded,13.5 L / 100 km,234384,Red / -,"Wangara, WA",8 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Toyota,2015,Corolla,Hatchback,2015 Toyota Corolla Ascent Sport,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,97000,White / Cloth,"Blacktown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Hyundai,2014,IX35,Trilogy Motor Group,2014 Hyundai IX35 Series II SE Wagon 5dr Spts Auto 6sp 2.0i [MY15],USED,Automatic,-,Other,-,-,111110,White / -,"Ermington, NSW",-,Wagon,,,10000-20000 AUD
Kia,2018,Sportage,SUV,2018 Kia Sportage SI (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,176576,Silver / Black,"Minchinbury, NSW",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Toyota,2006,Hilux,Ute / Tray,2006 Toyota Hilux SR5,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,12.1 L / 100 km,334566,White / -,"Thornleigh, NSW",6 cyl,Ute / Tray, 4 Doors, 5 Seats,10000-20000 AUD
Holden,2010,Commodore,Ute / Tray,2010 Holden Commodore SS,USED,Manual,"8 cyl, 6 L",Rear,Unleaded,14.5 L / 100 km,242000,Green / -,"Smithfield, NSW",8 cyl,Ute / Tray, 2 Doors, 2 Seats,10000-20000 AUD
Volkswagen,2019,Polo,Hatchback,2019 Volkswagen Polo 70 TSI Trendline,USED,Automatic,"3 cyl, 1 L",Front,Premium,5 L / 100 km,69985,Grey / Grey,"Nowra, NSW",3 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Hyundai,2015,I40,Wagon,2015 Hyundai I40 Active Tourer,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.5 L / 100 km,83239,Silver / -,"Sylvania, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,10000-20000 AUD
Toyota,2008,Corolla,USED Dealer ad,2008 Toyota Corolla Ascent,USED,Automatic,-,Front,Unleaded,-,174379,Black / Black,"Pakenham, VIC",-,,,,10000-20000 AUD
Holden,2012,Commodore,Sedan,2012 Holden Commodore SV6,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.5 L / 100 km,177036,Grey / -,"LOXTON, SA",6 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Mazda,2017,BT-50,Ute / Tray,2017 Mazda BT-50 XT (4X2),USED,Manual,"4 cyl, 2.2 L",Rear,Diesel,7.6 L / 100 km,182650,White / -,"Bayswater, VIC",4 cyl,Ute / Tray, 2 Doors, 3 Seats,10000-20000 AUD
Holden,2017,Astra,Hatchback,2017 Holden Astra RS,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,6.3 L / 100 km,27324,Grey / Black,"Castle Hill, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Mercedes-Benz,2009,C200,Sedan,2009 Mercedes-Benz C200 Kompressor Classic,USED,Automatic,"4 cyl, 1.8 L",Rear,Premium,8.2 L / 100 km,73989,Silver / -,"Cardiff, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Mitsubishi,2010,Lancer,Hatchback,2010 Mitsubishi Lancer ES Sportback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.3 L / 100 km,107135,Black / -,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Mercedes-Benz,2013,C-CLASS,Xtreme Car Sales Administration Pty Ltd,2013 Mercedes-Benz C-CLASS C250 Elegance,USED,Automatic,-,Rear,Premium,-,184900,Black / -,"Campbelltown, NSW",-,Wagon,,,10000-20000 AUD
Volkswagen,2011,Amarok,Ute / Tray,2011 Volkswagen Amarok TDI400 Highline (4X4),USED,Manual,"4 cyl, 2 L",4WD,Diesel,7.9 L / 100 km,236000,- / -,"Kenwick, WA",4 cyl,Ute / Tray, 4 Doors, 5 Seats,10000-20000 AUD
Suzuki,2021,Baleno,Hatchback,2021 Suzuki Baleno GL,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.4 L / 100 km,41781,Silver / -,"Ryde, NSW",4 cyl,Hatchback, 4 Doors, 5 Seats,10000-20000 AUD
Holden,2003,Commodore,Sedan,2003 Holden Commodore SS,USED,Automatic,"8 cyl, 5.7 L",Rear,Unleaded,13.5 L / 100 km,328290,Red / Grey,"Molendinar, QLD",8 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Toyota,2010,Camry,Sedan,2010 Toyota Camry Hybrid,USED,Automatic,"4 cyl, 2.4 L",Front,Hybrid,6 L / 100 km,148384,Bronze / -,"Blair Athol, SA",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Mitsubishi,2008,Pajero,SUV,2008 Mitsubishi Pajero GLX LWB (4X4),USED,Manual,"4 cyl, 3.2 L",4WD,Diesel,9.2 L / 100 km,326184,White / Grey,"Bayswater, VIC",4 cyl,SUV, 4 Doors, 7 Seats,10000-20000 AUD
Toyota,2012,Camry,Sedan,2012 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.8 L / 100 km,208330,White / Cloth,"Elderslie, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Mitsubishi,2011,Outlander,SUV,2011 Mitsubishi Outlander LS (7 Seat),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.3 L / 100 km,142780,White / -,"Campbelltown, NSW",4 cyl,SUV, 4 Doors, 7 Seats,10000-20000 AUD
Subaru,2012,XV,SUV,2012 Subaru XV 2.0I-L,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1 L / 100 km,222127,Orange / Cloth,"Ringwood, VIC",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Toyota,2008,Kluger,SUV,2008 Toyota Kluger KX-S (4X4),USED,Automatic,"6 cyl, 3.5 L",4WD,Unleaded,11 L / 100 km,279105,Black / -,"Braybrook, VIC",6 cyl,SUV, 4 Doors, 7 Seats,10000-20000 AUD
Toyota,2012,Corolla,Sedan,2012 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,112241,Silver / -,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Subaru,2015,Liberty,Sedan,2015 Subaru Liberty 2.5I Premium,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,7.3 L / 100 km,159566,White / Black,"Victoria Park, WA",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Holden,2015,Commodore,Sedan,2015 Holden Commodore Evoke,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,8.3 L / 100 km,126190,Blue / Grey,"Enfield, SA",6 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Jeep,2014,Compass,SUV,2014 Jeep Compass North (4X2),USED,Automatic,"4 cyl, 2 L",Rear,Premium,8.3 L / 100 km,163790,Black / -,"Parkdale, VIC",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Ford,2013,Fiesta,Hatchback,2013 Ford Fiesta LX,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.1 L / 100 km,123373,Blue / -,"Osborne Park, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
BMW,2008,X5,SUV,2008 BMW X5 3.0D,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,8.7 L / 100 km,213322,Grey / -,"Campbellfield, VIC",6 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Holden,2015,Trax,SUV,2015 Holden Trax LS Active,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7 L / 100 km,120435,Orange / Grey,"Branxton, NSW",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Jeep,2015,Compass,SUV,2015 Jeep Compass Limited (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Premium,8.6 L / 100 km,79800,Black / Black,"New Lambton, NSW",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Kia,2018,Picanto,Hatchback,2018 Kia Picanto S (aeb),USED,Manual,"4 cyl, 1.2 L",Front,Unleaded,5 L / 100 km,25986,White / -,"Victoria Park, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Jeep,2012,Grand,SUV,2012 Jeep Grand Cherokee Overland (4X4),USED,Automatic,"6 cyl, 3.6 L",AWD,Premium,11 L / 100 km,140521,Grey / Black,"Dudley Park, WA",6 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Hyundai,2013,Iload,Commercial,2013 Hyundai Iload,USED,Manual,"4 cyl, 2.4 L",Rear,Premium,10.1 L / 100 km,290951,White / -,"Osborne Park, WA",4 cyl,Commercial, 4 Doors, 3 Seats,10000-20000 AUD
Nissan,2009,Navara,Ute / Tray,2009 Nissan Navara ST (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,10.5 L / 100 km,182254,White / -,"Bacchus Marsh, VIC",4 cyl,Ute / Tray, 4 Doors, 5 Seats,10000-20000 AUD
Suzuki,2021,Ignis,SUV,2021 Suzuki Ignis GL,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,4.9 L / 100 km,22845,White / Black,"Nundah, QLD",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Holden,2013,Captiva,SUV,2013 Holden Captiva 7 LX (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,8.1 L / 100 km,167404,White / -,"Mentone, VIC",4 cyl,SUV, 4 Doors, 7 Seats,10000-20000 AUD
Toyota,2012,Estima,Nippon Motors,2012 Toyota Estima Aeras,USED,Automatic,-,Front,Unleaded,-,120738,White / Beige,"Ingleburn, NSW",-,Commercial,,,10000-20000 AUD
Holden,2012,Cruze,Sedan,2012 Holden Cruze SRI,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.9 L / 100 km,133132,Grey / Black Leather,"Fyshwick, ACT",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Ford,2017,Mondeo,Wagon,2017 Ford Mondeo Ambiente Tdci,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.3 L / 100 km,145449,Silver / Black,"Hendra, QLD",4 cyl,Wagon, 4 Doors, 5 Seats,10000-20000 AUD
BMW,2007,335I,Coupe,2007 BMW 335I,USED,Automatic,"6 cyl, 3 L",Rear,Premium,9.5 L / 100 km,187900,Grey / Beige,"Strathpine, QLD",6 cyl,Coupe, 2 Doors, 4 Seats,10000-20000 AUD
Mazda,2014,3,Hatchback,2014 Mazda 3 Maxx,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,5.8 L / 100 km,156603,White / Black,"Bendigo, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Mazda,2015,3,Hatchback,2015 Mazda 3 SP25 GT,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.1 L / 100 km,167670,Red / Black Leather,"Croydon, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Nissan,2008,X-Trail,SUV,2008 Nissan X-Trail ST-L (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Unleaded,9.3 L / 100 km,174047,Gold / Grey,"Geelong, VIC",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Mercedes-Benz,2013,A200,Hatchback,2013 Mercedes-Benz A200 BE,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,6.1 L / 100 km,115829,Blue / Grey,"Cannington, WA",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Mitsubishi,2009,Lancer,Sedan,2009 Mitsubishi Lancer ES,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.6 L / 100 km,134750,Gold / Grey,"Ringwood, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,10000-20000 AUD
Volkswagen,2017,Golf,Wagon,2017 Volkswagen Golf 110 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.6 L / 100 km,151413,White / -,"Arncliffe, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,10000-20000 AUD
Hyundai,2011,Accent,Hatchback,2011 Hyundai Accent Active,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.4 L / 100 km,112351,Blue / Grey,"West Footscray, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Hyundai,2015,Iload,Commercial,2015 Hyundai Iload,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8 L / 100 km,262568,White / Grey Cloth,"Elderslie, NSW",4 cyl,Commercial, 4 Doors, 3 Seats,10000-20000 AUD
Mazda,2015,BT-50,Ute / Tray,2015 Mazda BT-50 XT (4X4),USED,Manual,"5 cyl, 3.2 L",4WD,Diesel,8.9 L / 100 km,310230,White / -,"Cardiff, NSW",5 cyl,Ute / Tray, 2 Doors, 3 Seats,10000-20000 AUD
Toyota,2009,Estima,Sydney City Traders,2009 Toyota Estima Aeras,USED,Automatic,-,Other,-,-,112418,Silver / Black,"Five Dock, NSW",-,Wagon,,,10000-20000 AUD
Holden,2014,Barina,Hatchback,2014 Holden Barina CD,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.6 L / 100 km,119252,Grey / Grey,"West Footscray, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Holden,2018,Commodore,Wagon,2018 Holden Commodore LT,USED,Automatic,"4 cyl, 2 L",Front,Premium,7.7 L / 100 km,143806,White / Grey,"Hamilton North, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,10000-20000 AUD
Mazda,2014,3,Hatchback,2014 Mazda 3 SP25,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6 L / 100 km,191287,Grey / Black,"Maryville, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Toyota,2010,Estima,My Car Choice,2010 Toyota Estima G Edition,USED,Automatic,-,Other,Unleaded,-,89789,White / Black,"Greenacre, NSW",-,Wagon,,,10000-20000 AUD
Hyundai,2015,I30,Hatchback,2015 Hyundai I30 Active X,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.1 L / 100 km,147428,Black / -,"Cardiff, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10000-20000 AUD
Great,2019,Wall,Ute / Tray,2019 Great Wall Steed (4X4),USED,Manual,"4 cyl, 2 L",4WD,Diesel,9 L / 100 km,88974,White / -,"Beresfield, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,10000-20000 AUD
Ford,2013,Territory,SUV,2013 Ford Territory TS (rwd),USED,Automatic,"6 cyl, 2.7 L",Rear,Diesel,8.2 L / 100 km,157045,Red / Black,"Minchinbury, NSW",6 cyl,SUV, 4 Doors, 7 Seats,10000-20000 AUD
Mitsubishi,2013,Outlander,SUV,2013 Mitsubishi Outlander ES (4X2),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,141211,Blue / Black,"Granville, NSW",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
Mitsubishi,2017,Eclipse,SUV,2017 Mitsubishi Eclipse Cross Exceed (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3 L / 100 km,233608,Grey / Black,"Wangara, WA",4 cyl,SUV, 4 Doors, 5 Seats,10000-20000 AUD
