Source,Company Name,ICB Industry,Admission Date,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd),wiki_title,wiki_url,area_served,company_type,founded,founders,headquarters,industry,key_people,net_income,num_employees,operating_income,owner,parent,products,revenue,subsidiaries,total_assets,total_equity,traded_as,website
London,ALTERNATIVE INCOME REIT PLC,Real Estate,2017-6-6 0:00,Real Estate,United Kingdom,Europe,MAIN MARKET,No,46.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ALTERNATIVE LIQUIDITY FUND LIMITED,Financials,2015-9-17 0:00,Financial Services,Guernsey,Europe,MAIN MARKET,No,7.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ALTITUDE GROUP PLC,Technology,2005-11-7 0:00,Technology,United Kingdom,Europe,AIM,No,7.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ALTUS STRATEGIES PLC,Basic Materials,2017-8-10 0:00,Basic Resources,United Kingdom,Europe,AIM,No,41.7,,,,,,,,Altus Group,https://en.wikipedia.org/wiki/Altus_Group,,Public,2005; 20 years ago (2005),Gary Yeoman,"Toronto, Ontario, Canada",Real Estate Services and Software,Jim Hannon (CEO),,"2,800",,,,,C$735 million (FY 2022),,,,TSX: AIFS&P/TSX Composite Component,www.altusgroup.com
London,ALTYN PLC,Basic Materials,2014-12-19 0:00,Basic Resources,United Kingdom,Europe,MAIN MARKET,No,43.73,,,,,,,,FC Altyn Asyr,https://en.wikipedia.org/wiki/FC_Altyn_Asyr,,,2008; 17 years ago (2008),,,,,,,,,,,,,,,,altynasyrfk.com
London,ALUMASC GROUP PLC,Industrials,1986-5-30 0:00,Construction and Materials,United Kingdom,Europe,AIM,No,34.87,,,,,,,,Alumasc Group,https://en.wikipedia.org/wiki/Alumasc_Group,,Public Limited Company,1945; 80 years ago (1945),,United Kingdom,,John McCall(Chairman)Paul Hooper(Chief Executive Officer),,,,,,Building & engineering products,£76 million,,,,LSE: ALU,www.alumasc.co.uk
London,ALUMINIUM BAHRAIN B.S.C.,Basic Materials,2010-11-30 0:00,Basic Resources,Bahrain,Middle East,MAIN MARKET,Yes,,,,,,,,,Bahrain Petroleum Company,https://en.wikipedia.org/wiki/Bahrain_Petroleum_Company,,State-owned enterprise,1929 (1929) (original company)[a]1999 (1999) (current company),Standard Oil Company of California (original company),"Awali, Bahrain",Petroleum,Abdulrahman Jawahery (CEO),,,,Government of Bahrain,,,,,,,,www.bapco.net
London,AMATI AIM VCT PLC,Financials,2001-2-22 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,189.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,AMEDEO AIR FOUR PLUS LIMITED,Industrials,2015-5-13 0:00,Industrial Goods and Services,Guernsey,Europe,MAIN MARKET,No,139.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,AMER GROUP HOLDING COMPANY S.A.E,Real Estate,2017-10-6 0:00,Real Estate,Egypt,Middle East,ADMISSION TO TRADING ONLY,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,AMIAD WATER SYSTEMS LTD,Utilities,2005-12-5 0:00,Utilities,Israel,Middle East,AIM,Yes,72.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,AMIGO HOLDINGS PLC,Financials,2018-6-29 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,42.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,AMINEX PLC,Energy,1995-7-6 0:00,Energy,Ireland,Europe,MAIN MARKET,Yes,38.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,AMINO TECHNOLOGIES PLC,Telecommunications,2004-6-9 0:00,Telecommunications,United Kingdom,Europe,AIM,No,90.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,AMRYT PHARMA PLC,Health Care,2016-4-19 0:00,Health Care,United Kingdom,Europe,AIM,No,333.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,AMUR MINERALS CORPORATION,Basic Materials,2006-3-15 0:00,Basic Resources,British Virgin Islands,North America,AIM,Yes,26.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ANA HOLDINGS INC.,Consumer Discretionary,1991-10-10 0:00,Travel and Leisure,Japan,Asia,ADMISSION TO TRADING ONLY,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ANDREWS SYKES GROUP PLC,Industrials,2001-12-24 0:00,Industrial Goods and Services,United Kingdom,Europe,AIM,No,210.87,,,,,,,,Andrews Sykes Group,https://en.wikipedia.org/wiki/Andrews_Sykes_Group,,Public limited company,1857,,"Wolverhampton, England, United Kingdom",Climate control,"Carl Webb, Managing DirectorJacques Murray, Chairman",,600 approx.,,,,,,,,,,www.andrews-sykes.com
London,ANEMOI INTERNATIONAL LTD,Financials,2020-10-26 0:00,Financial Services,British Virgin Islands,North America,MAIN MARKET,Yes,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ANEXO GROUP PLC,Industrials,2018-6-20 0:00,Industrial Goods and Services,United Kingdom,Europe,AIM,No,146.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ANGLE PLC,Health Care,2004-3-17 0:00,Health Care,United Kingdom,Europe,AIM,No,76.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ANGLESEY MINING PLC,Basic Materials,1988-6-6 0:00,Basic Resources,United Kingdom,Europe,MAIN MARKET,No,3.64,,,,,,,,Anglesey Mining,https://en.wikipedia.org/wiki/Anglesey_Mining,,,,Imperial Metals Corporation (Canada),United Kingdom,,,,,,,,Mining,,,,,LSE: AYM,angleseymining.co.uk
London,ANGLING DIRECT PLC,Consumer Discretionary,2017-7-13 0:00,Retail,United Kingdom,Europe,AIM,No,42.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ANGLO AFRICAN AGRICULTURE PLC,Financials,2015-7-22 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ANGLO AFRICAN OIL & GAS PLC,Energy,2017-3-6 0:00,Energy,United Kingdom,Europe,AIM,No,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ANGLO AMERICAN PLC,Basic Materials,1999-5-24 0:00,Basic Resources,United Kingdom,Europe,MAIN MARKET,No,24687.88,,,,,,,,Anglo American plc,https://en.wikipedia.org/wiki/Anglo_American_plc,Worldwide,Public,1917 (Johannesburg)(Anglo American Corporation)1999 (London)(Anglo American plc),Ernest Oppenheimer,"London, England, UK",Metals and mining,Stuart Chambers(chairman of the board)Duncan Wanblad (chief executive),US$(2.788) billion (2024),"60,000 (2024)",US$5.012 billion (2024),,,Copperdiamondsiron oremetallurgical coalnickelplatinumthermal coal,US$27.354 billion (2024),"De Beers, Kumba Iron Ore",,,LSE: AALJSE: AGLFTSE 100 Component,angloamerican.com
London,ANGLO ASIAN MINING PLC,Basic Materials,2005-7-29 0:00,Basic Resources,United Kingdom,Europe,AIM,No,134.98,,,,,,,,Anglo American plc,https://en.wikipedia.org/wiki/Anglo_American_plc,Worldwide,Public,1917 (Johannesburg)(Anglo American Corporation)1999 (London)(Anglo American plc),Ernest Oppenheimer,"London, England, UK",Metals and mining,Stuart Chambers(chairman of the board)Duncan Wanblad (chief executive),US$(2.788) billion (2024),"60,000 (2024)",US$5.012 billion (2024),,,Copperdiamondsiron oremetallurgical coalnickelplatinumthermal coal,US$27.354 billion (2024),"De Beers, Kumba Iron Ore",,,LSE: AALJSE: AGLFTSE 100 Component,angloamerican.com
London,ANGLO-EASTERN PLANTATIONS PLC,Consumer Staples,1985-4-24 0:00,"Food, Beverage and Tobacco",United Kingdom,Europe,MAIN MARKET,No,189.26,,,,,,,,Anglo-Eastern Plantations,https://en.wikipedia.org/wiki/Anglo-Eastern_Plantations,,Public,1985,,"London, England",Food,"Jonathan Law Ngee Song, Chair Kevin Wong, CEO",£67.6 million (2024),,£81.7 million (2024),,,Palm oilPalm kernels,£372.3 million (2024),,,,LSE: AEP,www.angloeastern.co.uk
London,ANGLO PACIFIC GROUP PLC,Basic Materials,1996-12-30 0:00,Basic Resources,United Kingdom,Europe,MAIN MARKET,No,188.24,,,,,,,,Anglo-Indian people,https://en.wikipedia.org/wiki/Anglo-Indian_people,,,,,,,,,,,,,,,,,,,
London,ANGUS ENERGY PLC,Energy,2016-11-14 0:00,Energy,United Kingdom,Europe,AIM,No,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ANIMALCARE GROUP PLC,Health Care,2008-1-15 0:00,Health Care,United Kingdom,Europe,AIM,No,105.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ANPARIO PLC,Health Care,2006-11-28 0:00,Health Care,United Kingdom,Europe,AIM,No,98.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ANTOFAGASTA PLC,Basic Materials,1982-7-5 0:00,Basic Resources,United Kingdom,Europe,MAIN MARKET,No,10149.39,,,,,,,,Antofagasta plc,https://en.wikipedia.org/wiki/Antofagasta_plc,Worldwide,Public limited company,1888; 137 years ago (1888),,"London, England, UK",Mining,Jean-Paul Luksic Fontbona (Chairperson)Iván Arriagada (CEO),"US$1,316.0 million (2024)","29,000 (2025)","US$1,713.5 million (2024)",,,Copper,"US$6,613.4 million (2024)",,,,LSE: ANTOFTSE 100 Component,www.antofagasta.co.uk
London,AO WORLD PLC,Consumer Discretionary,2014-3-3 0:00,Retail,United Kingdom,Europe,MAIN MARKET,No,1725.14,,,,,,,,AO World,https://en.wikipedia.org/wiki/AO_World,United Kingdom,Public limited company,2000; 25 years ago (2000),John Roberts,"Bolton, England, UK",Online retail,John Roberts (Chief executive officer)Geoff Cooper(Chairman),£24.7 million (2024),"2,842 (2024)",£36.2 million (2024),Frasers Group (25.01%)Camelot Capital Partners (20.4%)John Roberts (18.3%)Odey Asset Management (5.2%),,,"£1,039.3 million (2024)",,,,LSE: AO.,www.ao-world.com
London,APAX GLOBAL ALPHA LIMITED,Financials,2015-6-15 0:00,Financial Services,Guernsey,Europe,MAIN MARKET,No,780.85,,,,,,,,Apax Global Alpha,https://en.wikipedia.org/wiki/Apax_Global_Alpha,,Public company,2015; 10 years ago (2015),,"London, United Kingdom",Financial services,Tim Breedon (Chairman),,,,,,Investment trust,,,,,LSE: APAX,www.apaxglobalalpha.com
London,APPLEGREEN PLC,Consumer Discretionary,2015-6-19 0:00,Retail,Ireland,Europe,AIM,Yes,340.29,,,,,,,,Applegreen,https://en.wikipedia.org/wiki/Applegreen,,,"Dublin, Ireland (1992)",,"Park West, Dublin, Ireland",Retail,Bob Etchingham (co-owner)Joe Barrett (co-owner),,,,,,,€3.1bn (2019),,,,,applegreenstores.com
London,APPLIED GRAPHENE MATERIALS PLC,Basic Materials,2013-11-20 0:00,Chemicals,United Kingdom,Europe,AIM,No,14.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,APPRECIATE GROUP PLC,Financials,2007-10-26 0:00,Financial Services,United Kingdom,Europe,AIM,No,47.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,APQ GLOBAL LIMITED,Financials,2016-8-26 0:00,Financial Services,Guernsey,Europe,AIM,No,13.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,APTITUDE SOFTWARE GROUP PLC,Technology,1984-5-2 0:00,Technology,United Kingdom,Europe,MAIN MARKET,No,270.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,AQUILA EUROPEAN RENEWABLES INCOME FUND PLC,Financials,2019-6-5 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,595.83,,,,,,,,Aquila Capital,https://en.wikipedia.org/wiki/Aquila_Capital,Worldwide,Private (GmbH),2001; 24 years ago (2001),,"Hamburg, Germany",Financial services,"Roman Rosslenbroich, CEODieter Rentsch, CIO",,400+ (2019),,,Aquila Group,"Sustainable investments, including solar pv, wind, hydropower and battery storage, green logistics, real estate, data centres, energy efficiency, forestry, and infrastructure",,,,,,www.aquila-capital.de
London,AQUILA SERVICES GROUP PLC,Financials,2014-8-28 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,10.36,,,,,,,,Aquila Capital,https://en.wikipedia.org/wiki/Aquila_Capital,Worldwide,Private (GmbH),2001; 24 years ago (2001),,"Hamburg, Germany",Financial services,"Roman Rosslenbroich, CEODieter Rentsch, CIO",,400+ (2019),,,Aquila Group,"Sustainable investments, including solar pv, wind, hydropower and battery storage, green logistics, real estate, data centres, energy efficiency, forestry, and infrastructure",,,,,,www.aquila-capital.de
London,AQUIS EXCHANGE PLC,Financials,2018-6-14 0:00,Financial Services,United Kingdom,Europe,AIM,No,118.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ARABIAN FOOD INDUSTRIES COMPANY DOMTY S.A.E.,Consumer Staples,2016-9-21 0:00,"Food, Beverage and Tobacco",Egypt,Middle East,ADMISSION TO TRADING ONLY,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ARBUTHNOT BANKING GROUP PLC,Financials,2005-6-27 0:00,Financial Services,United Kingdom,Europe,AIM,No,93.8,,,,,,,,Arbuthnot Latham,https://en.wikipedia.org/wiki/Arbuthnot_Latham,,Limited company,13 May 1833 (re-founded August 1994),,"London, England",Financial services,Sir Nigel Boardman(Chairman)Sir Henry Angest(President)Andrew Salmon(CEO),£16.5 million (2022),,£137.4 million (2022),,Arbuthnot Banking Group plc,Private bankingCommercial bankingWealth managementInvestment management,£120 million (2022),Renaissance Asset Finance,,,AIM: ARBB FTSE AIM All-Share Component,www.arbuthnotlatham.co.uk
London,ARC MINERALS LIMITED,Basic Materials,2010-9-15 0:00,Basic Resources,British Virgin Islands,North America,AIM,Yes,36.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ARCONTECH GROUP PLC,Technology,2000-12-4 0:00,Technology,United Kingdom,Europe,AIM,No,24.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ARDEN PARTNERS PLC,Financials,2006-7-19 0:00,Financial Services,United Kingdom,Europe,AIM,No,3.63,,,,,,,,Arden University,https://en.wikipedia.org/wiki/Arden_University,,"Private, for-profit university",,,,,,,,,Global University Systems,,,,,,,,arden.ac.uk
London,ARENA EVENTS GROUP PLC,Consumer Discretionary,2017-7-25 0:00,Travel and Leisure,United Kingdom,Europe,AIM,No,11.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ARGENTEX GROUP PLC,Financials,2019-6-25 0:00,Financial Services,United Kingdom,Europe,AIM,No,123.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ARGO BLOCKCHAIN PLC,Technology,2018-8-3 0:00,Technology,United Kingdom,Europe,MAIN MARKET,No,19.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ARGO GROUP LIMITED,Financials,2008-11-18 0:00,Financial Services,Isle of Man,Europe,AIM,No,6.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ARGOS RESOURCES LIMITED,Energy,2010-7-29 0:00,Energy,Falkland Islands,Latin America,AIM,Yes,3.86,,,,,,,,Argos (retailer),https://en.wikipedia.org/wiki/Argos_(retailer),United Kingdom,Subsidiary,1973; 52 years ago (1973),Richard Tompkins,"London, England",Retail,Simon Roberts (CEO),,"7,731 (2024)",£38.6 million (2024),Sainsbury's,Argos Holdings Limited,Consumer goods,£4.23 billion (2024),,,,,argos.co.uk
London,ARIANA RESOURCES PLC,Basic Materials,2005-7-28 0:00,Basic Resources,United Kingdom,Europe,AIM,No,54.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ARIX BIOSCIENCE PLC,Financials,2017-2-17 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,143.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ARKLE RESOURCES PLC,Basic Materials,2007-7-31 0:00,Basic Resources,Ireland,Europe,AIM,Yes,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ARMADALE CAPITAL PLC,Basic Materials,2006-2-13 0:00,Basic Resources,United Kingdom,Europe,AIM,No,15.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ARRICANO REAL ESTATE PLC,Real Estate,2013-9-12 0:00,Real Estate,Cyprus,Europe,AIM,Yes,23.96,,,,,,,,Arricano Real Estate plc,https://en.wikipedia.org/wiki/Arricano_Real_Estate_plc,,Public limited company,2005,,"Kyiv, Ukraine","Real estate development, retail",,,,,,,Commercial real estate,,,,,,www.arricano.com
London,ARROW GLOBAL GROUP PLC,Financials,2013-10-11 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,222.43,,,,,,,,Arrow Electronics,https://en.wikipedia.org/wiki/Arrow_Electronics,,Public,"1935; 90 years ago (1935) in New York City, U.S.",,"Centennial, Colorado, U.S.",Electronics,,US$392 million (2024),"21,500+ (2024)",US$769 million (2024),,,,US$27.9 billion (2024),,US$21.8 billion (2024),US$5.76 billion (2024),NYSE: ARWS&P 400 component,arrow.com
London,ARTEMIS ALPHA TRUST PLC,Financials,1998-10-16 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,106.08,,,,,,,,Artemis program,https://en.wikipedia.org/wiki/Artemis_program,,,,,,,,,,,,,,,,,,,
London,ASA INTERNATIONAL GROUP PLC,Financials,2018-7-13 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,220.0,,,,,,,,Asa Resources Group,https://en.wikipedia.org/wiki/Asa_Resources_Group,,Public limited company,"September 27, 1987; 38 years ago (1987-09-27) in City of London, United Kingdom",,"City of London, United Kingdom",Mining,,,,,,,,,,,,AIM: ASA (until 2018),www.asaresource.co.uk
London,ASCENTIAL PLC,Technology,2016-2-9 0:00,Technology,United Kingdom,Europe,MAIN MARKET,No,1113.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ASCENT RESOURCES PLC,Energy,2004-11-10 0:00,Energy,United Kingdom,Europe,AIM,No,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ASEANA PROPERTIES LIMITED,Real Estate,2007-4-5 0:00,Real Estate,Jersey,Europe,MAIN MARKET,No,52.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ASHLEY HOUSE PLC,Industrials,2007-1-15 0:00,Construction and Materials,United Kingdom,Europe,AIM,No,0.74,,,,,,,,Ashley Olsen,https://en.wikipedia.org/wiki/Ashley_Olsen,,,,,,,,,,,,,,,,,,,
London,ASHMORE GROUP PLC,Financials,2006-10-17 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,2538.78,,,,,,,,Ashmore Group,https://en.wikipedia.org/wiki/Ashmore_Group,,Public,1992; 33 years ago (1992),,"London, United Kingdom",Asset management,David Bennett (chairman)Mark Coombs (CEO),£98.2 million (2024),305 (2024),£57.2 million (2024),,,,£189.0 million (2024),,£979.7 million (2024),£890.8 million (2024),LSE: ASHMFTSE 250 ComponentOTC Pink: AJMPF,www.ashmoregroup.com
London,ASHOKA INDIA EQUITY INVESTMENT TRUST PLC,Financials,2018-7-6 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,72.72,,,,,,,,Ashoka India Equity Investment Trust,https://en.wikipedia.org/wiki/Ashoka_India_Equity_Investment_Trust,,Public company,2018; 7 years ago (2018),,"London, England",Investment trust,Andrew Watkins (chair),,,,,,,,,,,LSE: AIEFTSE 250 Index component,www.ashokaindiaequity.com
London,ASHPOL PLC,,1985-12-6 0:00,,United Kingdom,Europe,MAIN MARKET,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ASHTEAD GROUP PLC,Industrials,1990-10-8 0:00,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,12580.67,,,,,,,,Ashtead Group,https://en.wikipedia.org/wiki/Ashtead_Group,,Public limited company,1947; 78 years ago (1947),,"London, England, UKSouth Carolina, United States (operational)",Plant hire,Paul Walker (Chairperson)Brendan Horgan (CEO),"£1,598.4 million (2024)","25,344 (2025)","£2,774.9 million (2024)",,,,"£9,630.2 million (2024)",,,,LSE: AHTFTSE 100 Component,ashtead-group.com
London,ASIA CEMENT CORPORATION,Industrials,1996-9-16 0:00,Construction and Materials,Taiwan,Asia,PROFESSIONAL SECURITIES MARKET,Yes,,,,,,,,,Asia Cement Corporation,https://en.wikipedia.org/wiki/Asia_Cement_Corporation,,,21 March 1957,,"Da'an, Taipei, Taiwan",cement,,,,,,,,,,,,,Official website
London,ASIA DRAGON TRUST PLC,Financials,1987-9-7 0:00,Financial Services,United Kingdom,Europe,MAIN MARKET,No,566.8,,,,,,,,Invesco Asia Dragon Trust,https://en.wikipedia.org/wiki/Invesco_Asia_Dragon_Trust,"Asia, Australasia, Far East",,11 July 1995; 30 years ago (1995-07-11),,,Investment Management,,,,,,,,,,,,LSE: IADFTSE 250 component,Official Site
London,ASIAMET RESOURCES LIMITED,Basic Materials,2006-12-13 0:00,Basic Resources,Bermuda,North America,AIM,Yes,62.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ASIMILAR GROUP PLC,Financials,2003-4-2 0:00,Financial Services,United Kingdom,Europe,AIM,No,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ASOS PLC,Consumer Discretionary,2001-10-3 0:00,Retail,United Kingdom,Europe,AIM,No,4397.63,,,,,,,,ASOS (retailer),https://en.wikipedia.org/wiki/ASOS_(retailer),Worldwide,Public,3 June 2000; 25 years ago (2000-06-03),Nick RobertsonAndrew ReganQuentin GriffithsDeborah Thorpe,"London, England",Clothing industryOnline shopping,Jørgen Lindemann (Chairman)José Antonio Ramos Calamonte (CEO)Anders Holch Povlsen (26.41% stake),£(338.7) million (2024),"3,027 (2024)",£(81.5) million (2024),,,ClothesShoesAccessoriesBeautyGifts,"£2,896.0 million (2024)",ASOS.com LimitedTopshop (25% stake)Topman (25% stake)Miss SelfridgeHIIT,,,LSE: ASC,asos.comasosplc.commarketplace.asos.com
London,ASSETCO PLC,Industrials,2007-3-30 0:00,Industrial Goods and Services,United Kingdom,Europe,AIM,No,50.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,ASSOCIATED BRITISH ENGINEERING PLC,Industrials,1937-11-5 0:00,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET,No,0.31,,,,,,,,Associated British Engineering,https://en.wikipedia.org/wiki/Associated_British_Engineering,,,,,United Kingdom,,,,,,,,Engineering,,,,,LSE: ASBE,www.abeplc.co.uk
London,ASSOCIATED BRITISH FOODS PLC,Consumer Staples,1994-8-1 0:00,"Food, Beverage and Tobacco",United Kingdom,Europe,MAIN MARKET,No,13438.67,,,,,,,,Associated British Foods,https://en.wikipedia.org/wiki/Associated_British_Foods,Worldwide,Public,20 October 1935; 90 years ago (1935-10-20),W. Garfield Weston,"London, England, UK",Food processingRetail,Michael McLintock (Chairperson)George G. Weston (CEO),£1.480 billion (2024),"138,000 (2025)",£1.998 billion (2024),Wittington Investments (54.5%),,Foodingredients,£20.073 billion (2024),AB AgriAB MauriAB SugarAB World FoodsAllied BakeriesAllied MillsACH Food CompaniesBritish SugarDorset CerealsIllovo SugarPrimarkWander AG,£19.014 billion (2024),£11.278 billion (2024),LSE: ABFFTSE 100 Component,abf.co.uk
London,ASSURA PLC,Real Estate,2015-1-28 0:00,Real Estate,United Kingdom,Europe,MAIN MARKET,No,2030.01,,,,,,,,Assura plc,https://en.wikipedia.org/wiki/Assura_plc,,Public,2003; 22 years ago (2003),,"Altrincham, United Kingdom",Property,"Ed Smith (Chairman), Jonathan Murphy (CEO)",£102.3 million (2024),,£129.5 million (2024),Primary Health Properties,,Investing in healthcare property,£150.2 million (2024),Assura Properties Plc; Assura Financing Plc,,,LSE: AGR,www.assuraplc.com
London,ASTON MARTIN LAGONDA GLOBAL HOLDINGS PLC,Consumer Discretionary,2018-10-3 0:00,Automobiles and Parts,United Kingdom,Europe,MAIN MARKET,No,989.53,,,,,,,,Aston Martin,https://en.wikipedia.org/wiki/Aston_Martin,Worldwide,Public limited company,15 January 1913; 112 years ago (1913-01-15),Lionel MartinRobert Bamford,"Gaydon, Warwickshire, England, United Kingdom",Automotive,Lawrence Stroll(Executive Chairman) Adrian Hallmark(Chief Executive Officer) Marek Reichman(Chief Creative Officer),−£323.5 million (2024),,−£82.8 million (2024),,,Luxury carsSports carsGrand tourers,"£1,583.9 million (2024)",Aston Martin Racing,,,LSE: AMLFTSE 250 component,astonmartinlagonda.com
London,ASTRAZENECA PLC,Health Care,1993-6-1 0:00,Health Care,United Kingdom,Europe,MAIN MARKET,No,101912.93,,,,,,,,AstraZeneca,https://en.wikipedia.org/wiki/AstraZeneca,Global,Public,6 April 1999; 26 years ago (1999-04-06),,"Cambridge Biomedical Campus, Cambridge, England",PharmaceuticalBiotechnology,Michel Demaré (chairman)Sir Pascal Soriot (CEO),US$7.041 billion (2024),"89,900 (2025)",US$10.003 billion (2024),,,Pharmaceutical drugsvaccines,US$54.073 billion (2024),Alexion PharmaceuticalsMedImmune,US$104.035 billion (2024),US$40.871 billion (2024),LSE: AZNNasdaq Stockholm: AZNNasdaq: AZN (ADR)FTSE 100 componentOMX Stockholm 30 componentNasdaq-100 component,astrazeneca.com
