Source,Company Name,ICB Industry,Admission Date,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (￡m),Stock Code,Listing Status,Director's English Name,Capacity,Position,Appointment Date (yyyy-mm-dd),Resignation Date (yyyy-mm-dd)
Hong Kong,Y. T. Realty Group Limited,Real Estate,,,,,,,75.0,Current,LAI De Gang,Independent Non Executive Director,,2023-08-10,
London,EMPIRIC STUDENT PROPERTY PLC,Real Estate,2014-6-30 0:00,United Kingdom,Europe,MAIN MARKET,No,325.71,,,,,,,
Hong Kong,DIT Group Limited,Real Estate,,,,,,,726.0,Current,GUO Jian Feng,Non Executive Director,,2022-01-07,
London,FOXTONS GROUP PLC,Real Estate,2013-9-25 0:00,United Kingdom,Europe,MAIN MARKET,No,112.23,,,,,,,
London,CIVITAS SOCIAL HOUSING PLC,Real Estate,2016-11-18 0:00,United Kingdom,Europe,MAIN MARKET,No,646.51,,,,,,,
London,CAPITAL & REGIONAL PLC,Real Estate,1995-5-22 0:00,United Kingdom,Europe,MAIN MARKET,No,41.49,,,,,,,
Hong Kong,Raffles Interior Limited,Real Estate,,,,,,,1376.0,Current,DING Hing Hui,Executive Director,,2019-03-25,
Hong Kong,Differ Group Auto Limited,Real Estate,,,,,,,6878.0,Current,PAN Hui Li,Executive Director,,2025-01-01,2025-08-18
Hong Kong,Sheng Tang Holdings Limited,Real Estate,,,,,,,8305.0,Current,CHAN Chi Hang,Independent Non Executive Director - A/F,,2018-06-04,
Hong Kong,"China Motor Bus Company, Limited",Real Estate,,,,,,,26.0,Current,ARNETT Lynne Jane,Independent Non Executive Director,,2024-09-06,
Hong Kong,"C&D Property Management Group Co., Ltd",Real Estate,,,,,,,2156.0,Current,HUANG Dang Hui,Executive Director,CEO,2020-09-22,
Hong Kong,Sunac China Holdings Limited,Real Estate,,,,,,,1918.0,Current,HUANG Shu Ping,Executive Director,,2016-11-24,
London,NEWRIVER REIT PLC,Real Estate,2016-8-18 0:00,United Kingdom,Europe,MAIN MARKET,No,194.49,,,,,,,
Hong Kong,Sino-Ocean Group Holding Limited,Real Estate,,,,,,,3377.0,Current,CHAI Juan,Executive Director,,2023-06-26,
Hong Kong,New City Development Group Limited,Real Estate,,,,,,,456.0,Current,CHAN Yiu Tung Anthony,Independent Non Executive Director,,2002-08-01,
Hong Kong,Sunac Services Holdings Limited,Real Estate,,,,,,,1516.0,Current,CAO Hong Ling,Executive Director,CEO,2019-01-10,
Hong Kong,Wharf Real Estate Investment Company Limited,Real Estate,,,,,,,1997.0,Current,AU Siu Kee Alexander,Independent Non Executive Director,,2017-10-23,
London,ARRICANO REAL ESTATE PLC,Real Estate,2013-9-12 0:00,Cyprus,Europe,AIM,Yes,23.96,,,,,,,
Hong Kong,Hopson Development Holdings Limited,Real Estate,,,,,,,754.0,Current,AU Wai Kin,Executive Director,,1997-07-28,
Hong Kong,Overseas Chinese Town (Asia) Holdings Limited,Real Estate,,,,,,,3366.0,Current,CHU Wing Yiu,Independent Non Executive Director,,2019-06-19,
Hong Kong,"China Vanke Co., Ltd.",Real Estate,,,,,,,2202.0,Current,HU Guo Bin,Non Executive Director,,2020-06-30,
Hong Kong,Powerlong Real Estate Holdings Limited,Real Estate,,,,,,,1238.0,Current,AU YEUNG Po Fung,Independent Non Executive Director - A/F,,2025-08-01,
Hong Kong,Anhui Conch Cement Company Limited,Real Estate,,,,,,,914.0,Current,FAN Zhan,Executive Director,,2025-05-29,
London,HUNTERS PROPERTY PLC,Real Estate,2015-7-2 0:00,United Kingdom,Europe,AIM,No,17.56,,,,,,,
Hong Kong,SOHO China Limited,Real Estate,,,,,,,410.0,Current,HUANG Jing Sheng,Independent Non Executive Director,,2018-08-01,
Hong Kong,"Financial Street Property Co., Limited",Real Estate,,,,,,,1502.0,Current,GUO Ming Ming,Non Executive Director,,2024-10-10,
Hong Kong,Hang Lung Properties Limited,Real Estate,,,,,,,101.0,Current,CHAN Ka Ching Andrew,Independent Non Executive Director,,2015-12-24,
Hong Kong,Guoco Group Limited,Real Estate,,,,,,,53.0,Current,BROUGH Paul Jeremy,Independent Non Executive Director,,2021-11-08,
London,SAVILLS PLC,Real Estate,2006-5-11 0:00,United Kingdom,Europe,MAIN MARKET,No,1189.57,,,,,,,
Hong Kong,MOS House Group Limited,Real Estate,,,,,,,1653.0,Current,HUI Chun Tak,Independent Non Executive Director - A/F,,2021-12-08,
London,HARWORTH GROUP PLC,Real Estate,1994-12-30 0:00,United Kingdom,Europe,MAIN MARKET,No,292.8,,,,,,,
Hong Kong,Nanyang Holdings Limited,Real Estate,,,,,,,212.0,Current,CHEN Jennie,Executive Director,,2003-09-04,
Hong Kong,SEA Holdings Limited,Real Estate,,,,,,,251.0,Current,CHAN Kwok Wai,Independent Non Executive Director - A/F,,2019-06-01,
Hong Kong,Hang Lung Group Limited,Real Estate,,,,,,,10.0,Current,CHAN Lok Chung Gerald,Non Executive Director,,1986-11-25,
London,CIRCLE PROPERTY PLC,Real Estate,2016-2-16 0:00,Jersey,Europe,AIM,No,44.57,,,,,,,
Hong Kong,China State Construction International Holdings Limited,Real Estate,,,,,,,3311.0,Current,CHAN Fan Frank,Independent Non Executive Director,,2024-06-06,
Hong Kong,HKR International Limited,Real Estate,,,,,,,480.0,Current,CHA Mou Daid Johnson,Non Executive Director,,2004-12-02,
London,BMO REAL ESTATE INVESTMENTS LIMITED,Real Estate,2004-6-1 0:00,Guernsey,Europe,MAIN MARKET,No,133.83,,,,,,,
London,LOK'N STORE GROUP PLC,Real Estate,2000-6-28 0:00,United Kingdom,Europe,AIM,No,155.42,,,,,,,
Hong Kong,Sun Hung Kai Properties Limited,Real Estate,,,,,,,16.0,Current,CHAN Hong Ki Robert,Executive Director,,2022-08-23,
Hong Kong,Standard Development Group Limited,Real Estate,,,,,,,1867.0,Current,LIU Zhan Cheng,Executive Director,"Chairman, CEO",2021-05-20,
London,SHAFTESBURY PLC,Real Estate,1987-10-20 0:00,United Kingdom,Europe,MAIN MARKET,No,1398.75,,,,,,,
London,UK COMMERCIAL PROPERTY REIT LIMITED,Real Estate,2006-9-22 0:00,Guernsey,Europe,MAIN MARKET,No,886.2,,,,,,,
London,BIG YELLOW GROUP PLC,Real Estate,2002-6-7 0:00,United Kingdom,Europe,MAIN MARKET,No,1933.58,,,,,,,
Hong Kong,Sino Land Company Limited,Real Estate,,,,,,,83.0,Current,ARCULLI Ronald Joseph,Non Executive Director,,2005-07-01,
London,PURPLEBRICKS GROUP PLC,Real Estate,2015-12-17 0:00,United Kingdom,Europe,AIM,No,176.11,,,,,,,
Hong Kong,China State Construction Development Holdings Limited,Real Estate,,,,,,,830.0,Current,CHAN Man Ki Maggie,Independent Non Executive Director,,2022-07-01,
Hong Kong,Longfor Group Holdings Limited,Real Estate,,,,,,,960.0,Current,CHAN Chi On Derek,Independent Non Executive Director - A/F,,2009-11-01,
Hong Kong,CK Asset Holdings Limited,Real Estate,,,,,,,1113.0,Current,BRADLEY Edward Stephen,Independent Non Executive Director,,2020-11-30,
London,CARDIFF PROPERTY PLC,Real Estate,1947-6-18 0:00,United Kingdom,Europe,MAIN MARKET,No,20.61,,,,,,,
Hong Kong,Wah Wo Holdings Group Limited,Real Estate,,,,,,,9938.0,Current,CHAN Fai,Executive Director,,2018-05-18,
Hong Kong,Magnus Concordia Group Limited,Real Estate,,,,,,,1172.0,Current,LIU Ying Shun,Independent Non Executive Director - A/F,,2022-11-25,
London,ADAMS PLC,Real Estate,2005-7-26 0:00,Isle of Man,Europe,AIM,No,5.26,,,,,,,
Hong Kong,Noble Engineering Group Holdings Limited,Real Estate,,,,,,,8445.0,Current,CHUNG Lai Ling,Independent Non Executive Director,,2017-09-11,
Hong Kong,Wang On Properties Limited,Real Estate,,,,,,,1243.0,Current,CHAN Ho Wah Terence,Independent Non Executive Director - A/F,,2022-12-01,
Hong Kong,China SCE Group Holdings Limited,Real Estate,,,,,,,1966.0,Current,CHENG Hiu Lok,Executive Director,,2009-08-12,
Hong Kong,Agile Group Holdings Limited,Real Estate,,,,,,,3383.0,Current,CHAN Cheuk Hei,Non Executive Director,,2014-03-28,
Hong Kong,Great Wall Pan Asia Holdings Limited,Real Estate,,,,,,,583.0,Current,LI Li Hua,Independent Non Executive Director,,2025-03-15,
London,LONDONMETRIC PROPERTY PLC,Real Estate,2010-10-1 0:00,United Kingdom,Europe,MAIN MARKET,No,1960.36,,,,,,,
London,TRITAX EUROBOX PLC,Real Estate,2018-7-9 0:00,United Kingdom,Europe,MAIN MARKET,No,376.23,,,,,,,
Hong Kong,"Miramar Hotel and Investment Company, Limited",Real Estate,,,,,,,71.0,Current,AU Siu Kee Alexander,Independent Non Executive Director - A/F,,2020-12-01,
London,HOME REIT PLC,Real Estate,2020-10-12 0:00,United Kingdom,Europe,MAIN MARKET,No,239.01,,,,,,,
London,HELICAL PLC,Real Estate,1957-7-4 0:00,United Kingdom,Europe,MAIN MARKET,No,412.3,,,,,,,
Hong Kong,Nimble Holdings Company Limited,Real Estate,,,,,,,186.0,Current,DENG Xiang Ping,Executive Director,,2017-12-02,
Hong Kong,"Fantasia Holdings Group Co., Limited",Real Estate,,,,,,,1777.0,Current,CHENG Jian Li,Executive Director,Chairman,2023-09-25,
Hong Kong,Ever Reach Group (Holdings) Company Limited,Real Estate,,,,,,,3616.0,Current,FANG Cheng,Independent Non Executive Director,,2018-10-22,
Hong Kong,FDB Holdings Limited,Real Estate,,,,,,,1826.0,Current,NG Chung Chi,Independent Non Executive Director - A/F,,2024-12-11,
London,ST.MODWEN PROPERTIES PLC,Real Estate,1986-4-28 0:00,United Kingdom,Europe,MAIN MARKET,No,738.01,,,,,,,
Hong Kong,"Guangzhou R&F Properties Co., Ltd",Real Estate,,,,,,,2777.0,Current,LI Helen,Non Executive Director,,2005-07-14,
Hong Kong,Future World Holdings Limited,Real Estate,,,,,,,572.0,Current,BONG Chin Chung,Independent Non Executive Director - A/F,,2023-07-03,
Hong Kong,Liu Chong Hing Investment Limited,Real Estate,,,,,,,194.0,Current,AU Kam Yuen Arthur,Independent Non Executive Director,,2012-12-03,
Hong Kong,Yuzhou Group Holdings Company Limited,Real Estate,,,,,,,1628.0,Current,KWOK Ying Lan,Executive Director,"Chairman, CEO",2009-10-09,
Hong Kong,Silver Grant International Holdings Group Limited,Real Estate,,,,,,,171.0,Current,CHEN Yong Cun,Non Executive Director,,2025-01-01,
Hong Kong,ASIA ALLIED INFRASTRUCTURE HOLDINGS LIMITED,Real Estate,,,,,,,711.0,Current,CHUNG Ho Tai Francke,Non Executive Director,,2025-06-30,
Hong Kong,Peking University Resources (Holdings) Company Limited,Real Estate,,,,,,,618.0,Current,CHEUNG Ka Yue,Independent Non Executive Director - A/F,,2024-09-30,
Hong Kong,China National Building Material Company Limited,Real Estate,,,,,,,3323.0,Current,CHEN Shao Long,Non Executive Director,,2024-04-29,
Hong Kong,Country Garden Services Holdings Company Limited,Real Estate,,,,,,,6098.0,Current,CHEN Wei Ru,Independent Non Executive Director,,2018-05-25,
London,RAVEN PROPERTY GROUP LIMITED,Real Estate,2009-3-25 0:00,Guernsey,Europe,MAIN MARKET,No,395.71,,,,,,,
Hong Kong,Metallurgical Corporation of China Ltd.,Real Estate,,,,,,,1618.0,Current,BAI Xiao Hu,Executive Director,,2024-12-30,
Hong Kong,NIU Holdings Limited,Real Estate,,,,,,,8619.0,Current,LEUNG Chun Yu Edmund,Executive Director,,2024-08-23,
Hong Kong,Sang Hing Holdings (International) Limited,Real Estate,,,,,,,1472.0,Current,CHOI Ho Yan,Independent Non Executive Director,,2023-04-30,
Hong Kong,China Resources Building Materials Technology Holdings Limited,Real Estate,,,,,,,1313.0,Current,DENG Rong Hui,Non Executive Director,,2024-10-25,
Hong Kong,China Evergrande Group,Real Estate,,,,,,,3333.0,Delisted,HE Qi,Independent Non Executive Director,,2009-10-14,2025-08-25
Hong Kong,Shenzhen Investment Limited,Real Estate,,,,,,,604.0,Current,CAI Xun,Executive Director,,2020-08-27,
Hong Kong,Zhong An Group Limited,Real Estate,,,,,,,672.0,Current,FUNG Che Wai Anthony,Independent Non Executive Director - A/F,,2021-11-26,
Hong Kong,Build King Holdings Limited,Real Estate,,,,,,,240.0,Current,CHAN Chi Hung,Non Executive Director,,2008-12-04,
London,BMO COMMERCIAL PROPERTY TRUST LIMITED,Real Estate,2005-3-21 0:00,Guernsey,Europe,MAIN MARKET,No,491.61,,,,,,,
Hong Kong,Oriental Explorer Holdings Limited,Real Estate,,,,,,,430.0,Current,LAU Chi Yung Kenneth,Executive Director,Chairman,1996-02-03,
London,ASSURA PLC,Real Estate,2015-1-28 0:00,United Kingdom,Europe,MAIN MARKET,No,2030.01,,,,,,,
Hong Kong,Times Universal Group Holdings Limited,Real Estate,,,,,,,2310.0,Current,CHEN Jian,Executive Director,,2019-10-10,
Hong Kong,Associated International Hotels Limited,Real Estate,,,,,,,105.0,Current,CHEONG Chin Hong Rodney,Executive Director,,2024-02-26,
London,REGIONAL REIT LIMITED,Real Estate,2015-11-6 0:00,Guernsey,Europe,MAIN MARKET,No,269.26,,,,,,,
Hong Kong,Evergrande Property Services Group Limited,Real Estate,,,,,,,6666.0,Current,DONG Xin Yi,Independent Non Executive Director,,2023-09-27,
Hong Kong,Dynamic Holdings Limited,Real Estate,,,,,,,29.0,Current,CHIU Siu Hung Allan,Executive Director,CEO,2019-05-10,
London,BIFFA PLC,Utilities,2016-10-13 0:00,United Kingdom,Europe,MAIN MARKET,No,660.67,,,,,,,
London,CENTRICA PLC,Utilities,1997-2-17 0:00,United Kingdom,Europe,MAIN MARKET,No,2171.53,,,,,,,
London,"CHINA YANGTZE POWER CO., LTD",Utilities,2020-9-25 0:00,China,Asia,MAIN MARKET,Yes,,,,,,,,
London,CONTOURGLOBAL PLC,Utilities,2017-11-9 0:00,United Kingdom,Europe,MAIN MARKET,No,1284.83,,,,,,,
London,DRAX GROUP PLC,Utilities,2005-12-15 0:00,United Kingdom,Europe,MAIN MARKET,No,1174.11,,,,,,,
London,GOOD ENERGY GROUP PLC,Utilities,2012-7-30 0:00,United Kingdom,Europe,AIM,No,27.29,,,,,,,
London,GREENCOAT RENEWABLES PLC,Utilities,2017-7-25 0:00,Ireland,Europe,AIM,Yes,664.7,,,,,,,
London,JERSEY ELECTRICITY PLC,Utilities,1964-2-28 0:00,Jersey,Europe,MAIN MARKET,No,61.4,,,,,,,
London,NATIONAL GRID PLC,Utilities,2002-1-31 0:00,United Kingdom,Europe,MAIN MARKET,No,32351.71,,,,,,,
London,NORTHERN ELECTRIC PLC,Utilities,1995-9-11 0:00,United Kingdom,Europe,MAIN MARKET,No,189.83,,,,,,,
London,PENNON GROUP PLC,Utilities,1989-12-12 0:00,United Kingdom,Europe,MAIN MARKET,No,4187.18,,,,,,,
London,RENEWI PLC,Utilities,1988-2-29 0:00,United Kingdom,Europe,MAIN MARKET,No,170.03,,,,,,,
London,SEVERN TRENT PLC,Utilities,1989-12-12 0:00,United Kingdom,Europe,MAIN MARKET,No,5803.46,,,,,,,
London,SSE PLC,Utilities,1991-6-18 0:00,United Kingdom,Europe,MAIN MARKET,No,13072.44,,,,,,,
London,TATA POWER COMPANY LIMITED,Utilities,2009-7-28 0:00,India,Asia,ADMISSION TO TRADING ONLY,Yes,,,,,,,,
London,UNITED UTILITIES GROUP PLC,Utilities,2008-7-28 0:00,United Kingdom,Europe,MAIN MARKET,No,5887.42,,,,,,,
Hong Kong,"Beijing Energy International Holding Co., Ltd.",Utilities,,,,,,,686.0,Current,HUANG Jiao,Non Executive Director,,2025-05-14,
Hong Kong,Beijing Enterprises Holdings Limited,Utilities,,,,,,,392.0,Current,CHAN Man Ki Maggie,Independent Non Executive Director,,2022-09-01,
Hong Kong,Beijing Enterprises Water Group Limited,Utilities,,,,,,,371.0,Current,CHAN Siu Chee Sophia,Independent Non Executive Director,,2023-09-15,
Hong Kong,Binhai Investment Company Limited,Utilities,,,,,,,2886.0,Current,GAO Liang,Executive Director,,2009-08-04,
Hong Kong,China Gas Holdings Limited,Utilities,,,,,,,384.0,Current,CHEN Yan Yan,Independent Non Executive Director,,2012-12-31,
Hong Kong,China Nuclear Energy Technology Corporation Limited,Utilities,,,,,,,611.0,Current,DU Rui Li,Executive Director,,2024-12-06,
Hong Kong,China Oil And Gas Group Limited,Utilities,,,,,,,603.0,Current,GAO Fa Lian,Executive Director,,2021-05-17,
Hong Kong,China Resources Gas Group Limited,Utilities,,,,,,,1193.0,Current,FANG Xin,Non Executive Director,,2025-01-21,
Hong Kong,China Resources Power Holdings Company Limited,Utilities,,,,,,,836.0,Current,CH'IEN Kuo Fung Raymond,Independent Non Executive Director,,2010-04-22,
Hong Kong,China Suntien Green Energy Corporation Limited,Utilities,,,,,,,956.0,Current,CAO Xin,Non Executive Director,Chairman,2014-03-24,
Hong Kong,China Water Affairs Group Limited,Utilities,,,,,,,855.0,Current,BAI Li,Non Executive Director,,2025-03-21,
Hong Kong,China Water Industry Group Limited,Utilities,,,,,,,1129.0,Current,CHU Yin Yin Georgiana,Executive Director,,2006-10-12,
Hong Kong,Concord New Energy Group Limited,Utilities,,,,,,,182.0,Current,CHAN Kam Kwan Jason,Executive Director,,2024-04-26,
Hong Kong,ENN Energy Holdings Limited,Utilities,,,,,,,2688.0,Current,GONG Luo Jian,Executive Director,,2025-02-25,
Hong Kong,GCL New Energy Holdings Limited,Utilities,,,,,,,451.0,Current,FANG Jian Cai,Non Executive Director,,2021-03-01,
Hong Kong,Global Strategic Group Limited,Utilities,,,,,,,8007.0,Current,CHAK Wai Nga,Independent Non Executive Director,,2025-10-24,
Hong Kong,Guangdong Investment Limited,Utilities,,,,,,,270.0,Current,BAI Tao,Executive Director,Chairman,2023-10-26,
Hong Kong,Huadian Power International Corporation Limited,Utilities,,,,,,,1071.0,Current,CAO Min,Non Executive Director,,2023-05-31,
Hong Kong,"Huaneng Power International, Inc.",Utilities,,,,,,,902.0,Current,CAO Xin,Non Executive Director,,2023-12-05,
Hong Kong,Shandong Hi-Speed New Energy Group Limited,Utilities,,,,,,,1250.0,Current,CHIU Kung Chik,Independent Non Executive Director,,2016-07-29,
Hong Kong,The Hong Kong and China Gas Company Limited,Utilities,,,,,,,3.0,Current,CHAN Ying Lung,Executive Director,,2024-06-25,
Hong Kong,Universal Technologies Holdings Limited,Utilities,,,,,,,1026.0,Current,CHAO Pao Shu George,Independent Non Executive Director,,2013-09-16,
Hong Kong,"Wise Living Technology Co., Ltd",Utilities,,,,,,,2481.0,Current,CHEUNG Ho Kong,Independent Non Executive Director - A/F,,2023-05-29,
London,BRISTOL WATER PLC,Utilities,1992-10-29 0:00,United Kingdom,Europe,MAIN MARKET,No,20.19,,,,,,,
Hong Kong,"Tianjin Tianbao Energy Co., Ltd.",Utilities,,,,,,,1671.0,Current,CHAN Wai Dune,Independent Non Executive Director - A/F,,2020-01-17,
Hong Kong,Beijing Gas Blue Sky Holdings Limited,Utilities,,,,,,,6828.0,Current,CUI Yu Lei,Independent Non Executive Director,,2020-07-06,
London,"AB ""IGNITIS GRUPE""",Utilities,2020-10-7 0:00,Lithuania,Europe,MAIN MARKET,Yes,,,,,,,,
Hong Kong,China Everbright Water Limited,Utilities,,,,,,,1857.0,Current,CHAN Pui Shan Sandy,Independent Non Executive Director,,2025-03-13,
Hong Kong,Canvest Environmental Protection Group Company Limited,Utilities,,,,,,,1381.0,Delisted,CHAN Kam Kwan Jason,Independent Non Executive Director - A/F,,2014-12-07,2025-06-02
London,OPG POWER VENTURES PLC,Utilities,2008-5-30 0:00,Isle of Man,Europe,AIM,No,42.08,,,,,,,
Hong Kong,China Ruifeng Renewable Energy Holdings Limited,Utilities,,,,,,,527.0,Current,HU Xiao Lin,Independent Non Executive Director,,2011-05-09,
London,PUBLIC JOINT STOCK COMPANY ROSSETI,Utilities,2011-12-8 0:00,Russian Federation,Europe,MAIN MARKET,Yes,,,,,,,,
Hong Kong,Shunfeng International Clean Energy Limited,Utilities,,,,,,,1165.0,Current,HAN Ji Biao,Executive Director,"Chairman, CEO",2025-09-26,
Hong Kong,Towngas Smart Energy Company Limited,Utilities,,,,,,,1083.0,Current,CHENG Mo Chi Moses,Independent Non Executive Director,,2007-05-23,
Hong Kong,China Power International Development Limited,Utilities,,,,,,,2380.0,Current,CHEN Peng Jun,Non Executive Director,,2024-11-18,
London,KSK POWER VENTUR PLC,Utilities,2010-3-31 0:00,Isle of Man,Europe,MAIN MARKET,No,3.94,,,,,,,
Hong Kong,"JiaXing Gas Group Co., Ltd.",Utilities,,,,,,,9908.0,Current,CHENG Hok Kai Frederick,Independent Non Executive Director - A/F,,2019-09-23,
London,DATANG INTERNATIONAL POWER GENERATION COMPANY LD,Utilities,1997-3-21 0:00,China,Asia,MAIN MARKET,Yes,1569.04,,,,,,,
Hong Kong,"CGN Power Co., Ltd.",Utilities,,,,,,,1816.0,Current,FENG Jian,Non Executive Director,,2023-02-10,
Hong Kong,SIIC Environment Holdings Ltd.,Utilities,,,,,,,807.0,Current,AN Hong Jun,Independent Non Executive Director - A/F,,2018-03-01,
Hong Kong,"Kunming Dianchi Water Treatment Co., Ltd.",Utilities,,,,,,,3768.0,Current,CHAN Ho Wah Terence,Independent Non Executive Director - A/F,,2025-09-26,
Hong Kong,China Renewable Energy Investment Limited,Utilities,,,,,,,987.0,Current,CHENG Yuk Wo,Independent Non Executive Director - A/F,,2022-01-01,
Hong Kong,CT Vision S.L. (International) Holdings Limited,Utilities,,,,,,,994.0,Current,DING Ji,Executive Director,,2024-04-15,
Hong Kong,"Yunnan Water Investment Co., Limited",Utilities,,,,,,,6839.0,Current,DAI Ri Cheng,Non Executive Director,,2020-10-12,
London,SOCIETATEA ENERGETICA ELECTRICA SA,Utilities,2014-7-4 0:00,Romania,Europe,MAIN MARKET,Yes,,,,,,,,
Hong Kong,China Smarter Energy Group Holdings Limited,Utilities,,,,,,,1004.0,Current,BO Da Teng,Executive Director,,2020-03-13,
Hong Kong,"Huzhou Gas Co., Ltd.",Utilities,,,,,,,6661.0,Current,CHANG Li Hsien Leslie,Independent Non Executive Director - A/F,,2021-05-11,
Hong Kong,Tianjin Capital Environmental Protection Group Company Limited,Utilities,,,,,,,1065.0,Current,AN Pin Dong,Non Executive Director,,2022-09-08,
London,FULCRUM UTILITY SERVICES LD,Utilities,2009-12-24 0:00,Cayman Islands,North America,AIM,Yes,90.51,,,,,,,
Hong Kong,"Sichuan Energy Investment Development Co., Ltd.",Utilities,,,,,,,1713.0,Current,CHEN Chuan,Independent Non Executive Director,,2024-08-16,
Hong Kong,Futian Holdings Limited,Utilities,,,,,,,8196.0,Current,CHANG Cheng Hui,Independent Non Executive Director,,2025-07-25,
Hong Kong,China Longyuan Power Group Corporation Limited,Utilities,,,,,,,916.0,Current,GAO De Bu,Independent Non Executive Director,,2021-11-12,
Hong Kong,Kangda International Environmental Company Limited,Utilities,,,,,,,6136.0,Current,CHANG Qing,Independent Non Executive Director,,2016-01-08,
Hong Kong,Kunlun Energy Company Limited,Utilities,,,,,,,135.0,Current,KWOK Chi Shing,Independent Non Executive Director - A/F,,2025-05-29,
Hong Kong,"Beijing Jingneng Clean Energy Co., Limited",Utilities,,,,,,,579.0,Current,CHEN Da Yu,Executive Director,Chairman,2021-02-19,
Hong Kong,"Taizhou Water Group Co., Ltd.",Utilities,,,,,,,1542.0,Current,FANG Ya,Non Executive Director,,2015-04-01,
Hong Kong,China Environmental Technology Holdings Limited,Utilities,,,,,,,646.0,Current,HU Yue Yue,Non Executive Director,,2022-01-04,
Hong Kong,"Datang International Power Generation Co., Ltd.",Utilities,,,,,,,991.0,Current,HAN Fang,Non Executive Director,,2025-06-27,
London,RELIANCE INFRASTRUCTURE LD,Utilities,1996-3-8 0:00,India,Asia,PROFESSIONAL SECURITIES MARKET,Yes,,,,,,,,
Hong Kong,Puxing Energy Limited,Utilities,,,,,,,90.0,Current,GUAN Da Yuan,Executive Director,Chairman,2024-03-04,
London,BION PLC,Utilities,2016-5-12 0:00,Jersey,Europe,AIM,No,11.22,,,,,,,
London,YU GROUP PLC,Utilities,2016-3-17 0:00,United Kingdom,Europe,AIM,No,13.84,,,,,,,
Hong Kong,CLP Holdings Limited,Utilities,,,,,,,2.0,Current,ALLEN Nicholas Charles,Independent Non Executive Director - A/F,,2009-05-12,
London,INFRASTRATA PLC,Utilities,2008-1-17 0:00,United Kingdom,Europe,AIM,No,23.06,,,,,,,
Hong Kong,Sino Gas Holdings Group Limited,Utilities,,,,,,,1759.0,Current,JI Guang,Executive Director,Chairman,2018-06-11,
London,"FEDERAL GRID COMPANY OF UNIFIED ENERGY SYSTEM, PUBLIC JOINT-STOCK COMPANY",Utilities,2011-3-28 0:00,Russian Federation,Europe,MAIN MARKET,Yes,,,,,,,,
Hong Kong,Chinese People Holdings Company Limited,Utilities,,,,,,,681.0,Current,CHEUNG Chi Ming,Independent Non Executive Director - A/F,,2020-07-15,
Hong Kong,VPower Group International Holdings Limited,Utilities,,,,,,,1608.0,Current,GAO Zhan,Executive Director,Chairman,2024-08-16,
Hong Kong,"Shanghai Dazhong Public Utilities (Group) Co., Ltd.",Utilities,,,,,,,1635.0,Current,JIANG Guo Fang,Independent Non Executive Director,,2023-06-28,
Hong Kong,Jilin Province Chuncheng Heating Company Limited,Utilities,,,,,,,1853.0,Current,CHAN Sing Fai,Independent Non Executive Director - A/F,,2025-05-16,
Hong Kong,Zhongyu Energy Holdings Limited,Utilities,,,,,,,3633.0,Current,JIA Kun,Executive Director,,2019-02-25,
London,"SDIC POWER HOLDINGS CO., LTD",Utilities,2020-10-19 0:00,China,Asia,MAIN MARKET,Yes,,,,,,,,
Hong Kong,China Everbright Greentech Limited,Utilities,,,,,,,1257.0,Current,CHOW Siu Lui,Independent Non Executive Director - A/F,,2017-01-20,
Hong Kong,ELL Environmental Holdings Limited,Utilities,,,,,,,1395.0,Current,CHAN Kwan,Executive Director,CEO,2014-02-25,
Hong Kong,China Everbright Environment Group Limited,Utilities,,,,,,,257.0,Current,FAN Yan Hok Philip,Independent Non Executive Director,,2012-12-13,
Hong Kong,Kong Sun Holdings Limited,Utilities,,,,,,,295.0,Current,HUA Min,Executive Director,,2024-12-23,
Hong Kong,"CHINA DATANG CORPORATION RENEWABLE POWER CO., LIMITED",Utilities,,,,,,,1798.0,Current,BAI Li,Non Executive Director,,2025-04-30,
Hong Kong,Tianjin Jinran Public Utilities Company Limited,Utilities,,,,,,,1265.0,Current,BAI Mo,Independent Non Executive Director,,2024-06-27,
Hong Kong,United Strength Power Holdings Limited,Utilities,,,,,,,2337.0,Current,BIAN Xiao Dan,Executive Director,,2024-08-29,
London,PJSC RUSHYDRO,Utilities,2009-7-6 0:00,Russian Federation,Europe,MAIN MARKET,Yes,,,,,,,,
Hong Kong,China Primary Energy Holdings Limited,Utilities,,,,,,,8117.0,Current,CHUNG Chin Keung,Independent Non Executive Director - A/F,,2008-02-01,
Hong Kong,Xinyi Energy Holdings Limited,Utilities,,,,,,,3868.0,Current,IP Kwok Him,Independent Non Executive Director,,2018-11-22,
Hong Kong,TIL Enviro Limited,Utilities,,,,,,,1790.0,Current,HEW LEE Lam Sang,Independent Non Executive Director - A/F,,2018-10-04,
Hong Kong,CK Infrastructure Holdings Limited,Utilities,,,,,,,1038.0,Current,CHAN Loi Shun,Executive Director,,2011-01-01,
Hong Kong,China HK Power Smart Energy Group Limited,Utilities,,,,,,,931.0,Current,CHOW Ching Ning,Independent Non Executive Director - A/F,,2019-09-02,
Hong Kong,HK Electric Investments and HK Electric Investments Limited,Utilities,,,,,,,2638.0,Current,AL-MOHANNADI Fahad Hamad A H,Non Executive Director,,2015-06-09,
